경쟁자 수,교통 수,임대료,점심저녁시간대 생활인구수,집객시설 수,총생활인구수,타업종경쟁자,타업종비율
981,95,828,20821.24615,19,16921.78986,774,0.441025641
981,95,780,20821.24615,19,16921.78986,774,0.441025641
981,95,740,20821.24615,19,16921.78986,774,0.441025641
554,78,2622,20821.24615,13,16921.78986,568,0.506238859
981,95,9014,20821.24615,19,16921.78986,774,0.441025641
617,74,1968,20821.24615,16,16921.78986,602,0.493847416
981,95,4431,20821.24615,19,16921.78986,774,0.441025641
981,95,726,20821.24615,19,16921.78986,774,0.441025641
855,88,436,20821.24615,19,16921.78986,739,0.463613551
860,91,1918,20821.24615,19,16921.78986,741,0.462835728
569,78,1722,20821.24615,13,16921.78986,580,0.504786771
570,79,1115,20821.24615,13,16921.78986,569,0.499561018
981,95,8218,20821.24615,19,16921.78986,774,0.441025641
769,116,1345,13865.29669,18,15486.71802,574,0.42740134
803,71,723,13865.29669,6,15486.71802,639,0.443134535
700,112,1528,13865.29669,15,15486.71802,541,0.435938759
634,49,392,13865.29669,4,15486.71802,478,0.429856115
739,115,1480,9401.494158,15,9534.42718,570,0.435446906
673,116,1764,9401.494158,18,9534.42718,550,0.449713818
718,133,7064,9401.494158,20,9534.42718,576,0.445131376
666,119,994,9401.494158,18,9534.42718,537,0.44638404
689,117,821,9401.494158,18,9534.42718,554,0.445695897
709,109,750,9401.494158,18,9534.42718,563,0.442610063
674,120,2084,9401.494158,24,9534.42718,566,0.456451613
115,26,15552,25473.53184,7,25823.66317,134,0.53815261
473,43,1676,25473.53184,7,25823.66317,407,0.4625
157,31,1844,25473.53184,7,25823.66317,158,0.501587302
360,36,1753,25473.53184,4,25823.66317,350,0.492957746
459,41,9972,25473.53184,5,25823.66317,412,0.473019518
496,43,2137,25473.53184,8,25823.66317,425,0.46145494
489,43,5545,25473.53184,8,25823.66317,420,0.462046205
457,37,608,25473.53184,7,25823.66317,375,0.450721154
128,29,1898,25473.53184,7,25823.66317,147,0.534545455
481,43,2392,25473.53184,7,25823.66317,418,0.464961068
442,40,2275,25473.53184,7,25823.66317,386,0.466183575
459,41,1885,25473.53184,5,25823.66317,412,0.473019518
157,28,956,25473.53184,7,25823.66317,157,0.5
495,43,2031,25473.53184,8,25823.66317,425,0.461956522
487,42,2169,25473.53184,8,25823.66317,411,0.457683742
218,33,4454,25473.53184,1,25823.66317,161,0.424802111
319,28,1434,6303.728407,3,6908.484147,260,0.449050086
340,22,3815,6303.728407,2,6908.484147,273,0.445350734
592,65,2571,6303.728407,9,6908.484147,455,0.434574976
106,53,4763,6303.728407,1,6908.484147,72,0.404494382
106,53,13877,6303.728407,1,6908.484147,72,0.404494382
526,48,778,6303.728407,5,6908.484147,398,0.430735931
440,35,1708,6303.728407,6,6908.484147,362,0.451371571
342,27,1939,6303.728407,3,6908.484147,292,0.460567823
462,36,1964,6303.728407,7,6908.484147,378,0.45
328,28,2115,6303.728407,3,6908.484147,255,0.437392796
543,59,8005,14473.70103,18,13273.29821,1111,0.671704958
560,58,2743,14473.70103,17,13273.29821,1107,0.664067187
589,50,2263,14473.70103,16,13273.29821,1088,0.648777579
570,58,3665,14473.70103,17,13273.29821,1110,0.660714286
542,59,15019,14473.70103,18,13273.29821,1111,0.672111313
549,56,2833,14473.70103,16,13273.29821,1093,0.665651644
582,53,2986,14473.70103,16,13273.29821,1100,0.653983353
555,53,2712,14473.70103,16,13273.29821,1090,0.662613982
616,51,8835,14473.70103,19,13273.29821,1128,0.646788991
395,65,1517,10481.63028,15,10870.4685,942,0.704562453
395,65,1517,10481.63028,15,10870.4685,942,0.704562453
390,61,1225,10481.63028,15,10870.4685,933,0.70521542
418,62,5102,10481.63028,14,10870.4685,980,0.701001431
471,70,7217,10481.63028,21,10870.4685,1082,0.696716033
420,59,1944,10481.63028,14,10870.4685,989,0.701916253
401,37,4157,16070.87946,8,15499.83133,696,0.634457612
276,30,1142,16070.87946,3,15499.83133,309,0.528205128
329,28,584,16070.87946,3,15499.83133,290,0.468497577
128,21,1490,16070.87946,4,15499.83133,100,0.438596491
78,23,818,16070.87946,4,15499.83133,83,0.51552795
441,48,6987,16070.87946,9,15499.83133,751,0.630033557
441,48,7608,16070.87946,9,15499.83133,751,0.630033557
276,30,1142,16070.87946,3,15499.83133,309,0.528205128
123,23,842,16070.87946,4,15499.83133,97,0.440909091
126,23,1034,16070.87946,4,15499.83133,103,0.449781659
627,53,1826,9558.739677,18,10465.68204,975,0.608614232
482,38,878,9558.739677,4,10465.68204,577,0.544853636
399,32,2741,9558.739677,3,10465.68204,433,0.520432692
647,54,411,9558.739677,18,10465.68204,1023,0.61257485
405,33,3806,9558.739677,8,10465.68204,446,0.524089307
448,32,1078,9558.739677,4,10465.68204,517,0.535751295
649,54,762,9558.739677,13,10465.68204,939,0.591309824
627,52,1131,9558.739677,18,10465.68204,977,0.609102244
626,53,1329,9558.739677,18,10465.68204,980,0.610211706
389,37,959,9558.739677,4,10465.68204,422,0.520345253
414,31,3090,9558.739677,3,10465.68204,466,0.529545455
669,102,583,21621.5139,16,21918.52145,564,0.457420925
663,107,2510,21621.5139,15,21918.52145,547,0.452066116
910,91,932,21621.5139,17,21918.52145,656,0.41890166
714,77,596,21621.5139,17,21918.52145,618,0.463963964
915,92,2119,21621.5139,17,21918.52145,664,0.420519316
714,77,436,21621.5139,17,21918.52145,618,0.463963964
664,107,1310,21621.5139,15,21918.52145,552,0.453947368
686,102,934,21621.5139,16,21918.52145,557,0.448109413
714,77,436,21621.5139,17,21918.52145,618,0.463963964
648,109,1343,21621.5139,15,21918.52145,534,0.45177665
714,77,250,21621.5139,17,21918.52145,618,0.463963964
851,99,1576,20984.2943,17,20840.4017,657,0.435676393
833,92,455,20984.2943,17,20840.4017,649,0.437921727
588,80,3428,20984.2943,15,20840.4017,517,0.467873303
652,92,1981,20984.2943,16,20840.4017,530,0.448392555
588,80,726,20984.2943,15,20840.4017,517,0.467873303
852,100,827,20984.2943,17,20840.4017,656,0.435013263
859,92,1102,20984.2943,18,20840.4017,670,0.438194899
738,99,1000,20984.2943,19,20840.4017,579,0.439635535
740,103,1709,20984.2943,18,20840.4017,576,0.43768997
741,97,1935,20984.2943,19,20840.4017,579,0.438636364
824,92,1942,20984.2943,16,20840.4017,628,0.432506887
869,92,1784,20984.2943,18,20840.4017,679,0.438630491
789,93,958,20984.2943,16,20840.4017,611,0.436428571
708,90,1852,20984.2943,18,20840.4017,559,0.441199684
826,94,2116,20984.2943,17,20840.4017,630,0.432692308
740,101,2377,20984.2943,19,20840.4017,578,0.438543247
859,92,2706,20984.2943,18,20840.4017,670,0.438194899
718,95,2910,20984.2943,19,20840.4017,566,0.440809969
856,101,712,20984.2943,17,20840.4017,660,0.435356201
619,56,2132,63564.3509,11,51846.67637,496,0.444843049
570,63,5084,63564.3509,11,51846.67637,506,0.470260223
636,56,4428,63564.3509,10,51846.67637,508,0.444055944
671,54,977,63564.3509,10,51846.67637,529,0.440833333
733,55,2687,63564.3509,9,51846.67637,559,0.432662539
733,55,2385,63564.3509,9,51846.67637,559,0.432662539
733,55,1597,63564.3509,9,51846.67637,559,0.432662539
643,53,9801,63564.3509,9,51846.67637,510,0.442324371
733,55,1781,63564.3509,9,51846.67637,559,0.432662539
622,51,3529,63564.3509,12,51846.67637,519,0.454864154
663,56,854,63564.3509,9,51846.67637,520,0.43956044
648,56,4689,63564.3509,10,51846.67637,508,0.439446367
651,53,1521,63564.3509,12,51846.67637,521,0.444539249
733,55,1463,63564.3509,9,51846.67637,559,0.432662539
575,74,7491,63564.3509,15,51846.67637,520,0.474885845
525,44,3158,63564.3509,8,51846.67637,438,0.45482866
518,44,2388,63564.3509,8,51846.67637,438,0.458158996
677,54,1643,63564.3509,10,51846.67637,531,0.439569536
861,79,349,63564.3509,12,51846.67637,647,0.429045093
578,53,2730,63564.3509,12,51846.67637,477,0.452132701
793,66,1927,63564.3509,13,51846.67637,631,0.443117978
793,66,1005,63564.3509,13,51846.67637,631,0.443117978
578,53,1993,63564.3509,12,51846.67637,477,0.452132701
651,55,1108,63564.3509,9,51846.67637,511,0.439759036
523,46,3861,63564.3509,9,51846.67637,459,0.467413442
575,73,2427,63564.3509,13,51846.67637,523,0.476320583
677,54,1643,63564.3509,10,51846.67637,531,0.439569536
575,74,4400,63564.3509,15,51846.67637,520,0.474885845
579,53,1958,63564.3509,12,51846.67637,477,0.451704545
464,43,722,63564.3509,12,51846.67637,399,0.462340672
677,54,1643,63564.3509,10,51846.67637,531,0.439569536
531,44,6192,63564.3509,8,51846.67637,442,0.454265159
623,53,1730,63564.3509,12,51846.67637,501,0.445729537
683,53,8009,63564.3509,10,51846.67637,532,0.437860082
523,46,1137,63564.3509,9,51846.67637,459,0.467413442
572,67,384,63564.3509,11,51846.67637,521,0.476669716
523,46,2096,63564.3509,9,51846.67637,459,0.467413442
793,66,1325,63564.3509,13,51846.67637,631,0.443117978
603,54,875,63564.3509,12,51846.67637,487,0.446788991
552,51,957,63564.3509,12,51846.67637,461,0.455083909
559,45,761,63564.3509,13,51846.67637,461,0.451960784
523,46,4280,63564.3509,9,51846.67637,459,0.467413442
556,62,1347,63564.3509,10,51846.67637,493,0.469971401
457,45,11846,35491.54168,25,31344.24743,592,0.564346997
402,36,1151,35491.54168,16,31344.24743,484,0.546275395
497,48,2310,35491.54168,25,31344.24743,667,0.573024055
246,67,347,35491.54168,14,31344.24743,278,0.530534351
246,67,485,35491.54168,14,31344.24743,278,0.530534351
251,70,3392,35491.54168,25,31344.24743,353,0.584437086
457,45,2800,35491.54168,25,31344.24743,592,0.564346997
457,45,736,35491.54168,25,31344.24743,592,0.564346997
501,49,1502,35491.54168,28,31344.24743,680,0.575783235
350,40,2973,35491.54168,21,31344.24743,487,0.581839904
427,40,4521,35491.54168,19,31344.24743,525,0.551470588
218,27,2619,35491.54168,13,31344.24743,180,0.452261307
487,49,3491,35491.54168,27,31344.24743,661,0.575783972
537,51,2853,35491.54168,29,31344.24743,746,0.581449727
444,63,9175,35491.54168,33,31344.24743,671,0.601793722
444,63,1413,35491.54168,33,31344.24743,671,0.601793722
363,43,1471,35491.54168,25,31344.24743,503,0.580831409
444,63,6483,35491.54168,33,31344.24743,671,0.601793722
483,51,7820,35491.54168,31,31344.24743,666,0.579634465
492,54,4754,35491.54168,31,31344.24743,694,0.585160202
457,45,622,35491.54168,25,31344.24743,592,0.564346997
509,49,6211,35491.54168,28,31344.24743,680,0.571909167
363,43,406,35491.54168,25,31344.24743,503,0.580831409
484,50,5887,35491.54168,30,31344.24743,670,0.580589255
501,49,9205,35491.54168,28,31344.24743,680,0.575783235
510,55,6956,35491.54168,32,31344.24743,728,0.588045234
531,48,622,35491.54168,27,31344.24743,738,0.581560284
514,49,1754,35491.54168,26,31344.24743,700,0.57660626
501,55,3707,35491.54168,32,31344.24743,698,0.582151793
246,67,1037,35491.54168,14,31344.24743,278,0.530534351
535,51,1340,35491.54168,29,31344.24743,742,0.581049334
457,45,1423,35491.54168,25,31344.24743,592,0.564346997
498,48,8850,35491.54168,25,31344.24743,664,0.571428571
390,36,2676,35491.54168,18,31344.24743,493,0.558323896
452,41,1015,35491.54168,18,31344.24743,548,0.548
513,49,2620,35491.54168,27,31344.24743,683,0.571070234
468,48,1827,35491.54168,25,31344.24743,626,0.572212066
501,49,3127,35491.54168,28,31344.24743,680,0.575783235
457,45,4219,35491.54168,25,31344.24743,592,0.564346997
534,51,3800,35491.54168,30,31344.24743,741,0.581176471
1371,115,1453,13403.46526,15,14724.19592,760,0.356640075
1134,157,1891,13403.46526,16,14724.19592,683,0.375894331
1371,115,4328,13403.46526,15,14724.19592,760,0.356640075
1371,115,3818,13403.46526,15,14724.19592,760,0.356640075
1371,115,2763,13403.46526,15,14724.19592,760,0.356640075
1371,115,5142,13403.46526,15,14724.19592,760,0.356640075
1371,115,3545,13403.46526,15,14724.19592,760,0.356640075
1371,115,3939,13403.46526,15,14724.19592,760,0.356640075
1371,115,1123,13403.46526,15,14724.19592,760,0.356640075
1371,115,1721,13403.46526,15,14724.19592,760,0.356640075
1371,115,1491,13403.46526,15,14724.19592,760,0.356640075
1371,115,338,13403.46526,15,14724.19592,760,0.356640075
1371,115,2269,13403.46526,15,14724.19592,760,0.356640075
1120,137,2892,13403.46526,15,14724.19592,662,0.371492705
1371,115,1797,13403.46526,15,14724.19592,760,0.356640075
1371,115,874,13403.46526,15,14724.19592,760,0.356640075
1371,115,2401,13403.46526,15,14724.19592,760,0.356640075
1371,115,4766,13403.46526,15,14724.19592,760,0.356640075
1371,115,2144,13403.46526,15,14724.19592,760,0.356640075
912,108,361,20746.05601,19,21361.47037,447,0.328918322
948,112,1202,20746.05601,18,21361.47037,474,0.333333333
833,108,4327,20746.05601,15,21361.47037,488,0.369417108
795,105,1075,20746.05601,18,21361.47037,405,0.3375
799,110,5997,20746.05601,12,21361.47037,478,0.3743148
936,105,1275,20746.05601,14,21361.47037,568,0.377659574
795,105,1133,20746.05601,18,21361.47037,405,0.3375
1193,93,3169,20746.05601,15,21361.47037,561,0.319840365
872,109,2279,20746.05601,17,21361.47037,503,0.365818182
949,107,4189,20746.05601,15,21361.47037,579,0.378926702
995,118,2185,20746.05601,15,21361.47037,552,0.356819651
856,126,2521,24563.25841,15,22952.20463,504,0.370588235
596,62,2911,24563.25841,7,22952.20463,414,0.40990099
613,76,2764,24563.25841,7,22952.20463,428,0.411143132
524,111,1386,24563.25841,9,22952.20463,372,0.415178571
800,120,4201,24563.25841,15,22952.20463,495,0.382239382
720,110,11083,24563.25841,13,22952.20463,444,0.381443299
560,112,2470,24563.25841,9,22952.20463,388,0.4092827
815,128,2170,24563.25841,15,22952.20463,501,0.380699088
858,127,5822,24563.25841,15,22952.20463,509,0.372348208
582,69,1892,24563.25841,12,22952.20463,318,0.353333333
606,79,321,24563.25841,13,22952.20463,325,0.349087003
581,61,579,24563.25841,12,22952.20463,333,0.364332604
581,61,702,24563.25841,12,22952.20463,333,0.364332604
596,119,1936,24563.25841,9,22952.20463,429,0.418536585
879,130,4268,24563.25841,15,22952.20463,525,0.373931624
1037,130,3176,22681.831,15,19594.52435,613,0.371515152
838,153,809,22681.831,14,19594.52435,529,0.386978786
867,153,20377,22681.831,14,19594.52435,545,0.385977337
1037,124,1131,22681.831,17,19594.52435,608,0.369604863
912,130,2017,22681.831,15,19594.52435,541,0.372333104
907,129,4627,22681.831,15,19594.52435,536,0.371448371
879,140,2353,22681.831,14,19594.52435,539,0.380112835
867,153,13171,22681.831,14,19594.52435,545,0.385977337
865,143,775,22681.831,14,19594.52435,535,0.382142857
1037,124,1131,22681.831,17,19594.52435,608,0.369604863
1037,130,1044,22681.831,15,19594.52435,613,0.371515152
924,167,2393,17514.59433,14,19592.03509,597,0.392504931
955,173,1796,17514.59433,14,19592.03509,597,0.384664948
943,167,3819,17514.59433,14,19592.03509,599,0.38845655
771,167,1218,17514.59433,12,19592.03509,462,0.374695864
909,166,9142,17514.59433,13,19592.03509,577,0.388290713
947,170,6386,17514.59433,13,19592.03509,607,0.390604891
906,167,1833,17514.59433,13,19592.03509,575,0.388251182
943,172,1109,17514.59433,15,19592.03509,595,0.38686606
977,172,458,17514.59433,16,19592.03509,602,0.381253958
906,166,555,17514.59433,14,19592.03509,575,0.388251182
979,169,1571,17514.59433,15,19592.03509,602,0.380771664
1007,167,1524,17514.59433,15,19592.03509,635,0.386723508
1007,167,1123,17514.59433,15,19592.03509,635,0.386723508
771,167,544,17514.59433,12,19592.03509,462,0.374695864
771,167,1361,17514.59433,12,19592.03509,462,0.374695864
863,167,588,17514.59433,13,19592.03509,568,0.396925227
925,168,775,17514.59433,13,19592.03509,597,0.392247043
910,167,3592,17514.59433,14,19592.03509,577,0.38802959
947,172,899,17514.59433,14,19592.03509,605,0.389819588
945,170,605,17514.59433,15,19592.03509,591,0.384765625
643,132,966,8920.939141,8,10599.18165,481,0.427935943
544,158,2129,8920.939141,6,10599.18165,320,0.37037037
682,141,1940,8920.939141,9,10599.18165,477,0.411561691
682,141,1940,8920.939141,9,10599.18165,477,0.411561691
367,127,470,8920.939141,3,10599.18165,216,0.370497427
666,120,420,8920.939141,10,10599.18165,470,0.413732394
755,147,1807,8920.939141,11,10599.18165,522,0.408770556
433,100,1601,8920.939141,3,10599.18165,358,0.452591656
637,165,885,13768.56088,10,14815.01179,379,0.373031496
637,165,840,13768.56088,10,14815.01179,379,0.373031496
637,165,682,13768.56088,10,14815.01179,379,0.373031496
637,165,1386,13768.56088,10,14815.01179,379,0.373031496
653,172,2334,13768.56088,9,14815.01179,405,0.382797732
496,127,837,11866.66398,4,12472.38645,329,0.398787879
442,128,3097,11866.66398,4,12472.38645,268,0.377464789
502,135,2767,11866.66398,4,12472.38645,338,0.402380952
504,125,2381,11866.66398,4,12472.38645,331,0.396407186
464,122,892,11866.66398,4,12472.38645,303,0.395045632
456,136,1675,11866.66398,5,12472.38645,285,0.384615385
457,129,467,11866.66398,4,12472.38645,282,0.381596752
313,103,1411,11866.66398,2,12472.38645,198,0.387475538
461,136,698,11866.66398,5,12472.38645,283,0.380376344
443,131,1604,11866.66398,4,12472.38645,269,0.377808989
412,106,2550,11866.66398,2,12472.38645,245,0.372907154
526,127,847,11866.66398,4,12472.38645,348,0.398169336
345,80,1395,11866.66398,1,12472.38645,220,0.389380531
493,134,1441,11866.66398,4,12472.38645,331,0.401699029
474,127,509,11866.66398,4,12472.38645,313,0.397712834
447,135,823,11866.66398,5,12472.38645,275,0.380886427
656,133,721,11866.66398,8,12472.38645,418,0.389199255
439,129,947,11866.66398,4,12472.38645,267,0.378186969
424,142,4217,11866.66398,6,12472.38645,254,0.374631268
479,124,1928,11866.66398,4,12472.38645,325,0.404228856
444,134,1463,11866.66398,5,12472.38645,276,0.383333333
481,129,694,11866.66398,4,12472.38645,328,0.405438813
519,128,2854,11866.66398,4,12472.38645,345,0.399305556
443,130,1966,11866.66398,4,12472.38645,268,0.376933896
492,133,1493,11866.66398,4,12472.38645,329,0.400730816
457,136,883,11866.66398,5,12472.38645,285,0.384097035
438,118,2800,11866.66398,4,12472.38645,267,0.378723404
447,132,1315,11866.66398,4,12472.38645,277,0.382596685
472,130,376,11866.66398,4,12472.38645,313,0.398726115
443,123,1794,11866.66398,4,12472.38645,272,0.38041958
446,136,874,11866.66398,5,12472.38645,276,0.382271468
446,135,546,11866.66398,5,12472.38645,272,0.378830084
448,136,586,11866.66398,5,12472.38645,276,0.38121547
522,49,3171,21111.77682,5,19009.58684,379,0.420643729
921,74,11200,21111.77682,8,19009.58684,622,0.403110823
458,49,1862,21111.77682,5,19009.58684,334,0.421717172
665,50,1254,21111.77682,4,19009.58684,454,0.405719392
825,75,4051,21111.77682,8,19009.58684,577,0.411554922
665,62,1542,21111.77682,7,19009.58684,483,0.420731707
686,64,1900,21111.77682,7,19009.58684,501,0.422072452
755,59,2204,21111.77682,7,19009.58684,525,0.41015625
740,72,1131,21111.77682,8,19009.58684,534,0.419152276
494,49,8511,21111.77682,5,19009.58684,366,0.425581395
645,61,2166,21111.77682,7,19009.58684,474,0.423592493
715,72,4409,21111.77682,8,19009.58684,516,0.419171405
849,76,6605,21111.77682,8,19009.58684,589,0.409596662
461,50,3417,21111.77682,5,19009.58684,334,0.420125786
867,76,2602,21111.77682,8,19009.58684,606,0.411405295
504,52,2906,21111.77682,5,19009.58684,364,0.419354839
898,75,837,21111.77682,8,19009.58684,615,0.406477198
510,38,2928,21111.77682,7,19009.58684,379,0.42632171
734,73,18395,21111.77682,8,19009.58684,533,0.420678769
720,71,2401,21111.77682,8,19009.58684,526,0.422150883
697,56,23227,21111.77682,6,19009.58684,504,0.419650291
696,69,1862,21111.77682,8,19009.58684,503,0.419516264
819,77,1368,21111.77682,8,19009.58684,577,0.413323782
736,72,725,21111.77682,9,19009.58684,525,0.416336241
697,56,2957,21111.77682,6,19009.58684,504,0.419650291
694,68,1048,21111.77682,7,19009.58684,509,0.423108894
452,49,3687,21111.77682,5,19009.58684,331,0.422733078
627,47,1444,21111.77682,12,19009.58684,439,0.411819887
368,57,752,21111.77682,5,19009.58684,297,0.446616541
715,69,1982,21111.77682,8,19009.58684,520,0.421052632
429,54,1254,21111.77682,5,19009.58684,319,0.426470588
867,77,2280,21111.77682,8,19009.58684,608,0.41220339
725,50,1322,21111.77682,5,19009.58684,517,0.41626409
406,47,4303,21111.77682,5,19009.58684,316,0.43767313
930,68,5559,21111.77682,7,19009.58684,638,0.406887755
749,58,1944,21111.77682,7,19009.58684,523,0.411163522
873,76,1881,21111.77682,8,19009.58684,613,0.412516824
645,61,2033,21111.77682,7,19009.58684,472,0.42256043
512,53,3331,21111.77682,5,19009.58684,373,0.421468927
655,64,3110,21111.77682,7,19009.58684,468,0.416740873
814,72,3940,21111.77682,8,19009.58684,571,0.412274368
526,50,3345,21111.77682,5,19009.58684,385,0.422612514
701,69,190,21111.77682,8,19009.58684,512,0.422093982
701,69,190,21111.77682,8,19009.58684,512,0.422093982
701,69,190,21111.77682,8,19009.58684,512,0.422093982
759,69,2446,21111.77682,8,19009.58684,542,0.416602613
651,48,1254,21111.77682,6,19009.58684,438,0.402203857
658,68,1004,22998.26623,10,20004.38043,465,0.414069457
507,59,3507,22998.26623,6,20004.38043,384,0.430976431
507,59,2508,22998.26623,6,20004.38043,384,0.430976431
666,72,2836,22998.26623,9,20004.38043,472,0.414762742
665,69,950,22998.26623,9,20004.38043,468,0.413062665
682,72,988,22998.26623,9,20004.38043,491,0.418584825
728,49,959,20560.19923,4,19841.01712,511,0.412429379
1106,77,2220,20560.19923,6,19841.01712,682,0.381431767
704,46,931,20560.19923,4,19841.01712,485,0.407905803
762,50,1393,20560.19923,4,19841.01712,524,0.407465008
772,54,1862,20560.19923,4,19841.01712,530,0.407066052
1109,68,3843,20560.19923,7,19841.01712,887,0.444388778
700,40,1930,20560.19923,4,19841.01712,591,0.457784663
1057,81,1385,20560.19923,6,19841.01712,669,0.38760139
1157,74,5512,20560.19923,6,19841.01712,895,0.436159844
772,54,737,20560.19923,4,19841.01712,530,0.407066052
707,45,1229,20560.19923,4,19841.01712,616,0.465608466
1056,79,2377,20560.19923,6,19841.01712,672,0.388888889
1105,77,2209,20560.19923,6,19841.01712,686,0.383026242
739,49,492,20560.19923,4,19841.01712,511,0.4088
1114,83,2219,20560.19923,6,19841.01712,698,0.385209713
1074,73,2010,20560.19923,6,19841.01712,715,0.399664617
733,49,987,20560.19923,4,19841.01712,510,0.410297667
1101,83,2371,20560.19923,6,19841.01712,692,0.385945343
1056,79,1415,20560.19923,6,19841.01712,672,0.388888889
1044,76,2997,20560.19923,5,19841.01712,658,0.386603995
1182,73,894,20560.19923,8,19841.01712,957,0.44740533
1182,73,894,20560.19923,8,19841.01712,957,0.44740533
1182,73,16089,20560.19923,8,19841.01712,957,0.44740533
1044,76,3154,20560.19923,5,19841.01712,658,0.386603995
1109,86,1889,20560.19923,8,19841.01712,692,0.384230983
1182,73,857,20560.19923,8,19841.01712,957,0.44740533
1182,73,857,20560.19923,8,19841.01712,957,0.44740533
722,45,2309,20560.19923,3,19841.01712,540,0.427892235
727,49,871,20560.19923,4,19841.01712,500,0.407497963
1109,86,3928,20560.19923,8,19841.01712,692,0.384230983
1059,85,4605,20560.19923,8,19841.01712,681,0.39137931
1109,86,1727,20560.19923,8,19841.01712,692,0.384230983
743,49,1016,20560.19923,4,19841.01712,499,0.401771337
1124,87,9227,20560.19923,7,19841.01712,697,0.382756727
732,48,848,20560.19923,3,19841.01712,547,0.427677873
1107,77,2547,20560.19923,6,19841.01712,693,0.385
727,48,1006,20560.19923,3,19841.01712,534,0.423473434
1034,77,559,20560.19923,5,19841.01712,680,0.396732789
1113,82,2607,20560.19923,6,19841.01712,695,0.384402655
953,81,4076,41819.70572,10,34235.33082,898,0.485143166
975,85,2049,41819.70572,12,34235.33082,944,0.491922876
964,83,1286,19674.05146,14,19288.24425,479,0.331947332
621,49,982,19674.05146,11,19288.24425,301,0.326464208
572,60,1058,19674.05146,12,19288.24425,296,0.341013825
615,63,1026,19674.05146,13,19288.24425,306,0.332247557
580,59,1193,19674.05146,12,19288.24425,292,0.334862385
749,80,838,19674.05146,13,19288.24425,428,0.363636364
667,42,1515,19674.05146,8,19288.24425,291,0.303757829
772,83,1838,19674.05146,12,19288.24425,432,0.358803987
598,55,1058,19674.05146,11,19288.24425,294,0.329596413
509,22,9252,19674.05146,7,19288.24425,237,0.31769437
600,72,1924,19674.05146,13,19288.24425,311,0.341383095
772,83,388,19674.05146,12,19288.24425,432,0.358803987
614,74,1058,19674.05146,13,19288.24425,315,0.339074273
772,83,104,19674.05146,12,19288.24425,432,0.358803987
579,59,866,19674.05146,12,19288.24425,293,0.336009174
667,42,1355,19674.05146,8,19288.24425,291,0.303757829
667,42,1355,19674.05146,8,19288.24425,291,0.303757829
772,83,421,19674.05146,12,19288.24425,432,0.358803987
770,46,3501,19674.05146,9,19288.24425,338,0.305054152
772,83,320,19674.05146,12,19288.24425,432,0.358803987
683,57,962,19674.05146,13,19288.24425,352,0.340096618
958,36,1281,19674.05146,12,19288.24425,449,0.319118692
665,52,2689,19674.05146,12,19288.24425,341,0.338966203
792,99,1283,19674.05146,11,19288.24425,451,0.362831858
941,43,2778,19674.05146,15,19288.24425,442,0.319595083
607,52,529,19674.05146,11,19288.24425,292,0.324805339
589,67,2627,19674.05146,12,19288.24425,294,0.332955832
805,76,1856,19674.05146,13,19288.24425,444,0.355484388
621,49,687,19674.05146,11,19288.24425,301,0.326464208
954,33,1087,19674.05146,13,19288.24425,452,0.321479374
667,42,1327,19674.05146,8,19288.24425,291,0.303757829
603,46,1568,19674.05146,11,19288.24425,296,0.329254727
618,47,962,19674.05146,11,19288.24425,303,0.328990228
667,42,1347,19674.05146,8,19288.24425,291,0.303757829
773,41,3595,19674.05146,8,19288.24425,338,0.304230423
667,42,1764,19674.05146,8,19288.24425,291,0.303757829
667,42,1355,19674.05146,8,19288.24425,291,0.303757829
941,38,647,19674.05146,12,19288.24425,441,0.31910275
1220,91,2336,28878.15314,18,29569.19334,669,0.354155638
1121,120,1608,28878.15314,16,29569.19334,598,0.347876672
1407,87,1559,28878.15314,16,29569.19334,748,0.347099768
1069,91,411,28878.15314,15,29569.19334,567,0.346577017
1247,91,2999,28878.15314,18,29569.19334,720,0.366039654
1247,91,959,28878.15314,18,29569.19334,720,0.366039654
1407,87,949,28878.15314,16,29569.19334,748,0.347099768
1247,91,959,28878.15314,18,29569.19334,720,0.366039654
1247,91,2444,28878.15314,18,29569.19334,720,0.366039654
1247,91,1690,28878.15314,18,29569.19334,720,0.366039654
1234,96,4448,28878.15314,15,29569.19334,576,0.318232044
1052,115,1177,28878.15314,17,29569.19334,603,0.364350453
1247,91,959,28878.15314,18,29569.19334,720,0.366039654
1407,87,1559,28878.15314,16,29569.19334,748,0.347099768
1196,104,1556,28878.15314,17,29569.19334,622,0.342134213
1247,91,3473,28878.15314,18,29569.19334,720,0.366039654
1247,91,1541,28878.15314,18,29569.19334,720,0.366039654
1247,91,959,28878.15314,18,29569.19334,720,0.366039654
1247,91,852,28878.15314,18,29569.19334,720,0.366039654
1247,91,959,28878.15314,18,29569.19334,720,0.366039654
1247,91,1458,28878.15314,18,29569.19334,720,0.366039654
1247,91,1703,28878.15314,18,29569.19334,720,0.366039654
1247,91,1104,28878.15314,18,29569.19334,720,0.366039654
1407,87,1559,28878.15314,16,29569.19334,748,0.347099768
619,165,1820,18036.51486,9,19789.68316,410,0.398445092
631,166,947,18036.51486,9,19789.68316,406,0.391513983
659,165,2053,18036.51486,10,19789.68316,421,0.389814815
489,167,890,18036.51486,6,19789.68316,312,0.389513109
649,165,1274,18036.51486,9,19789.68316,421,0.393457944
