경쟁자 수,교통 수,임대료,점심저녁시간대 생활인구수,집객시설 수,총생활인구수,타업종경쟁자,타업종비율
708,95,1425,10936.29824,8,11670.19361,573,0.447306792
645,91,1456,10936.29824,8,11670.19361,520,0.446351931
693,87,920,10936.29824,8,11670.19361,524,0.430566968
656,91,1023,10936.29824,8,11670.19361,532,0.447811448
318,114,57017,23473.54378,15,25172.70003,257,0.446956522
286,102,2537,23473.54378,15,25172.70003,220,0.434782609
311,29,1790,10163.56076,2,10147.43217,204,0.396116505
311,29,1613,10163.56076,2,10147.43217,204,0.396116505
311,29,1670,10163.56076,2,10147.43217,204,0.396116505
2076,92,6149,134994.9088,92,108753.4728,1769,0.460078023
2013,89,7388,134994.9088,69,108753.4728,1682,0.455209743
783,86,503,23667.05304,8,24191.93929,599,0.433429812
836,90,2604,23667.05304,8,24191.93929,608,0.421052632
836,90,1205,23667.05304,8,24191.93929,608,0.421052632
806,85,1545,23667.05304,7,24191.93929,605,0.428773919
1311,100,821,18597.21201,16,20944.66626,1283,0.49460293
1204,95,1711,18597.21201,16,20944.66626,1176,0.494117647
1308,100,933,18597.21201,14,20944.66626,1277,0.494003868
1225,96,1831,18597.21201,16,20944.66626,1184,0.491490245
1217,97,781,18597.21201,16,20944.66626,1183,0.492916667
1231,95,325,18597.21201,16,20944.66626,1176,0.48857499
752,95,501,24802.59456,14,23494.2753,564,0.428571429
773,104,541,24802.59456,15,23494.2753,589,0.432452276
678,93,576,17424.02814,13,20010.31492,523,0.435470441
349,53,2850,29842.30973,6,28329.05959,224,0.390924956
349,53,817,29842.30973,6,28329.05959,224,0.390924956
440,64,4486,29842.30973,7,28329.05959,284,0.392265193
412,63,1482,29842.30973,6,28329.05959,260,0.386904762
446,66,1512,29842.30973,6,28329.05959,289,0.393197279
446,66,2546,29842.30973,6,28329.05959,289,0.393197279
411,61,2187,29842.30973,6,28329.05959,252,0.380090498
1730,94,1019,55277.9273,20,55951.10631,1164,0.402211472
1730,94,1134,55277.9273,20,55951.10631,1164,0.402211472
1730,94,1134,55277.9273,20,55951.10631,1164,0.402211472
648,59,6698,9558.739677,32,10465.68204,1020,0.611510791
640,59,4609,9558.739677,30,10465.68204,979,0.604694256
660,74,2701,35491.54168,31,31344.24743,1169,0.639147075
598,75,1207,35491.54168,36,31344.24743,1011,0.628340584
631,73,1535,35491.54168,34,31344.24743,1045,0.623508353
616,74,2964,35491.54168,36,31344.24743,1083,0.637433785
657,74,829,35491.54168,35,31344.24743,1104,0.626916525
660,75,2390,35491.54168,33,31344.24743,1140,0.633333333
561,53,1474,35491.54168,30,31344.24743,796,0.586588062
650,68,4748,35491.54168,34,31344.24743,1061,0.620105202
598,75,737,35491.54168,36,31344.24743,1011,0.628340584
624,76,7010,35491.54168,34,31344.24743,1108,0.639722864
640,73,1716,35491.54168,34,31344.24743,1053,0.621972829
634,68,2042,35491.54168,34,31344.24743,1030,0.618990385
618,72,2164,35491.54168,34,31344.24743,1024,0.62362972
589,74,2648,35491.54168,37,31344.24743,1001,0.629559748
655,74,6442,35491.54168,32,31344.24743,1165,0.64010989
615,71,2211,35491.54168,34,31344.24743,1016,0.622930717
561,53,1728,35491.54168,30,31344.24743,796,0.586588062
614,74,2865,35491.54168,36,31344.24743,1029,0.626293366
741,84,372,27908.211,10,27442.54998,593,0.444527736
558,59,2887,35001.36518,4,36312.00739,291,0.342756184
1279,135,1195,23689.09175,36,22234.01291,1405,0.523472429
1279,135,1483,23689.09175,36,22234.01291,1405,0.523472429
1279,135,1195,23689.09175,36,22234.01291,1405,0.523472429
1424,90,5109,22107.5451,29,21376.05003,960,0.402684564
1415,88,956,22107.5451,28,21376.05003,953,0.402449324
1416,91,3741,22107.5451,29,21376.05003,959,0.403789474
1431,83,3229,22107.5451,29,21376.05003,961,0.401755853
1462,81,5504,22107.5451,29,21376.05003,980,0.401310401
1415,88,5192,22107.5451,28,21376.05003,953,0.402449324
1415,88,864,22107.5451,28,21376.05003,953,0.402449324
1402,85,3238,22107.5451,28,21376.05003,942,0.401877133
1443,87,3027,22107.5451,29,21376.05003,973,0.402731788
1455,80,2486,22107.5451,29,21376.05003,976,0.401480872
1936,57,936,58126.24751,44,54870.38526,1566,0.447173044
1765,57,3258,58126.24751,29,54870.38526,1419,0.445665829
747,61,2253,15187.01226,10,17361.32703,605,0.447485207
2096,56,1609,58126.24751,77,54870.38526,1748,0.454734651
2096,56,1751,58126.24751,77,54870.38526,1748,0.454734651
2096,56,1285,58126.24751,77,54870.38526,1748,0.454734651
2067,58,4703,58126.24751,51,54870.38526,1717,0.453752643
2096,56,688,58126.24751,77,54870.38526,1748,0.454734651
2096,56,1055,58126.24751,77,54870.38526,1748,0.454734651
2096,56,459,58126.24751,77,54870.38526,1748,0.454734651
2096,56,303,58126.24751,77,54870.38526,1748,0.454734651
2111,62,3859,58126.24751,59,54870.38526,1760,0.454662878
2096,56,606,58126.24751,77,54870.38526,1748,0.454734651
2096,56,606,58126.24751,77,54870.38526,1748,0.454734651
2096,56,459,58126.24751,77,54870.38526,1748,0.454734651
2096,56,872,58126.24751,77,54870.38526,1748,0.454734651
1186,102,2341,20675.0014,8,22080.40359,1004,0.458447489
1241,107,964,20675.0014,7,22080.40359,1101,0.470111016
1217,102,2053,20675.0014,8,22080.40359,1035,0.459591474
1243,103,871,20675.0014,7,22080.40359,1076,0.4639931
1032,94,1082,20675.0014,8,22080.40359,927,0.473200613
1241,107,653,20675.0014,7,22080.40359,1101,0.470111016
1035,92,711,20675.0014,8,22080.40359,932,0.473817997
1241,107,551,20675.0014,7,22080.40359,1101,0.470111016
1241,107,565,20675.0014,7,22080.40359,1101,0.470111016
1192,107,548,20675.0014,8,22080.40359,1014,0.459655485
1795,153,875,72929.04225,21,60057.69875,1405,0.4390625
1830,148,1050,72929.04225,20,60057.69875,1407,0.434661724
1793,153,714,72929.04225,21,60057.69875,1373,0.433670246
1760,151,674,72929.04225,22,60057.69875,1378,0.439133206
915,67,2871,57490.43826,8,53883.53262,624,0.40545809
88,51,4014,41311.48915,4,44859.93354,60,0.405405405
74,44,2340,41311.48915,4,44859.93354,52,0.412698413
88,51,4981,41311.48915,4,44859.93354,60,0.405405405
87,52,1759,41311.48915,4,44859.93354,57,0.395833333
74,44,1844,41311.48915,4,44859.93354,52,0.412698413
88,51,6095,41311.48915,4,44859.93354,60,0.405405405
60,40,1413,41311.48915,4,44859.93354,40,0.4
81,44,1752,41311.48915,4,44859.93354,53,0.395522388
81,44,1959,41311.48915,4,44859.93354,53,0.395522388
74,44,1838,41311.48915,4,44859.93354,52,0.412698413
58,30,10699,41311.48915,4,44859.93354,34,0.369565217
991,74,968,42482.92615,4,37934.71887,676,0.405518896
970,73,3937,42482.92615,4,37934.71887,669,0.408175717
960,74,2843,42482.92615,4,37934.71887,655,0.405572755
987,73,5052,42482.92615,4,37934.71887,678,0.407207207
1055,75,16850,42482.92615,4,37934.71887,719,0.40529876
1008,73,1755,42482.92615,4,37934.71887,683,0.403903016
1014,73,2728,42482.92615,5,37934.71887,699,0.408056042
954,75,2340,42482.92615,4,37934.71887,639,0.401129944
1024,73,1448,42482.92615,5,37934.71887,706,0.408092486
641,60,6221,14473.70103,20,13273.29821,1158,0.643690939
580,59,2367,14473.70103,20,13273.29821,1128,0.660421546
668,54,1506,14473.70103,20,13273.29821,1182,0.638918919
668,54,1379,14473.70103,20,13273.29821,1182,0.638918919
610,65,1425,14473.70103,21,13273.29821,1170,0.657303371
662,63,1609,14473.70103,21,13273.29821,1184,0.641386782
531,64,4544,14473.70103,19,13273.29821,1119,0.678181818
923,101,8592,27016.92851,11,26164.3007,684,0.425637834
922,100,2008,27016.92851,11,26164.3007,674,0.422305764
922,100,1479,27016.92851,11,26164.3007,674,0.422305764
954,98,1372,27016.92851,11,26164.3007,707,0.4256472
954,98,8683,27016.92851,11,26164.3007,707,0.4256472
968,98,3806,27016.92851,11,26164.3007,732,0.430588235
972,100,736,27016.92851,11,26164.3007,720,0.425531915
967,100,2462,27016.92851,11,26164.3007,730,0.43017089
900,107,1393,27016.92851,11,26164.3007,682,0.431099874
900,107,2681,27016.92851,11,26164.3007,682,0.431099874
55,59,3379,32918.18862,4,34474.72261,43,0.43877551
55,59,1448,32918.18862,4,34474.72261,43,0.43877551
55,59,15765,32918.18862,4,34474.72261,43,0.43877551
1577,52,7912,27768.72215,27,28978.71938,948,0.375445545
1562,55,11688,27768.72215,26,28978.71938,932,0.373696872
926,77,2230,19040.65528,16,20316.36037,637,0.407549584
901,83,4001,19040.65528,17,20316.36037,627,0.410340314
941,80,608,19040.65528,16,20316.36037,644,0.406309148
947,74,1227,19040.65528,15,20316.36037,663,0.411801242
633,52,792,25308.72175,5,26803.255,373,0.370775348
722,107,11386,25308.72175,6,26803.255,432,0.374350087
652,72,1424,25308.72175,5,26803.255,390,0.37428023
639,53,1829,25308.72175,4,26803.255,376,0.37044335
645,66,174,25308.72175,5,26803.255,380,0.370731707
612,47,712,25308.72175,5,26803.255,367,0.374872319
657,73,3909,25308.72175,5,26803.255,393,0.374285714
2110,81,2541,134994.9088,197,108753.4728,1819,0.462967676
2426,91,2426,134994.9088,207,108753.4728,2114,0.465638767
2089,82,194,134994.9088,202,108753.4728,1785,0.460764068
2391,89,6353,134994.9088,204,108753.4728,2144,0.472767365
2089,82,193,134994.9088,202,108753.4728,1785,0.460764068
2113,83,1012,134994.9088,197,108753.4728,1804,0.460556548
2113,83,794,134994.9088,197,108753.4728,1804,0.460556548
2074,78,1525,134994.9088,197,108753.4728,1788,0.462972553
2089,82,50,134994.9088,202,108753.4728,1785,0.460764068
2113,83,1271,134994.9088,197,108753.4728,1804,0.460556548
2349,86,2618,134994.9088,204,108753.4728,2078,0.469392365
2390,90,770,134994.9088,205,108753.4728,2130,0.471238938
2089,82,1271,134994.9088,202,108753.4728,1785,0.460764068
893,38,1084,34426.55575,16,34506.17534,562,0.386254296
1017,31,4742,34426.55575,7,34506.17534,648,0.389189189
933,32,17888,34426.55575,17,34506.17534,588,0.386587771
1119,43,1694,34426.55575,16,34506.17534,697,0.383810573
962,38,3254,34426.55575,18,34506.17534,609,0.387651178
1040,31,8229,34426.55575,5,34506.17534,657,0.387153801
972,39,2016,34426.55575,18,34506.17534,617,0.388294525
1114,44,2033,34426.55575,18,34506.17534,690,0.38248337
900,37,2033,34426.55575,16,34506.17534,565,0.385665529
913,40,2033,34426.55575,18,34506.17534,570,0.384356035
943,39,3130,34426.55575,18,34506.17534,596,0.387264457
1120,41,4404,34426.55575,15,34506.17534,694,0.382579934
1094,34,1897,34426.55575,7,34506.17534,681,0.383661972
2069,149,1813,25660.57992,34,26396.79843,2863,0.580494728
1923,155,3578,25660.57992,37,26396.79843,2536,0.568737385
1926,154,3356,25660.57992,37,26396.79843,2549,0.569608939
2103,153,2002,25660.57992,33,26396.79843,2897,0.5794
2037,152,1064,25660.57992,36,26396.79843,2770,0.576242979
2055,149,906,25660.57992,35,26396.79843,2806,0.57724748
2053,147,2991,25660.57992,36,26396.79843,2802,0.577136972
2053,148,295,25660.57992,36,26396.79843,2803,0.577224053
412,61,791,19677.17733,14,19077.5725,359,0.465629053
443,60,3018,19677.17733,11,19077.5725,392,0.469461078
409,60,826,19677.17733,14,19077.5725,354,0.46395806
1380,104,3449,9454.241349,16,9047.278021,750,0.352112676
1380,104,2768,9454.241349,16,9047.278021,750,0.352112676
1380,104,2634,9454.241349,16,9047.278021,750,0.352112676
1237,107,392,13403.46526,17,14724.19592,656,0.346539884
1237,107,3805,13403.46526,17,14724.19592,656,0.346539884
562,101,1201,34418.83947,5,36081.92598,449,0.444114738
564,97,2643,34418.83947,4,36081.92598,452,0.44488189
1227,90,1820,12753.44077,23,13179.61914,790,0.391670798
1423,86,741,26698.17565,14,29820.76978,899,0.387166236
1446,90,2532,26698.17565,14,29820.76978,918,0.388324873
1432,89,1019,26698.17565,17,29820.76978,921,0.391415215
1434,87,1634,26698.17565,13,29820.76978,895,0.384285101
745,88,1504,25115.11668,10,23137.83344,714,0.489376285
743,89,5476,25115.11668,8,23137.83344,696,0.483669215
739,90,1156,25115.11668,8,23137.83344,695,0.484658298
760,91,2742,14918.87422,9,15817.24976,715,0.484745763
935,108,895,17611.706,5,18310.61921,695,0.426380368
819,118,1480,17611.706,5,18310.61921,635,0.436726272
970,120,1414,32931.6198,7,36014.52826,719,0.425695678
970,125,2439,32931.6198,7,36014.52826,707,0.421586166
941,115,835,32931.6198,7,36014.52826,706,0.428658166
970,120,1403,32931.6198,7,36014.52826,719,0.425695678
806,119,1321,32931.6198,5,36014.52826,623,0.435969209
963,118,1002,32931.6198,7,36014.52826,728,0.430514488
584,80,1099,14380.88502,14,15004.51502,443,0.431353457
582,90,764,14380.88502,12,15004.51502,459,0.44092219
748,95,4538,14380.88502,10,15004.51502,516,0.408227848
750,88,1815,14380.88502,13,15004.51502,553,0.424405219
695,93,1099,14380.88502,10,15004.51502,501,0.418896321
724,95,2866,14380.88502,10,15004.51502,495,0.40607055
516,64,749,17713.32909,7,18688.1154,418,0.447537473
500,71,951,17713.32909,6,18688.1154,406,0.44812362
503,66,1250,17713.32909,5,18688.1154,419,0.454446855
629,85,3765,17713.32909,5,18688.1154,491,0.438392857
644,88,934,17713.32909,5,18688.1154,500,0.437062937
502,72,934,17713.32909,6,18688.1154,412,0.450765864
604,85,777,17713.32909,6,18688.1154,477,0.441258094
604,85,651,17713.32909,6,18688.1154,477,0.441258094
487,68,7175,17713.32909,6,18688.1154,403,0.452808989
553,76,2633,17713.32909,6,18688.1154,431,0.43800813
1161,75,4039,20092.47001,12,20633.36379,648,0.358208955
1183,73,1416,20092.47001,15,20633.36379,674,0.362950996
1179,71,3746,20092.47001,12,20633.36379,664,0.360282149
1157,74,1858,20092.47001,12,20633.36379,638,0.355431755
1064,89,610,75810.43776,27,64549.36189,712,0.400900901
1064,89,691,75810.43776,27,64549.36189,712,0.400900901
1093,97,345,75810.43776,31,64549.36189,734,0.401751505
1019,92,2412,75810.43776,27,64549.36189,700,0.407213496
988,91,2006,75810.43776,28,64549.36189,672,0.404819277
1070,94,12258,75810.43776,31,64549.36189,732,0.406215316
998,91,5596,75810.43776,29,64549.36189,685,0.407011289
1064,89,2357,75810.43776,27,64549.36189,712,0.400900901
734,102,5025,27406.91783,13,27331.1617,630,0.461876833
762,102,2014,27406.91783,15,27331.1617,643,0.457651246
802,105,2861,27406.91783,15,27331.1617,677,0.457741717
734,102,4372,27406.91783,13,27331.1617,632,0.462664714
716,103,688,27406.91783,12,27331.1617,635,0.470022206
740,106,5025,27406.91783,14,27331.1617,633,0.461034232
1220,102,1089,28933.52476,8,27853.46842,1168,0.489112228
1325,111,4199,28933.52476,9,27853.46842,1244,0.484235111
1335,97,4347,28933.52476,9,27853.46842,1282,0.489873901
1317,96,1171,28933.52476,9,27853.46842,1275,0.491898148
1332,112,1633,28933.52476,9,27853.46842,1226,0.479280688
491,108,6014,22488.12742,12,20313.38109,357,0.420990566
467,106,1073,22488.12742,12,20313.38109,340,0.421313507
467,106,1144,22488.12742,12,20313.38109,340,0.421313507
574,102,6211,22488.12742,13,20313.38109,456,0.442718447
596,97,1716,22488.12742,15,20313.38109,479,0.445581395
478,105,2923,22488.12742,12,20313.38109,355,0.426170468
494,107,3436,22488.12742,12,20313.38109,367,0.426248548
781,90,1022,18428.03924,6,20584.11156,561,0.418032787
898,92,596,18428.03924,6,20584.11156,646,0.418393782
768,88,645,18428.03924,6,20584.11156,553,0.418622256
766,91,851,18428.03924,6,20584.11156,552,0.418816388
770,92,1685,18428.03924,6,20584.11156,553,0.417989418
773,92,1107,18428.03924,6,20584.11156,555,0.417921687
848,88,1031,18428.03924,7,20584.11156,616,0.420765027
835,89,1959,18428.03924,6,20584.11156,599,0.417712692
783,85,671,18428.03924,6,20584.11156,572,0.422140221
966,89,983,18428.03924,7,20584.11156,689,0.416314199
985,87,1291,18428.03924,6,20584.11156,706,0.417504435
859,92,1363,18428.03924,6,20584.11156,613,0.416440217
802,86,594,18428.03924,6,20584.11156,583,0.420938628
771,85,1341,18428.03924,5,20584.11156,542,0.412795126
778,89,619,18428.03924,6,20584.11156,560,0.418535127
777,89,387,18428.03924,6,20584.11156,557,0.417541229
813,88,2044,18428.03924,6,20584.11156,590,0.420527441
1006,89,323,18428.03924,7,20584.11156,722,0.417824074
778,89,542,18428.03924,6,20584.11156,560,0.418535127
1160,77,11666,53812.22095,28,46519.30631,840,0.42
752,92,2370,26523.12241,13,25435.28172,704,0.483516484
1255,83,2100,14743.22995,13,16577.94618,1191,0.486917416
1158,82,1026,14743.22995,13,16577.94618,1134,0.494764398
1269,87,323,14743.22995,13,16577.94618,1230,0.492196879
1172,85,2466,14743.22995,12,16577.94618,1136,0.49220104
1174,84,1254,14743.22995,12,16577.94618,1131,0.490672451
1174,84,2053,14743.22995,13,16577.94618,1131,0.490672451
1261,82,6236,14743.22995,14,16577.94618,1220,0.491737203
1259,83,4672,14743.22995,13,16577.94618,1197,0.48737785
1271,90,868,14743.22995,14,16577.94618,1224,0.490581162
1242,84,591,14743.22995,13,16577.94618,1186,0.488467875
1205,84,1917,14743.22995,13,16577.94618,1158,0.490055015
1171,85,1532,14743.22995,12,16577.94618,1126,0.490204615
1093,80,513,14743.22995,12,16577.94618,1092,0.499771167
1174,84,4011,14743.22995,13,16577.94618,1131,0.490672451
1167,84,1358,14743.22995,12,16577.94618,1130,0.491946017
1255,83,2799,14743.22995,13,16577.94618,1191,0.486917416
1257,85,1326,14743.22995,14,16577.94618,1224,0.493349456
1258,84,4748,14743.22995,13,16577.94618,1197,0.487576375
1254,83,3071,14743.22995,14,16577.94618,1216,0.492307692
1520,82,4020,49884.88825,48,41194.8779,1437,0.485965506
1456,78,1605,49884.88825,36,41194.8779,1369,0.48460177
1487,78,253,49884.88825,41,41194.8779,1408,0.486355786
1487,78,282,49884.88825,41,41194.8779,1408,0.486355786
1733,72,7102,49884.88825,47,41194.8779,1620,0.483149418
1461,81,2432,49884.88825,46,41194.8779,1406,0.490408092
1464,81,5448,49884.88825,44,41194.8779,1392,0.487394958
1583,75,2030,49884.88825,42,41194.8779,1464,0.480472596
1652,73,1364,49884.88825,49,41194.8779,1554,0.484716157
1520,82,2919,49884.88825,48,41194.8779,1437,0.485965506
1806,69,14520,49884.88825,53,41194.8779,1770,0.494966443
1573,77,1167,49884.88825,44,41194.8779,1454,0.480343574
1662,71,2189,49884.88825,49,41194.8779,1561,0.484331368
1627,75,1637,49884.88825,48,41194.8779,1516,0.482341712
577,108,1071,21773.75122,9,22412.20483,455,0.440891473
509,105,724,21773.75122,9,22412.20483,414,0.448537378
410,97,8057,21773.75122,9,22412.20483,322,0.43989071
519,104,2229,21773.75122,9,22412.20483,435,0.455974843
464,111,714,21773.75122,9,22412.20483,339,0.422166874
593,122,462,27915.81412,11,28769.26401,420,0.414610069
582,89,1144,17509.8567,16,18367.29344,517,0.470427662
489,84,6894,17509.8567,14,18367.29344,406,0.453631285
590,96,5147,17509.8567,16,18367.29344,518,0.467509025
676,103,1523,17509.8567,16,18367.29344,578,0.46092504
692,102,3461,17509.8567,15,18367.29344,596,0.462732919
489,84,1664,17509.8567,14,18367.29344,412,0.4572697
573,88,892,17509.8567,15,18367.29344,500,0.465983225
489,84,1664,17509.8567,14,18367.29344,412,0.4572697
590,96,6765,17509.8567,16,18367.29344,518,0.467509025
509,82,2357,17509.8567,13,18367.29344,424,0.454448017
889,83,2058,34851.63155,20,33510.83458,764,0.462189958
889,83,2058,34851.63155,20,33510.83458,764,0.462189958
911,85,2024,34851.63155,21,33510.83458,763,0.455794504
1024,42,9419,18597.21201,214,20944.66626,1393,0.576334299
1001,41,1861,18597.21201,209,20944.66626,1357,0.575487701
901,70,991,20092.47001,15,20633.36379,529,0.36993007
1010,66,2661,20092.47001,16,20633.36379,581,0.365179133
877,69,1202,20092.47001,15,20633.36379,509,0.367243867
1111,72,2833,20092.47001,17,20633.36379,631,0.362227325
982,71,1631,20092.47001,16,20633.36379,582,0.372122762
850,71,2360,31939.77031,15,33949.88917,495,0.36802974
721,107,1747,17671.14532,11,17528.73393,516,0.417138238
670,115,771,17671.14532,11,17528.73393,475,0.414847162
670,115,791,17671.14532,11,17528.73393,475,0.414847162
1057,68,3876,14042.38559,6,16509.79714,1091,0.507914339
1084,64,821,14042.38559,7,16509.79714,1071,0.496983759
1062,66,896,14042.38559,8,16509.79714,1050,0.497159091
1057,68,1026,14042.38559,6,16509.79714,1091,0.507914339
886,65,653,14042.38559,8,16509.79714,893,0.501967397
955,64,1249,14042.38559,8,16509.79714,970,0.503896104
940,66,3143,14042.38559,8,16509.79714,965,0.50656168
945,64,2784,14042.38559,8,16509.79714,938,0.498141264
825,64,924,14042.38559,8,16509.79714,842,0.50509898
830,74,1145,18302.35112,5,19796.10962,869,0.51147734
830,74,924,18302.35112,5,19796.10962,869,0.51147734
1510,135,1073,72929.04225,19,60057.69875,1052,0.410616706
1612,138,5704,72929.04225,20,60057.69875,1202,0.427149964
1510,135,2710,72929.04225,19,60057.69875,1052,0.410616706
1510,135,2146,72929.04225,19,60057.69875,1052,0.410616706
1510,135,1766,72929.04225,19,60057.69875,1052,0.410616706
1510,135,5142,72929.04225,19,60057.69875,1052,0.410616706
1510,135,2710,72929.04225,19,60057.69875,1052,0.410616706
1510,135,1879,72929.04225,19,60057.69875,1052,0.410616706
1510,135,1993,72929.04225,19,60057.69875,1052,0.410616706
1510,135,2173,72929.04225,19,60057.69875,1052,0.410616706
732,84,5553,75810.43776,17,64549.36189,502,0.406807131
719,83,5893,75810.43776,17,64549.36189,510,0.414971522
886,83,9534,75810.43776,18,64549.36189,611,0.408149633
1118,39,647,33995.93147,13,34495.45246,555,0.33173939
1210,48,1708,33995.93147,14,34495.45246,628,0.341675734
789,86,4043,42257.62962,10,39779.1394,475,0.375791139
789,86,1293,42257.62962,10,39779.1394,475,0.375791139
789,86,2021,42257.62962,10,39779.1394,475,0.375791139
460,84,5530,55247.40565,8,50116.53758,245,0.34751773
460,84,1114,55247.40565,8,50116.53758,245,0.34751773
365,84,3042,55247.40565,9,50116.53758,196,0.349376114
460,84,1428,55247.40565,8,50116.53758,245,0.34751773
460,84,1806,55247.40565,8,50116.53758,245,0.34751773
460,84,466,55247.40565,8,50116.53758,245,0.34751773
460,84,3464,55247.40565,8,50116.53758,245,0.34751773
258,54,3936,55247.40565,3,50116.53758,153,0.372262774
460,84,5180,55247.40565,8,50116.53758,245,0.34751773
460,84,1781,55247.40565,8,50116.53758,245,0.34751773
261,54,1106,55247.40565,6,50116.53758,136,0.34256927
460,84,1428,55247.40565,8,50116.53758,245,0.34751773
460,84,2596,55247.40565,8,50116.53758,245,0.34751773
460,84,3568,55247.40565,8,50116.53758,245,0.34751773
460,84,1115,55247.40565,8,50116.53758,245,0.34751773
460,84,1724,55247.40565,8,50116.53758,245,0.34751773
460,84,3244,55247.40565,8,50116.53758,245,0.34751773
278,61,2054,55247.40565,8,50116.53758,143,0.339667458
522,75,7774,55247.40565,6,50116.53758,312,0.374100719
637,84,1434,55247.40565,9,50116.53758,375,0.37055336
313,76,3180,55247.40565,9,50116.53758,166,0.346555324
312,73,1796,55247.40565,9,50116.53758,165,0.34591195
625,65,2394,35041.84366,7,34341.77717,303,0.326508621
585,65,16289,35041.84366,7,34341.77717,280,0.323699422
585,65,14319,35041.84366,7,34341.77717,280,0.323699422
590,60,1769,35041.84366,6,34341.77717,282,0.323394495
641,67,1061,35041.84366,7,34341.77717,311,0.326680672
711,64,993,35041.84366,9,34341.77717,365,0.339219331
652,70,1116,35041.84366,7,34341.77717,322,0.330595483
390,75,7449,29101.06209,46,23824.77683,385,0.496774194
70,12,1332,42482.92615,1,37934.71887,19,0.213483146
67,12,1979,42482.92615,0,37934.71887,16,0.192771084
67,12,2488,42482.92615,0,37934.71887,16,0.192771084
67,12,4551,42482.92615,0,37934.71887,16,0.192771084
809,92,2182,36724.34332,14,36576.3638,538,0.399406088
1082,50,1072,13384.80088,7,14796.34276,589,0.352483543
1082,50,1174,13384.80088,7,14796.34276,589,0.352483543
1083,52,1313,13384.80088,7,14796.34276,603,0.357651246
1034,49,755,13384.80088,6,14796.34276,576,0.357763975
1023,51,508,13384.80088,6,14796.34276,573,0.359022556
994,42,610,13384.80088,6,14796.34276,533,0.349050426
1047,56,1082,13384.80088,6,14796.34276,589,0.36002445
1034,49,839,13384.80088,6,14796.34276,576,0.357763975
1038,49,805,13384.80088,6,14796.34276,572,0.355279503
1042,52,2789,13384.80088,5,14796.34276,573,0.354798762
1050,57,952,13384.80088,6,14796.34276,592,0.360535932
1049,57,1258,13384.80088,5,14796.34276,590,0.359975595
1111,52,2793,13384.80088,7,14796.34276,622,0.358915176
922,44,1176,13384.80088,6,14796.34276,516,0.358831711
1024,51,3217,13384.80088,6,14796.34276,576,0.36
1111,52,2416,13384.80088,7,14796.34276,614,0.355942029
1022,43,839,13384.80088,6,14796.34276,564,0.355611602
922,44,1144,13384.80088,6,14796.34276,516,0.358831711
1033,49,1653,13384.80088,7,14796.34276,575,0.357587065
1077,52,976,13384.80088,8,14796.34276,582,0.350813743
1032,51,2097,13384.80088,5,14796.34276,587,0.362569487
1043,59,919,13384.80088,5,14796.34276,574,0.354978355
1092,52,1477,13384.80088,8,14796.34276,590,0.350772889
1095,54,1641,13384.80088,7,14796.34276,607,0.356639248
1010,46,559,13384.80088,6,14796.34276,562,0.357506361
1016,43,1775,13384.80088,5,14796.34276,577,0.362209667
903,42,2084,13384.80088,6,14796.34276,511,0.361386139
362,64,1371,47422.94108,2,50889.17193,254,0.412337662
573,73,1351,16804.03666,13,18240.20166,440,0.434353406
658,91,806,16804.03666,12,18240.20166,500,0.431778929
608,82,5334,16804.03666,9,18240.20166,444,0.422053232
587,76,2151,16804.03666,9,18240.20166,443,0.430097087
593,78,2606,16804.03666,12,18240.20166,439,0.425387597
584,77,2388,16804.03666,10,18240.20166,435,0.426889107
537,95,808,33645.9877,8,35284.72572,355,0.397982063
534,95,3226,33645.9877,8,35284.72572,353,0.397970688
537,95,842,33645.9877,8,35284.72572,355,0.397982063
1164,103,1695,21351.53591,8,22631.65078,836,0.418
1133,111,2009,21351.53591,8,22631.65078,825,0.421348315
1124,113,1017,21351.53591,8,22631.65078,816,0.420618557
1068,110,922,21351.53591,7,22631.65078,785,0.423637345
1090,107,1130,21351.53591,7,22631.65078,792,0.420828905
1104,111,1784,21351.53591,8,22631.65078,807,0.422291994
1146,107,1678,21351.53591,8,22631.65078,826,0.418864097
1225,113,2518,21351.53591,7,22631.65078,899,0.423258004
1054,109,1413,21351.53591,6,22631.65078,777,0.424358274
1135,109,4775,21351.53591,8,22631.65078,824,0.420622767
1150,108,1411,21351.53591,8,22631.65078,834,0.420362903
1084,108,588,21351.53591,7,22631.65078,791,0.421866667
1225,113,1121,21351.53591,7,22631.65078,899,0.423258004
1069,108,1866,21351.53591,8,22631.65078,784,0.423097679
1113,113,1830,21351.53591,8,22631.65078,814,0.422418267
1142,108,4661,21351.53591,8,22631.65078,830,0.420892495
1082,109,923,21351.53591,8,22631.65078,787,0.421080792
1133,113,565,21351.53591,8,22631.65078,821,0.420163767
1133,113,182,21351.53591,8,22631.65078,821,0.420163767
844,89,3967,27511.30988,9,29218.81896,581,0.407719298
928,90,991,27511.30988,9,29218.81896,656,0.414141414
716,86,1563,27511.30988,8,29218.81896,484,0.403333333
928,90,3016,27511.30988,9,29218.81896,656,0.414141414
886,92,936,27511.30988,9,29218.81896,623,0.412856196
853,82,2402,27511.30988,8,29218.81896,587,0.407638889
755,103,1971,27406.91783,14,27331.1617,657,0.46529745
738,102,1558,27406.91783,14,27331.1617,639,0.464052288
518,69,1396,19790.66068,7,22681.90504,427,0.451851852
