교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자
130,106,0.448214286,12029,2517,19006.12565,19,2106
128,94,0.468720822,7381,1684,19006.12565,19,2002
130,106,0.448214286,12029,19019,19006.12565,19,2106
173,100,0.433537832,1542,1419,25464.58186,6,1417
85,87,0.509752926,13583,644,20746.05601,14,1487
66,116,0.358068615,1288,6053,40268.92265,86,3719
66,116,0.358068615,1288,1315,40268.92265,86,3719
66,116,0.358068615,1288,991,40268.92265,86,3719
112,101,0.352287413,1594,989,51885.59884,78,3675
96,110,0.350751787,1321,7452,51885.59884,82,3851
44,100,0.345852895,1346,861,8553.058892,34,1204
258,63,0.472332016,9929,5680,54974.84818,28,1949
258,63,0.472332016,9929,12747,54974.84818,28,1949
201,60,0.467862481,2580,35277,54974.84818,27,1934
258,63,0.472332016,9929,19247,54974.84818,28,1949
258,63,0.472332016,9929,16546,54974.84818,28,1949
66,78,0.373762376,2767,3824,29101.06209,45,778
59,72,0.35450517,1177,4693,29101.06209,51,652
57,74,0.364656381,1177,2147,29101.06209,49,686
83,78,0.414193548,6920,1314,3977.951215,25,732
88,82,0.391472868,436,2966,32026.19779,42,746
152,95,0.41778697,4093,2788,32026.19779,37,932
78,146,0.364427861,1606,11010,40268.92265,91,3036
87,147,0.328433624,3728,3999,40268.92265,55,2069
78,136,0.34228703,3232,1256,40268.92265,68,2480
88,143,0.337719298,3591,2694,40268.92265,61,1738
47,101,0.370292887,2707,8521,35105.88129,24,2263
46,100,0.37583366,1496,4313,35105.88129,41,2399
23,61,0.360617243,1081,2295,13854.49042,55,2821
21,46,0.346855984,1268,1942,13854.49042,40,2362
152,87,0.407460545,23142,5208,9454.241349,13,1996
129,93,0.408374384,18147,3621,12753.44077,18,1940
109,127,0.390350877,9809,872,10053.93561,13,1749
87,92,0.36681762,8278,44430,22107.5451,29,2302
121,100,0.385941043,13164,3942,10456.62387,26,2101
121,100,0.385941043,13164,3913,10456.62387,26,2101
106,97,0.375609756,11946,9067,9397.051812,27,2142
35,55,0.439516129,400,1025,12247.28031,9,727
94,95,0.385185185,3107,840,20821.24615,19,1677
91,49,0.442446043,10794,2010,13865.29669,4,1060
35,29,0.358974359,9933,3688,25473.53184,7,297
35,53,0.442783209,1501,4103,14473.70103,16,1682
32,72,0.438706312,1609,8306,14473.70103,24,1853
37,48,0.437080537,1218,14227,16070.87946,9,1155
33,39,0.423259494,1501,1979,9558.739677,5,1224
111,113,0.393442623,7527,3036,21621.5139,15,1171
95,111,0.392857143,7527,2097,21621.5139,16,1158
102,77,0.380630631,3179,436,21621.5139,17,1277
88,106,0.383347073,6498,1798,21621.5139,15,1167
97,108,0.393211921,7527,2295,21621.5139,15,1162
88,107,0.386513158,7527,1385,21621.5139,15,1170
26,53,0.393755421,8839,11900,63564.3509,9,1104
25,55,0.380804954,9574,1294,63564.3509,9,1235
26,54,0.395989975,8839,4308,63564.3509,10,1146
29,46,0.379837067,10238,1241,63564.3509,9,943
35,52,0.436595745,2580,5199,35491.54168,32,1133
28,45,0.428979981,2002,2163,35491.54168,25,1010
36,63,0.443946188,1760,2168,35491.54168,33,1074
35,55,0.43488746,2580,3982,35491.54168,32,1200
246,115,0.434068512,26901,1448,13403.46526,15,2051
142,123,0.438672439,11376,1634,24563.25841,15,1324
140,124,0.437967115,12440,4734,24563.25841,15,1279
138,125,0.439371257,12558,2222,24563.25841,15,1277
29,61,0.498905908,2936,702,24563.25841,12,874
264,167,0.489862125,32316,1945,17514.59433,12,1191
242,172,0.463367609,31244,5000,17514.59433,14,1493
235,169,0.467565832,29699,555,17514.59433,14,1495
235,177,0.46875,33292,2484,13768.56088,10,1077
151,127,0.525997582,20744,3695,11866.66398,4,802
80,67,0.416528926,6598,3015,21111.77682,7,1164
64,46,0.439146801,5442,10370,21111.77682,5,770
73,64,0.411007863,5865,7602,21111.77682,7,1348
71,52,0.430446194,5924,3725,21111.77682,5,733
49,56,0.413821815,4111,13044,21111.77682,6,1158
88,76,0.434065934,5485,2578,20560.19923,6,1718
89,86,0.441421433,6304,1889,20560.19923,8,1733
134,83,0.530730897,15333,719,19674.05146,12,1166
30,49,0.54,2545,1283,19674.05146,11,867
28,32,0.521159875,2771,8989,19674.05146,11,1238
131,91,0.408235892,18135,2043,28878.15314,18,1881
131,91,0.408235892,18135,4487,28878.15314,18,1881
192,118,0.447510498,14399,1457,28878.15314,18,1604
195,165,0.479185939,26821,4654,18036.51486,10,1051
137,112,0.472916667,20080,2546,26677.27886,9,934
176,73,0.355990783,8900,5886,40993.88901,14,1562
138,58,0.335380835,4776,522,40993.88901,13,778
116,71,0.358278146,4716,1454,40993.88901,16,1381
75,64,0.363445378,3225,1207,40993.88901,13,1352
81,66,0.369788107,4957,748,40993.88901,14,1374
81,66,0.369788107,4957,884,40993.88901,14,1374
81,66,0.369788107,4957,928,40993.88901,14,1374
81,66,0.369788107,4957,1088,40993.88901,14,1374
80,65,0.368891948,4628,2182,40993.88901,14,1369
62,61,0.388832487,2190,1660,19677.17733,12,949
165,95,0.328519856,0,3063,16595.98649,12,809
132,76,0.32304038,966,838,15798.86142,17,820
281,59,0.31557377,4976,1937,19795.33566,8,473
177,37,0.319148936,7334,3102,31098.29863,4,449
177,37,0.319148936,7334,692,31098.29863,4,449
60,31,0.404411765,8274,2508,33973.95061,6,130
175,30,0.338278932,6377,1117,19131.085,5,635
174,31,0.358208955,7525,1015,19131.085,6,627
190,41,0.355081556,9016,1286,19131.085,9,735
176,66,0.347851003,8474,3299,23329.60797,14,1567
183,56,0.324,8257,3783,23329.60797,14,1331
179,66,0.346696781,8738,13970,23329.60797,14,1594
183,56,0.324,8257,10684,23329.60797,14,1331
171,70,0.360306178,7901,2100,28056.87549,12,1648
135,47,0.342063492,7648,948,28056.87549,9,1107
175,71,0.358846367,7901,2200,28056.87549,12,1624
126,75,0.372691934,6663,1861,28056.87549,12,1872
131,67,0.368309486,7491,2791,28056.87549,12,1715
130,70,0.3722334,7693,1871,28056.87549,12,1809
130,70,0.3722334,7693,2879,28056.87549,12,1809
121,32,0.362694301,5689,1434,28056.87549,7,825
174,67,0.356086462,7901,5487,28056.87549,12,1582
129,69,0.37283825,7693,2200,28056.87549,12,1789
100,68,0.483606557,5597,4833,20116.34637,14,1257
101,66,0.496366279,5757,3185,20116.34637,13,1289
90,77,0.505726872,5677,1536,20116.34637,13,1058
104,67,0.496413199,5896,3077,20116.34637,13,1306
106,65,0.4978602,6161,6639,20116.34637,13,1314
106,68,0.49010989,5597,4464,20116.34637,14,1277
128,63,0.495460441,7913,2941,17915.96462,11,1452
99,65,0.484066768,5597,2678,19023.37135,14,1234
90,76,0.525921659,10749,1400,19023.37135,16,1665
133,92,0.453282828,14766,2762,43038.28137,14,1522
131,96,0.45770202,14878,921,43038.28137,13,1520
89,78,0.461073826,6256,4447,43038.28137,14,1415
74,77,0.488202247,5195,1823,32500.0954,14,1696
90,82,0.470638298,4468,3433,32500.0954,11,1111
135,74,0.521060842,13560,472,30713.91024,14,1830
232,72,0.502250804,9147,967,33995.93147,8,1502
104,61,0.530416222,6582,1250,33995.93147,16,1813
100,56,0.503687316,5263,892,22158.3917,9,1277
98,66,0.503959683,5894,4387,22158.3917,9,1311
84,53,0.510522214,5263,723,22158.3917,9,1211
116,87,0.513256288,14366,1973,21634.83018,15,1426
119,55,0.4625,4082,683,15599.1856,5,858
110,66,0.458909091,9110,2191,17751.98874,5,1338
95,73,0.487051793,11517,1043,17713.32909,5,971
16,47,0.538461538,6606,2753,32918.18862,3,49
214,85,0.44893617,14773,2528,15909.35032,13,910
206,75,0.430327869,17714,492,15909.35032,12,709
144,55,0.489711934,17491,1278,15909.35032,5,235
115,84,0.445217391,5222,1196,24959.37612,7,1672
127,103,0.44759938,6308,1402,24959.37612,9,1883
108,67,0.458333333,3882,2173,18553.493,6,1397
167,91,0.462154294,8785,1552,38398.03374,10,1331
105,97,0.415657789,9651,3174,14918.87422,11,1180
109,102,0.422736555,8309,1993,14918.87422,8,1395
347,132,0.503782148,24875,740,13067.23319,15,629
319,133,0.4869326,23585,3961,17723.4327,7,692
108,104,0.443983402,7469,921,17723.4327,8,455
65,85,0.441048035,4518,1592,14397.35925,5,433
304,128,0.515592516,32078,1513,31444.23906,9,914
334,120,0.480651731,30942,5998,19015.55315,10,1408
309,122,0.482636428,26368,3347,19015.55315,12,1345
297,118,0.491052255,22337,870,19015.55315,11,1333
334,120,0.480651731,30942,14132,19015.55315,10,1408
334,120,0.480651731,30942,3417,19015.55315,10,1408
334,120,0.480651731,30942,1264,19015.55315,10,1408
159,81,0.462365591,12337,2684,22831.5909,10,716
112,124,0.563352827,13511,15466,18657.88758,6,489
124,117,0.525201613,10307,3207,6622.388197,5,944
197,105,0.447067784,8409,1318,26470.52405,13,1256
199,104,0.433042213,6419,1361,26470.52405,34,1312
238,115,0.44722855,11000,1204,26470.52405,35,1261
251,118,0.496921724,21212,268,34226.22895,9,1085
93,135,0.529230769,16934,2594,13104.75787,6,304
99,134,0.540616246,10194,2294,13104.75787,6,337
99,119,0.46787042,745,531,15632.00087,10,1820
98,120,0.468599034,745,835,15632.00087,10,1800
147,120,0.48716303,745,1843,21000.83161,6,1495
135,105,0.529891304,7916,595,21000.83161,5,1056
299,108,0.485526316,25427,1562,25681.43861,11,1459
233,111,0.537564767,22267,530,19119.18042,6,743
214,112,0.549418605,22776,2095,19119.18042,6,661
290,86,0.49010989,24354,1778,19119.18042,7,1314
313,96,0.468343452,17150,2305,16588.93994,17,1102
258,97,0.497164461,17426,1753,12508.72012,13,1014
279,105,0.492671928,18963,1813,12508.72012,18,846
164,93,0.533333333,15360,1330,24802.59456,16,1255
147,93,0.546687949,18924,2363,24802.59456,12,1204
207,88,0.466833542,19451,6895,21363.76051,10,766
208,81,0.473951715,20903,3063,21363.76051,10,751
199,85,0.464566929,19451,2693,21363.76051,10,728
189,72,0.469476744,24820,1893,21363.76051,9,654
151,100,0.499122807,6186,2507,25801.91421,16,1102
215,73,0.474784748,28597,1256,26965.18256,12,776
227,87,0.458333333,23340,1378,26965.18256,17,799
79,44,0.460385439,18453,1622,26965.18256,1,441
292,90,0.487855656,20814,2016,19830.94336,18,1384
114,113,0.542435424,17307,5287,21161.56927,5,771
101,133,0.534246575,21145,2649,21161.56927,7,690
85,120,0.520861373,17973,3142,21161.56927,6,707
111,101,0.536842105,14204,1166,17177.67758,4,274
124,108,0.474452555,21640,991,21882.43152,8,522
124,108,0.474452555,21640,3336,21882.43152,8,522
101,110,0.455536913,17972,1748,21882.43152,7,1142
180,116,0.480753481,18190,767,40842.28185,7,1181
149,89,0.475915222,31850,1421,14789.86016,13,486
156,95,0.49,34315,3055,14789.86016,14,468
157,96,0.49,34620,869,14789.86016,13,467
154,98,0.480225989,34123,1689,14789.86016,13,496
572,85,0.509265614,25862,2580,15255.92453,13,1404
556,87,0.515106853,24413,2565,15255.92453,12,1308
183,80,0.525525526,20552,1611,34583.80004,5,643
210,78,0.525672372,24851,1600,17767.94461,9,1179
217,81,0.52173913,28485,1483,15324.43426,6,707
294,94,0.492546986,27673,3089,47945.47016,20,1476
296,95,0.488286067,28215,4057,47945.47016,20,1552
187,90,0.467391304,32024,644,47945.47016,18,1140
262,99,0.49370444,27610,2883,47945.47016,18,1442
266,95,0.491041805,23969,2720,47945.47016,18,1437
248,92,0.479135618,26268,419,47945.47016,17,1283
266,95,0.491041805,23969,7787,47945.47016,18,1437
248,92,0.479135618,26268,492,47945.47016,17,1283
187,90,0.467391304,32024,2139,47945.47016,18,1140
248,92,0.479135618,26268,468,47945.47016,17,1283
269,96,0.486184211,26160,1295,47945.47016,20,1450
131,65,0.459677419,30736,1370,47945.47016,7,575
150,72,0.529946929,15157,2254,21672.20931,13,1261
194,88,0.543824701,11940,930,21672.20931,11,1445
131,67,0.523290387,15157,2639,21672.20931,12,966
252,123,0.541591861,9816,2446,12563.15445,10,1607
247,97,0.531951641,4944,776,21740.24438,7,1117
158,79,0.538865546,3919,1114,11706.96044,5,920
146,40,0.452887538,11699,1061,60829.6861,6,316
112,52,0.445121951,8254,5346,60829.6861,7,314
167,71,0.508403361,6418,2721,60829.6861,9,460
295,129,0.524776119,11131,1924,23417.87961,7,1616
246,125,0.53583169,7696,2179,23417.87961,9,1465
270,113,0.532317073,5322,1226,39979.50338,7,1585
289,117,0.528448629,3446,1835,39979.50338,15,2386
268,115,0.528616025,5286,1098,39979.50338,13,1855
124,117,0.359583952,11484,2127,15454.65234,17,659
124,51,0.478036176,9329,1153,20961.26048,10,747
137,63,0.47815231,10966,3663,20961.26048,7,777
135,70,0.476190476,10362,3353,20961.26048,9,773
158,87,0.52388664,18156,3604,7156.31802,4,1178
226,107,0.53385214,14142,1201,17611.706,5,1223
192,95,0.518154312,18350,4164,17611.706,3,1261
240,110,0.527855153,14606,1161,17611.706,5,1372
287,101,0.530334728,20152,1687,13650.7702,5,929
256,87,0.529218647,14127,984,32931.6198,9,1467
174,81,0.584435798,18958,1291,36864.16473,12,1230
151,81,0.591341991,16608,3053,36864.16473,11,1114
263,127,0.517154812,4667,723,64012.98508,32,3399
170,88,0.492688414,1426,3710,34418.83947,18,1671
105,82,0.435840708,2693,2752,34418.83947,9,427
150,85,0.496535797,6121,1247,34418.83947,9,806
185,100,0.518413598,10300,2405,34418.83947,6,991
179,102,0.510095643,9384,1747,34418.83947,9,877
133,83,0.498847926,6121,1694,34418.83947,9,808
232,86,0.483253589,15115,7824,32364.83017,12,1609
206,59,0.489151874,13876,7798,32364.83017,3,1464
333,153,0.555395683,13775,2791,23689.09175,35,2646
273,95,0.55133246,18862,6179,23689.09175,28,2187
250,95,0.551856594,18020,1228,23689.09175,30,2237
229,107,0.552134647,12445,306,23689.09175,31,2324
229,107,0.552134647,12445,306,23689.09175,31,2324
217,92,0.553978495,17837,577,23689.09175,29,2220
257,96,0.551605996,18246,824,23689.09175,30,2229
197,90,0.551649306,10305,3625,23689.09175,30,2197
212,95,0.551504875,12114,2719,23689.09175,30,2249
360,147,0.554846939,12625,634,16952.0564,32,2991
284,118,0.538388626,15380,4425,16952.0564,16,2024
138,83,0.5788761,11829,4294,16952.0564,5,1424
247,129,0.546275946,3631,2474,92063.85439,17,3951
325,150,0.545514512,7276,2725,92063.85439,30,4354
329,153,0.535024697,6659,3565,92063.85439,28,4257
96,68,0.548343475,3265,1764,26465.70576,10,2858
96,68,0.548343475,3265,4932,26465.70576,10,2858
165,111,0.494493392,2778,17159,18817.68998,8,1728
171,86,0.543676662,7890,1538,33645.9877,9,728
86,90,0.565602837,6952,11533,52514.0342,8,1078
45,66,0.543269231,4174,11734,52514.0342,7,993
30,82,0.556325823,4638,9075,52514.0342,7,1100
85,81,0.555966698,7813,3233,52514.0342,6,1034
32,82,0.556709957,5376,3825,52514.0342,7,1101
84,85,0.558160505,6952,2341,52514.0342,6,1059
47,82,0.555276382,4747,5879,52514.0342,7,1140
109,86,0.563152896,7600,4918,52514.0342,6,1007
95,86,0.557674841,7813,3825,52514.0342,8,1052
233,124,0.474594595,20914,1911,17389.64383,17,1776
228,97,0.478642481,17873,845,17389.64383,13,1642
163,96,0.474069555,17663,3481,17389.64383,13,1575
344,150,0.54210749,8078,1425,25660.57992,38,4524
330,146,0.545108377,9151,1818,25660.57992,37,3264
110,69,0.585132743,5422,2780,25660.57992,9,2737
326,147,0.548927477,8671,2914,25660.57992,30,4690
102,67,0.573015354,5486,7305,25660.57992,8,2966
338,150,0.546594541,9311,1266,25660.57992,37,3901
341,152,0.543855422,9311,4049,25660.57992,37,3983
249,134,0.486318408,20479,2143,37557.40959,25,1536
142,115,0.430142303,12837,3063,37557.40959,9,1496
142,115,0.430142303,12837,3063,37557.40959,9,1496
287,135,0.488721805,27613,1071,37557.40959,26,1529
769,72,0.532630191,15408,7567,54430.05005,21,1440
544,63,0.51835536,13031,3299,19790.66068,6,658
247,58,0.510009533,10938,3629,16583.60086,10,1011
178,65,0.471264368,4339,1516,13340.90472,8,1511
158,67,0.526932084,14188,1146,15513.83069,4,820
145,61,0.523867809,10510,1025,15513.83069,4,782
505,82,0.554621849,19443,2536,18042.05803,14,1243
662,92,0.548175182,23167,3311,18042.05803,15,1297
859,83,0.533452808,17294,2005,18042.05803,19,1596
509,78,0.555470543,16634,2190,18042.05803,15,1241
686,75,0.523648649,18315,1514,12830.53078,15,1112
300,66,0.56097561,20223,2598,37988.80625,9,1059
289,61,0.535820896,16386,1552,37988.80625,9,1291
259,81,0.561922366,19561,1451,37988.80625,7,1034
87,53,0.607476636,9648,1206,37988.80625,2,307
551,57,0.508196721,19862,1899,17427.77924,7,691
553,67,0.529100529,16692,1061,17427.77924,9,715
874,84,0.536279683,21159,1708,17427.77924,18,1431
888,79,0.535795455,23980,2822,17427.77924,19,1664
517,61,0.547477745,23304,654,20349.01489,8,635
484,91,0.575147929,26109,601,20349.01489,10,802
532,98,0.561479869,24741,1989,20349.01489,11,872
484,91,0.575147929,26109,501,20349.01489,10,802
601,43,0.478087649,11790,2881,36488.39097,11,477
645,38,0.560509554,13081,2062,36488.39097,11,297
726,41,0.552204176,14187,3983,36488.39097,16,406
724,43,0.555793991,17384,1494,36488.39097,17,439
641,81,0.534750144,12259,992,30970.59425,19,1667
669,76,0.535853252,13191,2671,30970.59425,18,1718
527,81,0.536509901,9007,2625,30970.59425,14,1542
662,79,0.534979424,12501,3421,30970.59425,19,1625
235,104,0.49595843,2232,2166,30970.59425,13,1665
203,104,0.476083707,20365,2849,21563.97656,15,1275
202,104,0.477742448,20365,1636,21563.97656,15,1198
155,36,0.486535009,6902,1338,13790.51191,6,1079
240,75,0.529885057,6222,3299,13790.51191,5,830
199,95,0.481333333,21794,1010,42257.62962,12,712
249,112,0.46907994,17086,1137,42257.62962,13,1258
206,104,0.486544672,23896,4233,42257.62962,15,874
120,67,0.480152672,5474,271,24634.25263,13,1265
107,79,0.458333333,3426,843,24634.25263,14,1157
150,80,0.463003663,11686,1159,19040.65528,17,1303
309,113,0.475635593,14177,696,19040.65528,17,1796
115,67,0.484441301,5450,3216,19040.65528,13,1358
137,79,0.441591784,12445,1244,55247.40565,2,732
364,79,0.411368736,11633,1426,35286.78995,10,1271
379,60,0.429889299,15579,3803,35286.78995,9,1040
308,76,0.391967871,11712,3901,35286.78995,7,1189
378,80,0.4385511,10628,4050,35286.78995,11,1473
364,79,0.411368736,11633,4150,35286.78995,10,1271
364,79,0.411368736,11633,3548,35286.78995,10,1271
420,59,0.437138728,17494,1662,35286.78995,14,1324
413,71,0.475121951,12531,2682,35286.78995,17,978
308,76,0.391967871,11712,2353,35286.78995,7,1189
402,77,0.438976378,12147,3619,35286.78995,11,1448
244,81,0.371462264,13395,2442,35041.84366,1,809
15,41,0.451669596,215,1910,35041.84366,2,549
25,59,0.455112219,1409,2229,35041.84366,4,773
197,72,0.391304348,11339,2608,30733.40349,0,699
204,76,0.419770774,11765,3441,30733.40349,1,661
199,76,0.409090909,11339,5092,30733.40349,0,647
149,75,0.44494382,13212,223,30733.40349,4,839
199,72,0.374847375,11130,1233,30733.40349,0,779
229,94,0.437125749,13255,3313,30733.40349,5,1278
199,72,0.374847375,11130,3400,30733.40349,0,779
196,71,0.398818316,11339,1992,30733.40349,0,644
201,77,0.414464534,11765,3137,30733.40349,1,682
199,75,0.418320611,11541,1604,30733.40349,1,618
199,72,0.374847375,11130,3023,30733.40349,0,779
199,72,0.374847375,11130,1605,30733.40349,0,779
191,83,0.454876937,17802,7787,30733.40349,5,1047
201,77,0.414464534,11765,2429,30733.40349,1,682
197,72,0.391304348,11339,1636,30733.40349,0,699
192,68,0.411764706,10168,3984,30733.40349,0,545
166,69,0.474672738,3688,984,44660.5002,14,1692
220,82,0.461692205,7154,1854,44660.5002,13,1445
412,81,0.437077131,14400,995,32537.41686,14,1406
361,108,0.468507752,13663,988,32537.41686,20,1967
216,86,0.440677966,18651,1546,33390.6679,8,1240
199,103,0.450612833,17783,435,33390.6679,14,1312
207,89,0.444680851,19885,806,33390.6679,9,1342
149,78,0.561769616,10968,1715,15474.29086,15,1099
74,118,0.512536633,5853,3707,48294.13887,20,2643
120,118,0.47341611,8454,2744,48294.13887,16,2513
130,106,0.478335626,10549,650,48294.13887,14,2310
117,107,0.474030243,8726,2657,48294.13887,12,2442
137,106,0.491022965,10378,828,48294.13887,17,1812
133,110,0.491598281,9712,2040,48294.13887,16,1968
126,101,0.478760446,5397,1049,48294.13887,11,2321
117,108,0.473649321,8848,858,48294.13887,12,2417
120,118,0.47341611,8454,3651,48294.13887,16,2513
120,118,0.47341611,8454,4185,48294.13887,16,2513
118,109,0.474198988,8848,2158,48294.13887,13,2370
97,110,0.482652748,7089,2951,48294.13887,19,2575
115,111,0.476093591,8848,2971,48294.13887,12,2358
125,108,0.481518817,8794,3588,48294.13887,19,2353
140,104,0.49410278,10038,1170,48294.13887,17,1792
120,118,0.47341611,8454,1990,48294.13887,16,2513
118,103,0.476206213,8960,1267,48294.13887,12,2430
74,118,0.512536633,5853,1372,48294.13887,20,2643
93,106,0.496167247,7318,2127,48294.13887,12,2378
106,99,0.48407432,8360,1703,48294.13887,20,2371
116,107,0.474626866,9153,325,48294.13887,12,2416
133,109,0.493537015,9712,3002,48294.13887,17,1964
137,104,0.49407282,10378,975,48294.13887,16,1784
104,96,0.488631985,7246,1715,18022.5886,21,2051
104,93,0.486388385,7478,1235,18022.5886,21,2167
108,92,0.483962937,8360,1197,18022.5886,19,2205
100,109,0.489353465,7246,1306,18022.5886,21,2023
104,96,0.488631985,7246,1715,18022.5886,21,2051
214,101,0.460784314,16770,791,34152.22118,18,1442
214,101,0.460784314,16770,14637,34152.22118,18,1442
167,111,0.482318271,13097,554,34152.22118,24,1733
192,112,0.494807575,13077,1765,34152.22118,20,1511
116,67,0.562559694,16639,715,21773.75122,6,1006
153,83,0.586206897,18258,1082,21773.75122,8,808
141,86,0.531932773,15101,3542,20470.0025,10,1142
142,70,0.525974026,12836,1761,20470.0025,8,1033
146,90,0.522613065,15631,2235,20470.0025,12,1147
90,37,0.547528517,6041,1872,15749.29261,3,509
95,81,0.533577534,7917,527,14314.37103,6,791
81,126,0.492165528,5905,1559,11153.65005,23,2152
80,126,0.492393915,5905,2920,11153.65005,23,2161
74,127,0.492196879,5905,2221,11153.65005,23,2160
112,98,0.506385341,12200,1887,34851.63155,18,1561
124,89,0.491182573,10598,1372,34851.63155,21,1680
119,85,0.514018692,10891,2264,34851.63155,21,1422
73,94,0.509815951,8947,926,34851.63155,13,1409
132,91,0.50053135,10378,858,34851.63155,22,1655
119,85,0.514018692,10891,2264,34851.63155,21,1422
121,99,0.481665912,10845,1132,34851.63155,25,1862
52,30,0.54,3405,1135,47422.94108,0,98
102,67,0.53485064,6762,901,47422.94108,5,678
109,70,0.536624204,5342,1222,47422.94108,3,606
101,69,0.537226277,6619,2180,47422.94108,6,660
98,69,0.535172414,6557,3007,47422.94108,6,698
19,28,0.290322581,4477,2395,47422.94108,0,56
19,28,0.290322581,4477,1198,47422.94108,0,56
11,16,0.227272727,2870,11260,47422.94108,0,40
55,147,0.523131673,3299,1106,72929.04225,19,2504
64,134,0.538514443,3731,3162,72929.04225,20,2597
54,147,0.526592022,3299,1487,72929.04225,19,2543
54,75,0.510710259,6847,2643,72929.04225,3,827
70,59,0.511244378,9083,3098,72929.04225,2,626
52,62,0.511363636,7847,2439,34321.39937,2,656
56,59,0.515328467,7847,2060,34321.39937,2,641
52,62,0.511363636,7847,1888,34321.39937,2,656
113,91,0.56645386,6803,778,12627.52288,11,1567
134,78,0.530698659,6427,1004,12627.52288,12,1317
118,92,0.566048667,6803,1066,12627.52288,11,1570
140,90,0.567885927,3824,3182,20675.0014,8,1514
89,98,0.550227158,3864,1428,20675.0014,14,1807
122,89,0.543659833,5418,2525,27908.211,9,1245
148,80,0.548945783,8667,992,27908.211,9,1255
120,90,0.539334342,5418,1023,27908.211,9,1250
59,30,0.581180812,3080,2454,10163.56076,2,516
101,70,0.561258278,4398,1797,10163.56076,6,1153
1,10,0.580152672,330,4806,10163.56076,0,125
116,69,0.586994728,8509,1370,10936.29824,5,546
21,49,0.366244726,3640,2767,118938.5837,13,1115
201,71,0.394195889,12199,8639,118938.5837,12,1565
92,47,0.46749522,8826,2659,118938.5837,4,1000
162,72,0.39766702,7794,2551,118938.5837,11,1789
172,83,0.392727273,10910,1364,118938.5837,14,1564
150,68,0.395755968,9902,9672,118938.5837,12,1782
172,83,0.392727273,10910,13216,118938.5837,14,1564
132,61,0.38950555,8223,2138,118938.5837,12,1879
112,66,0.389649924,7836,20478,118938.5837,13,1868
166,74,0.384908053,11966,3523,118938.5837,13,1491
172,83,0.392727273,10910,1737,118938.5837,14,1564
21,49,0.366244726,3640,1579,118938.5837,13,1115
165,79,0.398315283,11030,20026,118938.5837,14,1573
111,52,0.384023669,9772,3980,118938.5837,15,1596
165,79,0.398315283,11030,2029,118938.5837,14,1573
151,71,0.395495024,9333,2733,118938.5837,12,1809
120,64,0.387162506,8564,5061,118938.5837,13,1861
120,64,0.387162506,8564,14737,118938.5837,13,1861
152,67,0.387486856,10566,8157,118938.5837,12,1800
170,103,0.434025828,16223,3314,26371.33594,13,1714
154,90,0.427958308,14784,1412,26371.33594,13,1569
142,85,0.428836634,13885,1739,26371.33594,13,1553
185,91,0.397295013,15460,3497,36724.34332,14,1136
173,80,0.412269939,13827,1407,36724.34332,10,781
171,82,0.407922912,14490,1148,36724.34332,12,897
168,82,0.407288317,14076,938,36724.34332,12,895
175,85,0.399235912,14492,8481,36724.34332,13,1005
160,83,0.42364532,13933,1576,18346.87081,10,1368
153,83,0.428863172,14593,1011,18346.87081,10,1413
187,71,0.410011919,13462,2346,29842.30973,9,802
287,61,0.432592593,10124,3831,29842.30973,5,643
196,76,0.406318083,15980,551,29842.30973,12,876
249,63,0.421855146,12048,2855,29842.30973,10,751
537,51,0.448851775,11401,3329,29842.30973,4,457
179,123,0.481203008,17919,4374,11445.25174,6,1100
153,123,0.486894361,15226,1421,11445.25174,9,1160
165,108,0.466981132,15469,1288,7103.431285,10,1381
149,107,0.464996789,15469,2382,7103.431285,9,1448
181,125,0.500831947,18445,611,10721.63956,8,1092
218,122,0.506493506,20591,1659,10721.63956,9,1065
194,96,0.518038853,18511,1103,19114.97627,9,1013
194,96,0.518038853,18511,1284,19114.97627,9,1013
177,104,0.488876529,13489,858,17555.13785,11,1398
178,105,0.506196999,13489,679,17555.13785,11,1266
178,108,0.497191011,15831,899,17555.13785,11,1410
128,105,0.476027397,9979,858,18843.2556,12,2322
141,111,0.485111195,10257,5186,18843.2556,15,2066
136,105,0.49295173,10378,1504,18843.2556,17,1764
140,111,0.483113069,10257,3005,18843.2556,15,2132
130,104,0.466948501,11803,3671,18843.2556,15,2037
140,108,0.484737036,10672,1643,18843.2556,14,2127
125,98,0.475903614,5614,975,18843.2556,11,2280
141,111,0.485639687,10257,2076,18843.2556,15,2093
131,101,0.47615414,6733,3476,18843.2556,10,2082
127,101,0.482963943,10706,2769,18843.2556,14,2411
126,110,0.475588938,9033,5220,18843.2556,12,2335
140,110,0.487179487,10672,6483,18843.2556,14,2138
129,102,0.476529161,6725,1267,18843.2556,11,2258
141,110,0.483568075,10537,2682,18843.2556,14,2176
141,110,0.483568075,10537,2382,18843.2556,14,2176
139,110,0.48005698,10537,6005,18843.2556,13,2215
131,102,0.475935829,6576,4745,18843.2556,10,2082
136,106,0.479012346,10672,528,18843.2556,13,2238
140,110,0.479843025,10672,3088,18843.2556,14,2210
140,110,0.479843025,10672,5475,18843.2556,14,2210
134,103,0.476976209,7402,910,18843.2556,11,2062
140,110,0.479843025,10672,5464,18843.2556,14,2210
123,109,0.475357143,9139,487,18843.2556,15,2209
