교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자
267,60,0.476769431,3891,1380,30883.73348,29,2222
238,72,0.470191226,3900,4775,30883.73348,26,1721
257,71,0.475149105,3900,10856,30883.73348,27,1938
220,70,0.472966391,3156,10213,30883.73348,27,1977
257,71,0.475149105,3900,660,30883.73348,27,1938
157,84,0.437198068,15454,3187,42649.78768,10,1585
152,59,0.558108108,6494,1345,44202.78123,14,1427
255,87,0.517103763,10457,4616,26698.17565,12,1689
273,82,0.530756668,8706,1791,26698.17565,11,1765
223,80,0.512642538,11064,1528,26737.12397,11,1936
27,50,0.510779436,2896,4919,42482.92615,2,571
48,27,0.612195122,2094,979,10163.56076,2,389
109,96,0.538698104,8948,2197,34321.39937,9,1771
109,96,0.538698104,8948,2537,34321.39937,9,1771
124,51,0.595317726,4137,3079,33820.49488,5,1164
132,61,0.580860534,3659,5119,33820.49488,7,1306
138,58,0.593380615,5645,1933,33820.49488,3,1230
218,61,0.495862069,13681,3658,37997.64822,11,1405
209,65,0.49550173,14310,3907,37997.64822,12,1400
218,61,0.495862069,13681,258,37997.64822,11,1405
186,58,0.49796748,11820,1876,37997.64822,11,1432
175,60,0.494736842,5109,682,52943.28146,72,2955
220,66,0.49346761,4983,974,52943.28146,104,3575
220,66,0.49346761,4983,714,52943.28146,104,3575
40,133,0.3671875,3665,25500,40268.92265,60,3270
43,139,0.366244726,1714,6623,40268.92265,79,3349
42,135,0.368838028,3466,4716,40268.92265,68,3222
47,143,0.360780726,3439,9595,40268.92265,44,3103
121,143,0.353212638,291,13941,86021.11043,133,2675
114,133,0.355277676,150,1618,86021.11043,126,2583
121,142,0.356573014,291,4895,51885.59884,134,2739
121,142,0.356573014,291,20294,51885.59884,134,2739
418,81,0.492886846,9309,11485,134994.9088,156,4383
429,82,0.491487455,11042,4947,134994.9088,141,4287
460,87,0.492922037,8926,9680,134994.9088,159,4549
408,86,0.485670809,10414,4563,134994.9088,108,3782
353,60,0.483455882,15052,3384,58126.24751,46,3662
274,72,0.330786026,4690,1182,23158.27997,13,873
124,138,0.358860934,1035,22831,51885.59884,121,3440
123,136,0.358028091,1035,2839,51885.59884,116,3452
269,110,0.441455696,12591,1103,26470.52405,10,1209
294,120,0.43795036,12746,3753,26470.52405,11,1195
174,58,0.327651515,1872,5612,19795.33566,9,515
242,122,0.467241379,11339,1820,22178.29836,12,1106
152,73,0.487403101,4350,3016,57490.43826,23,2001
581,60,0.51695692,17419,5925,54430.05005,16,1029
581,60,0.51695692,17419,6876,54430.05005,16,1029
527,69,0.50877193,19796,1785,12830.53078,14,1021
123,34,0.449404762,10916,1922,60829.6861,6,322
120,38,0.439628483,10493,2081,60829.6861,6,309
127,39,0.457725948,10493,13891,60829.6861,6,329
53,146,0.357565789,2925,631,40268.92265,42,2883
53,146,0.357565789,2925,829,40268.92265,42,2883
97,122,0.354752343,915,2193,51885.59884,129,2830
94,126,0.354044118,446,23537,51885.59884,117,2579
97,122,0.354752343,915,4144,51885.59884,129,2830
235,70,0.514685315,13827,2529,33995.93147,10,1379
184,65,0.486470927,10774,4056,46896.40678,17,1650
129,47,0.466618808,11041,2301,46896.40678,12,1318
129,47,0.466618808,11041,3754,46896.40678,12,1318
161,58,0.47667087,12342,2446,46896.40678,15,1504
129,47,0.466618808,11041,2764,46896.40678,12,1318
129,47,0.466618808,11041,3720,46896.40678,12,1318
143,54,0.468309859,11999,36734,46896.40678,12,1345
129,47,0.466618808,11041,2258,46896.40678,12,1318
163,61,0.491286863,14521,2242,46896.40678,15,1415
545,109,0.521866546,16641,9419,53812.22095,194,4261
537,111,0.514803358,13052,9432,53812.22095,190,4348
521,112,0.513140009,12757,3439,53812.22095,168,4233
510,111,0.515151515,11051,426,53812.22095,166,4146
584,116,0.52428643,16934,7221,53812.22095,178,3837
547,110,0.517832647,16641,10315,53812.22095,192,4200
542,109,0.523722628,13880,3269,49722.93653,199,4218
521,110,0.525995949,11566,4333,49722.93653,199,4274
542,109,0.523722628,13880,3269,49722.93653,199,4218
567,113,0.524322969,15642,7305,49722.93653,195,3843
520,106,0.530933898,11566,7067,49722.93653,195,4098
489,106,0.508865627,8368,4479,134994.9088,173,4490
514,107,0.511328976,11965,3973,134994.9088,196,4411
507,110,0.510339123,9903,8394,134994.9088,201,4652
472,65,0.483990474,14836,9053,58126.24751,47,3631
113,125,0.312438786,1055,2335,86021.11043,88,1963
117,117,0.332477535,769,4013,86021.11043,107,2238
115,125,0.328251548,769,4988,86021.11043,99,2011
119,121,0.321349148,1328,441,86021.11043,103,2597
569,77,0.502911208,4149,26519,58982.69862,55,2626
898,76,0.496380558,3564,23515,58982.69862,57,2766
381,74,0.503624733,3800,8250,58982.69862,46,2245
621,79,0.499317872,4149,5192,42858.54149,57,2796
1296,77,0.493396226,6233,738,49884.88825,56,3034
1142,77,0.49259376,5077,3082,49884.88825,56,3028
1055,76,0.492881878,2539,17636,58872.21116,54,2478
1249,81,0.493562232,4593,3055,58872.21116,59,2668
1249,81,0.493562232,4593,1156,58872.21116,59,2668
1055,76,0.492881878,2539,9964,58872.21116,54,2478
1249,81,0.493562232,4593,546,58872.21116,59,2668
270,63,0.506502167,9779,1553,134994.9088,50,2896
313,52,0.506858711,14886,9610,34659.66472,101,2833
366,48,0.508562326,11476,8110,34659.66472,98,2437
409,52,0.505983431,6721,3629,49387.2863,168,3158
428,52,0.498972603,10223,7747,49387.2863,147,2828
418,54,0.500846024,10383,2854,49387.2863,127,2865
425,54,0.499310345,9901,816,49387.2863,137,2811
467,53,0.502953062,6123,5123,49387.2863,208,3118
77,79,0.349090909,3790,1725,20821.24615,14,1056
515,79,0.546099291,20698,32598,50716.61358,27,929
335,122,0.52624614,1915,3730,21602.06247,8,2216
75,144,0.344722081,8338,3600,44978.79125,29,1874
104,122,0.487209302,8365,908,48294.13887,19,2815
113,112,0.472464741,8224,1576,48294.13887,12,2383
86,140,0.498356737,6479,3629,48294.13887,21,2890
97,137,0.489361702,8018,2562,48294.13887,24,2974
75,84,0.375563345,3019,2484,41819.70572,7,1822
185,89,0.482409382,4806,603,75810.43776,28,1793
32,46,0.439077936,2002,3126,35491.54168,25,874
276,60,0.512571948,11791,9626,34659.66472,120,3210
291,58,0.517869416,16781,3162,34659.66472,105,2823
273,59,0.515361446,11946,104,34163.0791,124,3226
273,59,0.515361446,11946,104,34163.0791,124,3226
273,59,0.515361446,11946,104,34163.0791,124,3226
273,59,0.515361446,11946,104,34163.0791,124,3226
258,86,0.544357977,9097,598,25722.93911,12,2470
220,96,0.524316649,7753,1870,55277.9273,16,2710
150,103,0.491421029,10650,1949,18022.5886,18,1707
138,108,0.495700774,10897,965,18843.2556,18,1758
138,105,0.493595218,10731,2239,18843.2556,18,1771
138,108,0.495700774,10897,2144,18843.2556,18,1758
146,114,0.491451118,11114,1029,18843.2556,15,1722
142,106,0.493633277,10571,7846,18843.2556,18,1780
156,115,0.486635945,10454,1608,18843.2556,16,1620
146,110,0.491173875,10897,3119,18843.2556,17,1709
138,108,0.495700774,10897,3099,18843.2556,18,1758
138,108,0.495700774,10897,963,18843.2556,18,1758
159,114,0.490753912,10349,4825,18843.2556,16,1571
140,107,0.494156928,10571,2685,18843.2556,18,1816
140,107,0.494156928,10571,5292,18843.2556,18,1816
157,107,0.485964105,11357,975,24944.83827,15,1625
149,107,0.487848785,11386,877,24944.83827,15,1661
149,107,0.487848785,11386,4207,24944.83827,15,1661
148,105,0.493687418,10650,682,24944.83827,16,1724
149,107,0.487848785,11386,2684,24944.83827,15,1661
148,105,0.492637216,11169,4012,24944.83827,16,1674
283,91,0.488262911,32241,2733,32208.65205,20,1628
266,101,0.492018244,26526,936,13899.34926,21,1678
274,91,0.485047847,32534,8834,47945.47016,20,1601
296,95,0.486720198,28215,2127,47945.47016,20,1549
292,89,0.490114464,31545,2663,47945.47016,19,1841
298,93,0.486040609,27884,2062,47945.47016,20,1507
134,72,0.452991453,6601,2225,35286.78995,3,449
136,76,0.455531453,6601,2936,35286.78995,3,442
135,125,0.382517483,11909,756,44978.79125,10,1381
170,43,0.50928382,16581,5382,24590.48557,5,1100
115,74,0.459511568,7358,1026,17751.98874,7,1510
223,90,0.494689771,6026,8209,75810.43776,36,1707
252,90,0.500884956,5602,610,75810.43776,37,1618
1422,73,0.511080711,14991,1448,49884.88825,49,3493
1387,73,0.50014339,18157,8309,49884.88825,44,3340
1357,70,0.495061728,18098,6839,49884.88825,42,3106
1349,72,0.499151584,18157,11742,49884.88825,44,3388
1297,72,0.495602837,18157,2092,49884.88825,39,3375
89,71,0.419023136,7702,1561,21111.77682,8,1500
35,106,0.377029096,1792,4053,35105.88129,74,3078
48,101,0.373539519,1677,8442,35105.88129,52,2747
45,105,0.373663102,1496,69157,35105.88129,63,2824
36,106,0.379695747,1792,17600,35105.88129,72,3035
120,136,0.356888361,940,15289,51885.59884,124,3203
121,138,0.353316327,469,2719,51885.59884,132,2974
121,134,0.35578635,993,12669,51885.59884,124,3208
121,138,0.353316327,469,6175,51885.59884,132,2974
122,141,0.354467709,855,5866,51885.59884,129,3218
1252,74,0.507281553,13647,3154,49884.88825,49,3547
754,80,0.488529015,10470,11191,58126.24751,46,3569
35,103,0.338763776,1309,5421,27829.2449,32,1979
35,103,0.338763776,1309,11109,27829.2449,32,1979
42,105,0.339495041,1143,1899,27829.2449,33,2109
25,92,0.327760669,1330,3704,27829.2449,27,2171
35,103,0.338763776,1309,13318,27829.2449,32,1979
86,89,0.36695279,4927,3783,22107.5451,30,2205
112,92,0.386808511,11119,2018,22107.5451,28,2225
112,92,0.386808511,11119,1129,22107.5451,28,2225
190,78,0.541406946,9562,1711,23624.75283,24,2165
186,80,0.544429409,9562,1876,23624.75283,24,2133
154,63,0.527186761,8755,2168,44202.78123,15,2039
239,65,0.441045252,8794,19632,38110.8177,26,1518
120,93,0.471280603,8121,5191,60114.13685,18,1999
141,88,0.447961631,10813,1719,60114.13685,21,1986
134,87,0.456692913,10196,850,60114.13685,20,2292
110,78,0.461885431,7940,1201,60114.13685,17,2100
134,87,0.456692913,10196,728,60114.13685,20,2292
90,129,0.355883878,1288,2761,40268.92265,89,3647
39,109,0.360415085,992,4836,51885.59884,79,3737
67,119,0.356534802,855,8532,51885.59884,86,3772
88,126,0.353405726,855,33220,51885.59884,90,3837
98,109,0.507592191,5778,3623,48294.13887,10,2329
102,101,0.493994576,4684,1585,28933.52476,10,2170
300,124,0.476090384,22054,4605,32364.83017,18,1829
323,76,0.526589242,12841,4855,34163.0791,157,3178
339,83,0.522901937,12833,6507,34163.0791,169,3158
344,82,0.5221843,12841,33122,34163.0791,174,3128
265,80,0.51497006,8453,3494,49387.2863,143,3729
45,100,0.370967742,1876,19833,35105.88129,35,2451
36,125,0.370382586,5006,18850,35105.88129,35,2864
49,109,0.367890278,4602,31267,35105.88129,26,2345
57,105,0.372453138,4306,15633,35105.88129,25,2324
65,102,0.373483146,4048,15614,20821.24615,24,2116
64,98,0.312807882,1330,23998,27829.2449,42,2732
75,92,0.331466227,1330,2687,24090.92045,65,2910
195,99,0.431174089,17824,1309,12993.74105,9,1405
92,79,0.525633803,8315,1378,19023.37135,15,1685
109,79,0.525188188,10153,1224,30713.91024,16,1662
116,98,0.53724605,14348,4238,30713.91024,17,1713
88,137,0.366776316,1456,4372,40268.92265,97,3445
331,149,0.547873455,8616,3439,92063.85439,30,4575
315,160,0.525166628,5106,1384,92063.85439,30,4148
246,119,0.557257304,5405,3777,92063.85439,18,4096
275,144,0.559229898,7564,272,92063.85439,20,4255
247,122,0.556019485,5405,6365,92063.85439,19,4158
296,154,0.556981296,7501,2764,92063.85439,24,4434
305,156,0.55274984,7030,3060,92063.85439,24,4488
314,152,0.555555556,5699,3852,92063.85439,23,4413
425,43,0.504375497,9022,5505,18597.21201,219,2437
685,77,0.532726238,15036,1002,30970.59425,20,1678
401,96,0.497181266,6134,15782,134994.9088,180,4443
424,96,0.495266148,7731,2826,134994.9088,172,4566
310,78,0.495352926,2429,2719,134994.9088,183,3850
471,96,0.498179612,6401,4130,134994.9088,167,4746
411,101,0.502837018,4554,2008,134994.9088,201,4922
402,93,0.495642702,6134,4060,134994.9088,178,4418
431,98,0.495224252,6109,2579,134994.9088,176,4631
367,89,0.496490831,5258,5059,134994.9088,177,4252
364,92,0.496306246,5474,692,134994.9088,180,4306
479,96,0.498562628,7824,4482,134994.9088,167,4673
381,93,0.501206405,2435,20132,134994.9088,205,4398
339,73,0.49030256,9076,16317,58126.24751,64,3721
339,73,0.49030256,9076,39316,58126.24751,64,3721
317,66,0.500128766,7516,6517,58126.24751,91,3732
137,89,0.543365456,5710,1134,27908.211,9,1275
129,89,0.436130008,13653,2631,43038.28137,14,1269
90,142,0.336650083,4334,19072,32112.02428,52,1731
70,113,0.344066237,3127,3969,32112.02428,62,1045
95,98,0.466460268,11745,613,63564.3509,9,921
1485,70,0.50264403,18674,2455,49884.88825,53,3427
1308,68,0.492081031,10610,1002,58872.21116,47,2590
1374,74,0.488974449,10692,8614,58872.21116,48,2720
298,73,0.466113416,10057,1083,19520.16563,14,1394
68,41,0.529486367,5899,1537,33995.93147,12,1529
70,43,0.528651685,5346,1801,33995.93147,15,1719
64,42,0.534307497,5899,939,33995.93147,12,1522
64,44,0.533859303,5299,3490,33995.93147,12,1470
235,64,0.496409336,13419,1162,13790.51191,12,1071
68,37,0.437213566,6259,4546,46896.40678,7,1029
84,49,0.439541041,5852,3993,46896.40678,7,1070
68,37,0.437213566,6259,1685,46896.40678,7,1029
84,49,0.439541041,5852,6843,46896.40678,7,1070
99,59,0.44966443,9449,3734,46896.40678,7,1129
29,47,0.37254902,10234,3592,63564.3509,11,1123
28,60,0.386299435,10721,5489,63564.3509,9,1357
23,51,0.379146919,9574,2803,63564.3509,8,1211
51,86,0.394199077,7590,2510,63564.3509,14,1453
27,57,0.384223919,10384,1466,63564.3509,10,1128
23,51,0.379146919,9574,1463,63564.3509,8,1211
105,97,0.348150193,1887,1113,51885.59884,76,3446
106,111,0.47696737,2413,2793,17671.14532,13,2014
111,117,0.472622478,2491,3500,15632.00087,14,2010
145,110,0.4726127,6517,1903,28753.57343,17,2002
134,109,0.470389986,5833,676,28753.57343,16,2009
118,120,0.476049383,3938,2481,28753.57343,14,1958
289,110,0.440993789,12054,1510,25895.42956,10,1077
1463,84,0.498813157,19643,2090,49884.88825,40,2833
1428,82,0.496596324,20783,3685,49884.88825,39,2820
1394,80,0.496432212,19643,1920,49884.88825,39,2825
484,100,0.512269939,10952,2744,53812.22095,143,3756
446,96,0.502824859,11190,1716,134994.9088,122,3733
126,100,0.440649496,4466,2435,27016.92851,12,1735
278,51,0.447558046,7719,1012,118938.5837,9,1192
256,73,0.419664269,10764,3760,18178.5695,10,1582
155,78,0.367887324,8218,3482,40993.88901,15,1596
160,75,0.368134856,8579,4226,28056.87549,14,1658
170,72,0.358234295,8636,6875,28056.87549,14,1591
210,164,0.460133901,27843,3860,22681.831,14,1580
568,64,0.544274809,16100,6066,54430.05005,20,1243
568,64,0.544274809,16100,968,54430.05005,20,1243
522,58,0.533834586,17780,663,54430.05005,17,1007
116,62,0.50162022,6745,1594,16432.31839,13,1452
217,104,0.50797546,5190,3348,22488.12742,11,772
305,80,0.542469665,15845,386,26698.17565,10,1347
279,73,0.534639608,11677,4093,55277.9273,10,1371
192,61,0.527302813,8622,1020,25722.93911,9,1740
175,47,0.539202201,7970,962,25722.93911,7,1400
1275,53,0.495365006,13776,33414,58872.21116,30,1642
84,86,0.562724014,6952,2179,52514.0342,6,1066
336,138,0.536517634,2758,6797,92063.85439,21,3445
149,50,0.43745728,1540,10056,23078.81627,12,1409
171,61,0.435972061,2947,2850,23078.81627,17,1654
117,65,0.387129724,8391,7603,118938.5837,13,1856
117,65,0.387129724,8391,5045,118938.5837,13,1856
117,65,0.387129724,8391,12026,118938.5837,13,1856
113,57,0.385866802,8093,4818,118938.5837,15,1863
113,57,0.385866802,8093,6361,118938.5837,15,1863
113,57,0.385866802,8093,1433,118938.5837,15,1863
113,57,0.385866802,8093,9826,118938.5837,15,1863
302,55,0.473878872,3869,1318,30883.73348,16,2097
310,52,0.47824116,13677,8079,30883.73348,13,2142
297,51,0.47631935,4167,1171,30883.73348,13,2153
302,55,0.473878872,3869,394,30883.73348,16,2097
310,55,0.475286849,13001,7179,27768.72215,16,2202
229,72,0.502578797,6066,5644,134994.9088,69,3364
398,72,0.493216281,9248,1032,58126.24751,58,3614
202,103,0.482077542,16188,4262,21563.97656,16,1302
418,57,0.501783265,7105,10528,52943.28146,292,3540
436,60,0.502490315,7360,11311,52943.28146,307,3511
433,58,0.504887715,5601,5235,52943.28146,302,3675
362,52,0.507042254,7155,12047,53069.27567,265,2969
384,54,0.504265961,9263,9462,49970.30897,253,3304
237,100,0.487368421,5006,4060,75810.43776,37,1813
269,100,0.491237113,7797,3896,75810.43776,39,1854
248,101,0.48994709,6800,6854,75810.43776,38,1808
124,58,0.586826347,3865,4769,33820.49488,7,1298
287,38,0.530015798,19026,13416,34426.55575,18,1234
12,42,0.361022364,2648,6099,118938.5837,13,884
17,42,0.36437613,3640,2354,118938.5837,13,1040
17,43,0.366438356,2774,850,118938.5837,13,1098
20,46,0.364273205,3902,5871,118938.5837,13,1074
102,61,0.470930233,9506,593,33645.9877,8,655
501,44,0.513368984,5904,12326,18597.21201,278,3266
507,50,0.505678592,5263,3212,18597.21201,291,3420
520,51,0.510805501,5732,27602,53069.27567,299,3952
76,131,0.534457478,3731,738,34321.39937,18,2456
75,128,0.539653264,3731,893,34321.39937,17,2431
78,123,0.541981846,3731,2245,34321.39937,17,2395
71,132,0.546915888,5212,738,34321.39937,18,2393
53,122,0.530909091,4385,4792,34321.39937,16,1985
53,122,0.530909091,4385,2507,34321.39937,16,1985
89,105,0.518784972,3731,797,20675.0014,16,2291
88,99,0.541401274,3731,820,11110.7312,15,2009
88,96,0.544596508,4418,574,11110.7312,15,1930
493,34,0.508152174,7471,547,18597.21201,247,2498
520,44,0.518460576,5515,2469,53069.27567,267,3111
173,58,0.537344398,7107,1938,23320.92604,13,1390
427,72,0.505997819,7679,786,42858.54149,58,2631
656,75,0.535923363,13892,2382,30970.59425,17,1791
330,110,0.523375143,4496,2017,27511.30988,9,1708
311,65,0.305333333,12314,7186,31098.29863,9,716
234,78,0.513355998,15166,3048,20626.42224,14,1984
219,74,0.510859301,11622,565,20626.42224,14,2039
200,80,0.511170688,8259,1712,23937.25458,14,2157
178,77,0.512248469,8259,851,23937.25458,14,2204
291,85,0.514184397,16166,1815,36338.43718,13,2173
215,84,0.514249256,10482,4356,36338.43718,13,2268
236,84,0.513870542,10779,1130,36338.43718,13,2189
292,86,0.515285778,16166,1027,36338.43718,13,2174
329,143,0.538333333,3675,2155,92063.85439,20,3444
287,126,0.532317073,3258,1558,92063.85439,21,3129
254,126,0.52627866,2345,3201,92063.85439,20,2697
300,127,0.539038622,4542,3172,92063.85439,21,3440
286,125,0.53294335,3258,960,92063.85439,21,3097
262,129,0.521595681,2584,2117,92063.85439,21,3179
204,118,0.508436945,2112,2519,18817.68998,14,2132
384,90,0.521904762,12177,1709,75810.43776,34,1497
115,67,0.56269302,2957,8072,26465.70576,10,3134
400,92,0.494960806,11190,3900,134994.9088,75,3426
196,90,0.549712771,10140,1401,64012.98508,30,2158
196,89,0.550903482,10140,947,64012.98508,30,2164
197,88,0.549717759,10140,2307,64012.98508,31,2196
197,87,0.550303556,10140,1401,64012.98508,31,2199
196,90,0.549712771,10140,906,64012.98508,30,2158
226,94,0.553372041,17281,4964,23689.09175,29,2144
308,91,0.485466914,13133,3268,31575.54927,17,1559
303,92,0.481920569,13793,4345,31575.54927,14,1624
310,104,0.455246914,8736,7737,22618.54494,21,1866
166,65,0.504225352,2378,2793,52943.28146,87,3101
202,72,0.506828979,1921,616,52943.28146,110,3274
352,78,0.445721584,13208,912,42257.62962,12,1494
247,84,0.442307692,9832,1664,42257.62962,8,1334
247,84,0.442307692,9832,1664,42257.62962,8,1334
272,82,0.445280438,9832,1408,55247.40565,9,1391
364,76,0.42462845,10297,2649,35286.78995,10,1343
360,81,0.409431138,10984,3953,35286.78995,10,1269
360,78,0.413121846,10297,8515,35286.78995,10,1317
123,95,0.504165014,1622,462,21672.99278,14,2436
122,90,0.504746835,1622,2799,21672.99278,14,2439
118,91,0.504556752,2268,2463,30211.60385,15,2324
450,67,0.552924791,20928,1094,25847.2077,23,665
471,70,0.56,17304,2178,50716.61358,21,843
50,50,0.516649849,390,2879,42482.92615,3,948
51,51,0.515037594,390,2473,42482.92615,3,1016
271,139,0.545340446,7709,2243,64012.98508,38,3027
268,123,0.535338785,7544,675,64012.98508,38,3250
271,133,0.54076993,7544,2224,64012.98508,39,3133
239,134,0.553340716,9028,4349,64012.98508,34,2577
224,117,0.551632498,9623,5665,64012.98508,31,2502
235,128,0.552799699,9623,2718,64012.98508,32,2529
265,140,0.552874379,9414,3808,23689.09175,36,2680
274,139,0.55184412,9414,5845,23689.09175,36,2733
248,132,0.553207267,10384,2128,23689.09175,36,2565
296,141,0.554977228,7912,1103,23689.09175,38,2923
306,145,0.544710518,9451,3472,92063.85439,37,3142
281,135,0.535837156,7544,2447,92063.85439,39,3311
278,135,0.54095919,8474,3783,92063.85439,39,3188
288,141,0.552606635,8474,3975,92063.85439,38,3008
284,137,0.531139516,7544,2872,92063.85439,40,3491
293,140,0.554171856,8474,3228,92063.85439,38,3053
272,142,0.552493438,8282,6920,92063.85439,37,2896
101,130,0.355515277,1288,10910,40268.92265,107,3653
266,48,0.308231173,10290,484,31098.29863,6,546
256,111,0.482280431,19414,2811,34991.12653,10,1246
286,119,0.48820059,21657,2967,34991.12653,11,1293
772,63,0.500811249,8711,14399,58872.21116,42,1753
158,108,0.48004315,21644,2614,41420.82633,9,897
212,68,0.504973946,2561,3124,49387.2863,149,4101
21,67,0.377483444,0,26373,6177.561535,38,149
37,116,0.362458725,1288,1081,35105.88129,81,3717
31,99,0.355704698,855,4927,51885.59884,74,3670
34,99,0.356327801,992,8918,51885.59884,76,3647
35,101,0.356867779,992,3285,51885.59884,76,3683
24,48,0.464285714,2210,8015,27407.09329,7,673
246,70,0.566037736,13746,1132,24355.68359,7,821
91,141,0.500473335,5864,1630,11153.65005,24,2806
36,118,0.49070632,1495,3502,72929.04225,18,2162
55,148,0.504030958,2605,755,72929.04225,22,2777
43,147,0.508196721,2759,1167,72929.04225,21,2630
29,93,0.488553881,1495,3321,72929.04225,16,1601
62,141,0.503261579,4291,3821,72929.04225,22,2741
22,99,0.493846154,454,2327,72929.04225,14,1734
45,154,0.52182385,2744,3152,72929.04225,20,2303
53,151,0.521503433,3299,3630,72929.04225,19,2464
36,116,0.497107438,454,1578,72929.04225,15,2150
45,154,0.52182385,2744,4536,72929.04225,20,2303
43,150,0.50541161,2759,1838,72929.04225,21,2743
43,150,0.50541161,2759,1867,72929.04225,21,2743
43,149,0.506781343,2759,3792,72929.04225,21,2722
49,151,0.50371567,3346,875,72929.04225,21,2790
49,151,0.50371567,3346,963,72929.04225,21,2790
22,89,0.481696688,454,3077,72929.04225,12,1525
61,144,0.501471069,3849,4908,72929.04225,22,2734
32,110,0.493927126,1859,2809,72929.04225,17,1769
22,79,0.472396487,454,3077,72929.04225,12,1413
36,118,0.49070632,1495,3517,72929.04225,18,2162
56,142,0.499327957,2605,490,72929.04225,21,2664
67,136,0.501192504,4129,963,72929.04225,22,2615
30,108,0.486676017,0,3395,72929.04225,14,1909
49,110,0.518129771,3953,899,72929.04225,15,1887
43,104,0.511036468,3953,4010,72929.04225,14,1875
28,105,0.494921514,454,3319,72929.04225,14,1921
62,145,0.499516597,4291,788,72929.04225,21,2771
48,149,0.507909795,2759,2188,72929.04225,20,2671
52,140,0.502996005,2605,694,72929.04225,22,2692
40,140,0.507262164,2099,4066,72929.04225,19,2468
42,132,0.498897869,2365,3080,72929.04225,18,2449
27,86,0.472367656,1283,9254,72929.04225,11,1525
32,73,0.48240563,154,3375,72929.04225,12,1415
119,120,0.35229992,1594,1490,51885.59884,95,3576
119,120,0.35229992,1594,14993,51885.59884,95,3576
164,54,0.453891432,10260,14551,54974.84818,25,1467
126,41,0.486238532,23695,3237,54974.84818,23,825
117,88,0.544224766,7682,722,34321.39937,12,1750
118,94,0.548288196,8948,1538,34321.39937,9,1779
117,88,0.544224766,7682,910,34321.39937,12,1750
85,84,0.531455962,11839,827,32500.0954,19,1598
190,78,0.468508287,17897,2224,30733.40349,6,862
172,54,0.539272031,8852,4157,24113.64599,9,1008
275,125,0.48985115,23202,4041,37557.40959,25,1415
206,66,0.503785673,9258,1580,55277.9273,10,1641
43,86,0.345147219,1741,1620,22107.5451,29,1733
304,91,0.502115656,28146,644,17767.94461,14,1365
570,71,0.506375228,18620,4853,12830.53078,9,1037
248,161,0.450937155,28589,5014,13403.46526,16,1742
248,161,0.450937155,28589,3730,13403.46526,16,1742
44,54,0.322946176,1858,2078,18350.56273,22,347
196,104,0.473407364,18346,1145,17389.64383,14,1643
285,145,0.480386889,24135,1940,17389.64383,22,1785
173,111,0.522036002,4202,2167,19314.25885,7,1541
143,114,0.48943948,11895,2631,18843.2556,14,1896
145,112,0.485585586,9971,3759,18843.2556,14,1675
142,113,0.488739629,11895,2144,18843.2556,14,1961
145,113,0.487341772,9971,5153,18843.2556,14,1667
145,113,0.487341772,9971,5153,18843.2556,14,1667
150,116,0.492129246,11895,5287,18843.2556,14,1850
216,158,0.459330144,28963,2236,22681.831,14,1608
202,152,0.456077016,25891,2319,22681.831,14,1597
90,143,0.488721805,6665,1251,11153.65005,25,2924
90,143,0.497063369,5864,2053,11153.65005,24,2856
139,95,0.3912265,12738,7045,9397.051812,24,2116
154,96,0.396446419,18440,916,9397.051812,17,1717
132,99,0.391011236,12738,4486,9397.051812,24,2108
113,89,0.380244755,10137,3703,22107.5451,28,2166
150,90,0.561038961,4208,821,28933.52476,7,1431
368,66,0.540169824,11871,902,18042.05803,13,1472
85,101,0.570030896,3676,4652,11110.7312,14,1770
151,65,0.368772783,8147,1005,28056.87549,11,1479
151,65,0.368772783,8147,6701,28056.87549,11,1479
145,68,0.370306181,8147,6157,28056.87549,11,1558
159,67,0.364647713,8147,2376,28056.87549,11,1449
159,67,0.364647713,8147,2376,28056.87549,11,1449
145,119,0.490130197,11760,4174,18843.2556,18,1816
134,104,0.476341808,11803,2040,18843.2556,13,2242
212,93,0.524076148,9094,1157,36338.43718,15,1732
209,80,0.446373851,3006,1483,25603.0493,18,1889
110,115,0.464961068,4625,2024,28753.57343,16,1743
46,117,0.32718894,1360,7716,21120.45679,31,1444
101,116,0.468688845,1037,2956,15632.00087,12,1978
105,118,0.468534907,1037,1082,15632.00087,11,1968
119,92,0.394698795,16041,4462,12753.44077,18,1984
35,123,0.367909664,1288,5181,35105.88129,83,3591
40,119,0.375251799,1863,3649,35105.88129,72,3273
40,115,0.375,3052,2765,35105.88129,64,2995
74,82,0.490950226,5965,1094,32500.0954,14,1257
85,85,0.497245869,5018,2800,32500.0954,16,1903
158,92,0.393075356,19008,291,9454.241349,15,1878
113,88,0.504142012,2618,3882,21672.99278,14,2448
80,72,0.541054451,8295,2476,19674.05146,13,1117
203,70,0.531296205,3407,791,25722.93911,10,1949
471,66,0.56978233,23790,242,25847.2077,18,729
471,66,0.56978233,23790,953,25847.2077,18,729
474,64,0.553438277,24690,21432,50716.61358,19,1142
194,124,0.447037702,19881,704,28878.15314,18,1609
41,93,0.354140915,1346,300,8553.058892,33,1525
130,79,0.555049787,3265,1657,26465.70576,11,3399
61,113,0.307973665,1482,1086,27829.2449,36,2626
416,64,0.453063885,15252,905,35286.78995,17,1466
