경쟁자 수,교육 수,교통 수,버퍼내폐업비율,인허가 영업,인허가 폐업,임대료,집객시설 수,타업종경쟁자
40,588,54,0.549889135,406,496,1546,11,862
586,34,53,0.426498423,909,676,1230,13,999
633,35,58,0.419716647,983,711,1287,19,1061
556,33,50,0.425407166,882,653,781,13,979
97,501,76,0.533169533,760,868,2398,13,1531
86,204,64,0.466711052,801,701,1083,14,1416
75,199,59,0.473237598,807,725,866,6,1457
77,207,66,0.467966574,764,672,345,8,1359
74,206,62,0.468599034,770,679,1589,6,1375
97,231,85,0.489361702,864,828,788,10,1595
105,279,98,0.515409139,912,970,3246,16,1777
105,279,98,0.515409139,912,970,1184,13,1777
100,250,92,0.493902439,913,891,1936,12,1704
97,217,89,0.484523057,816,767,755,11,1486
50,187,70,0.552151714,614,757,485,14,1321
57,109,65,0.548366432,705,856,2464,15,1504
168,108,75,0.502067065,1084,1093,1938,11,2009
174,104,76,0.504557885,1087,1107,2413,12,2020
175,102,78,0.506487696,1103,1132,5770,12,2060
170,112,75,0.502057613,1089,1098,2053,11,2017
164,119,85,0.506882989,1003,1031,1120,14,1870
50,134,90,0.535994764,709,819,1085,11,1478
65,138,91,0.570827489,612,814,809,9,1361
34,149,91,0.547976012,603,731,2560,8,1300
20,124,47,0.610849057,330,518,1025,5,828
20,124,47,0.610849057,330,518,7825,6,828
222,95,83,0.363226863,1555,887,1664,29,2220
96,188,88,0.457598657,646,545,1736,6,1095
128,224,84,0.439278279,808,633,886,6,1313
128,224,84,0.439278279,808,633,1197,5,1313
50,37,65,0.438957476,409,320,2919,9,679
67,191,78,0.468508287,481,424,3375,6,838
67,191,78,0.468508287,481,424,2767,8,838
102,125,84,0.466171617,647,565,1819,10,1110
105,128,80,0.464926591,656,570,1012,8,1121
84,200,67,0.472837022,786,705,984,9,1407
78,593,71,0.507109005,520,535,869,11,977
241,151,72,0.503836317,970,985,2260,13,1714
220,122,67,0.490947817,956,922,3287,12,1658
220,109,61,0.489858012,1006,966,2969,15,1752
209,108,72,0.492809735,917,891,1670,13,1599
200,102,74,0.488332385,899,858,4116,12,1557
195,93,71,0.48816568,865,825,2712,11,1495
265,171,70,0.51440678,1146,1214,1490,13,2095
244,131,69,0.501126634,1107,1112,1160,14,1975
219,116,63,0.486772487,970,920,3171,13,1671
245,148,70,0.499752598,1011,1010,1132,15,1776
214,104,62,0.488184748,953,909,1808,12,1648
209,108,72,0.492809735,917,891,565,12,1599
241,115,62,0.498395232,1094,1087,1712,13,1940
241,115,62,0.498395232,1094,1087,3225,13,1940
238,130,63,0.494804552,1021,1000,1541,13,1783
220,128,68,0.494646681,944,924,2157,13,1648
220,111,61,0.488514548,1002,957,3154,12,1739
199,94,71,0.488979118,881,843,1818,15,1525
219,115,63,0.486814346,973,923,1729,13,1677
220,122,66,0.490686535,957,922,2705,12,1659
235,134,66,0.495943205,994,978,2938,12,1737
221,111,63,0.493020937,1017,989,1582,12,1785
234,140,72,0.501564129,956,962,1132,12,1684
235,134,68,0.496695475,990,977,1831,13,1732
239,140,69,0.503867973,962,977,1061,12,1700
218,114,68,0.494357872,941,920,1010,13,1643
230,106,64,0.499517375,1037,1035,1335,14,1842
235,138,66,0.49742268,975,965,1027,12,1705
190,91,73,0.485347985,843,795,3051,10,1448
132,185,83,0.469858156,897,795,1068,15,1560
132,183,79,0.471403813,915,816,1489,14,1599
115,141,72,0.478850325,961,883,795,12,1729
118,153,106,0.470858192,1153,1026,2815,16,2061
106,150,110,0.476821192,1027,936,1232,11,1857
122,139,104,0.46601467,1092,953,1949,16,1923
122,139,104,0.46601467,1092,953,3633,16,1923
80,203,98,0.515727871,662,705,706,7,1287
55,284,93,0.547706422,493,597,1266,11,1035
186,187,104,0.516290727,965,1030,2474,9,1809
164,186,100,0.516630901,901,963,709,8,1700
164,172,100,0.51465798,894,948,877,9,1678
159,175,100,0.517051705,878,940,1833,9,1659
108,136,85,0.512912482,679,715,1962,10,1286
167,201,119,0.516298633,920,982,2290,10,1735
152,163,96,0.517816092,839,901,1093,8,1588
83,145,107,0.485929648,1023,967,1862,24,1907
80,203,112,0.49082859,805,776,1891,19,1501
89,232,112,0.473364801,781,702,1580,18,1394
49,139,82,0.539130435,689,806,902,10,1446
44,140,85,0.526647966,675,751,645,13,1382
53,210,84,0.522870662,605,663,834,10,1215
51,215,83,0.504664179,531,541,848,6,1021
61,267,92,0.514258555,511,541,1380,7,991
66,244,91,0.525450274,606,671,813,7,1211
61,244,87,0.528052805,572,640,2390,7,1151
77,236,85,0.549053356,262,319,2225,10,504
202,287,106,0.531207289,1029,1166,979,13,1993
178,291,116,0.541625857,936,1106,1243,13,1864
108,258,96,0.551160791,522,641,2315,16,1055
225,229,84,0.515784114,951,1013,1017,14,1739
198,248,96,0.518078791,893,960,2844,15,1655
103,341,106,0.522604952,887,971,2115,10,1755
113,355,102,0.526476578,930,1034,2543,9,1851
71,323,123,0.531827515,684,777,729,5,1390
134,75,65,0.371859296,875,518,375,8,1259
78,96,125,0.485105049,1642,1547,3006,19,3111
113,103,130,0.482261321,1795,1672,2024,19,3354
89,89,127,0.499260355,1354,1350,792,16,2615
51,80,110,0.485258579,1065,1004,1132,15,2018
130,192,79,0.460737179,673,575,2453,20,1118
46,177,79,0.518059856,467,502,339,11,923
52,80,99,0.556213018,900,1128,1285,15,1976
103,87,116,0.514901961,1237,1313,622,16,2447
134,109,75,0.513897867,752,795,1814,6,1413
133,106,74,0.511752854,727,762,1055,5,1356
178,104,72,0.511239193,848,887,936,17,1557
158,105,74,0.513562387,807,852,1814,8,1501
149,119,81,0.513221154,810,854,916,9,1515
436,201,110,0.538672351,1515,1769,2084,14,2848
252,193,104,0.518614719,1112,1198,2902,10,2058
221,141,89,0.510891089,988,1032,2529,10,1799
50,127,91,0.437428243,980,762,1483,9,1692
102,151,116,0.459427904,926,787,743,10,1611
102,151,116,0.459427904,926,787,390,10,1611
157,113,65,0.50166334,749,754,1196,11,1346
80,127,92,0.522205207,936,1023,592,11,1879
83,129,92,0.520748988,947,1029,757,13,1893
91,322,117,0.524675325,915,1010,854,11,1834
100,329,112,0.534294235,937,1075,468,12,1912
48,208,88,0.52553389,511,566,945,5,1029
65,267,126,0.530491415,793,896,3144,9,1624
65,267,126,0.530491415,793,896,349,9,1624
216,59,65,0.418435013,877,631,1884,10,1292
229,72,67,0.425015557,924,683,2702,8,1378
229,72,67,0.425015557,924,683,1377,7,1378
217,56,63,0.413507926,851,600,2261,9,1234
219,64,67,0.420327869,884,641,666,7,1306
216,76,79,0.436406068,966,748,3718,7,1498
164,54,62,0.440201729,777,611,3512,5,1224
139,61,56,0.433284457,773,591,3241,5,1225
153,55,55,0.441751368,714,565,1368,4,1126
72,126,79,0.483870968,384,360,849,9,672
50,101,78,0.444210526,264,211,1105,11,425
84,120,118,0.336764706,451,229,4600,21,596
194,102,126,0.326834862,587,285,1126,48,678
156,92,102,0.334306569,456,229,3844,45,529
154,93,104,0.332833583,445,222,1036,42,513
152,74,93,0.340458015,432,223,2865,40,503
46,191,104,0.526836158,670,746,525,10,1370
39,108,61,0.458789205,742,629,2065,5,1332
37,111,74,0.456764296,779,655,516,5,1397
37,111,74,0.456764296,779,655,387,6,1397
65,227,109,0.529113924,744,836,1242,7,1515
62,213,102,0.539348711,679,795,1002,4,1412
46,165,75,0.525714286,498,552,892,9,1004
192,175,112,0.49280329,740,719,1250,6,1267
627,274,131,0.518124281,1675,1801,692,23,2849
85,172,94,0.547961631,754,914,694,16,1583
73,195,103,0.545578231,668,802,2180,15,1397
78,158,94,0.550868486,724,888,2839,22,1534
62,136,76,0.547155689,605,731,707,13,1274
123,354,108,0.534048507,999,1145,1323,8,2021
135,334,114,0.532285472,1101,1253,1221,9,2219
116,352,103,0.52938222,937,1054,13395,10,1875
119,331,113,0.532820281,1032,1177,951,8,2090
84,296,100,0.517035266,808,865,1306,9,1589
550,311,147,0.558590029,1390,1759,6222,37,2599
512,330,145,0.55489022,1338,1668,725,37,2494
528,335,148,0.553542543,1380,1711,3404,34,2563
228,160,67,0.531781558,1046,1188,3257,7,2006
156,173,69,0.51814059,850,914,1482,13,1608
156,173,69,0.51814059,850,914,1373,11,1608
50,191,131,0.468784228,485,428,1490,11,863
121,162,79,0.437687688,749,583,233,19,1211
168,127,60,0.576656151,671,914,933,9,1417
166,128,60,0.577246283,654,893,1191,7,1381
44,244,112,0.473631841,529,476,1892,6,961
48,188,106,0.468028419,599,527,989,12,1078
32,122,85,0.53411306,239,274,1223,11,481
32,124,85,0.532359081,224,255,2117,8,447
33,124,82,0.527131783,244,272,672,8,483
164,88,100,0.385433715,751,471,845,15,1058
167,86,99,0.375103734,753,452,3787,18,1038
170,95,86,0.373397436,782,466,2360,18,1078
166,92,90,0.381654382,755,466,2045,16,1055
167,94,90,0.386290323,761,479,1738,14,1073
169,92,79,0.363794604,731,418,2160,15,980
168,82,89,0.362676056,724,412,1896,16,968
167,86,89,0.365895458,740,427,706,15,1000
144,138,116,0.407619048,933,642,1428,16,1431
143,145,127,0.423244251,928,681,3307,17,1466
144,138,116,0.407619048,933,642,1753,24,1431
144,146,129,0.395977809,871,571,1897,14,1298
105,201,80,0.440174039,772,607,630,17,1274
142,220,83,0.444556452,1102,882,1020,20,1842
92,121,44,0.421452703,685,499,5756,12,1092
151,198,73,0.444887781,1113,892,1050,18,1854
140,247,93,0.446570973,1041,840,1590,20,1741
145,116,117,0.398006135,785,519,3010,15,1159
43,86,85,0.477205882,711,649,4571,7,1317
89,93,82,0.466780239,626,548,673,14,1085
101,86,78,0.439537329,533,418,1669,8,850
49,135,89,0.436021831,930,719,1487,8,1600
144,66,65,0.362931642,904,515,583,13,1275
147,70,64,0.363572433,905,517,445,14,1275
147,70,64,0.366528354,916,530,2954,13,1299
151,103,63,0.506007067,699,716,859,12,1264
151,105,65,0.506713781,698,717,549,15,1264
114,315,114,0.525984252,903,1002,749,6,1791
25,78,73,0.480865225,624,578,1129,8,1177
42,63,59,0.427272727,252,188,1187,4,398
42,63,59,0.429844098,256,193,2133,11,407
189,121,99,0.437017995,876,680,1165,19,1367
188,118,90,0.442054958,934,740,932,25,1486
232,76,104,0.384399813,1318,823,2867,17,1909
202,91,114,0.396391753,1171,769,2669,20,1738
206,89,112,0.391611925,1204,775,1050,22,1773
179,102,109,0.413569322,994,701,4335,15,1516
188,101,109,0.400343643,1047,699,2267,18,1558
176,109,104,0.439856373,936,735,3025,14,1495
187,100,112,0.401704545,1053,707,1599,18,1573
408,19,60,0.436835891,477,370,6895,16,439
544,19,63,0.433636364,623,477,2069,16,556
512,20,64,0.436469447,581,450,3540,16,519
717,17,75,0.456596036,795,668,4474,25,746
648,20,68,0.441754917,738,584,607,19,674
647,20,68,0.440754717,741,584,2369,17,678
686,22,70,0.453050034,798,661,6618,22,773
576,20,65,0.434969854,656,505,3264,18,585
324,24,61,0.448559671,402,327,1127,11,405
324,23,60,0.445816187,404,325,1165,10,405
315,24,62,0.443055556,401,319,423,10,405
219,54,77,0.380694981,802,493,722,17,1076
218,77,100,0.371609925,1089,644,517,28,1515
232,73,93,0.372840977,1053,626,4307,26,1447
30,121,112,0.450980392,280,230,2403,8,480
30,132,103,0.441767068,278,220,1197,5,468
104,118,107,0.437921727,833,649,2783,17,1378
57,182,98,0.50945495,441,458,2491,10,842
57,187,104,0.507057546,454,467,1100,10,864
57,184,102,0.502164502,460,464,892,8,867
59,113,93,0.457844184,1016,858,655,15,1815
56,124,99,0.447091413,998,807,1732,11,1749
28,103,68,0.488565489,492,470,1147,7,934
71,198,40,0.325882353,573,277,670,9,779
68,192,32,0.329624478,482,237,3194,7,651
93,195,95,0.522727273,546,598,5148,1,1051
77,193,108,0.512651265,443,466,3342,9,832
70,196,110,0.5093361,473,491,1667,6,894
79,189,104,0.528528529,471,528,1572,4,920
78,196,97,0.528056112,471,527,2647,3,920
79,195,98,0.527184466,487,543,1401,4,951
80,206,102,0.531601732,541,614,3707,4,1075
77,207,105,0.531786942,545,619,852,5,1087
83,234,111,0.533296943,855,977,384,13,1749
55,77,81,0.37195122,206,122,4533,28,273
444,989,64,0.509214355,1012,1050,6628,35,1618
524,1408,71,0.49898084,1229,1224,11335,37,1929
35,114,85,0.49551346,506,497,3177,4,968
131,234,177,0.46483376,837,727,1637,14,1433
107,316,115,0.52498738,941,1040,1417,10,1874
124,322,113,0.539509537,1014,1188,4111,12,2078
23,115,92,0.495762712,238,234,3202,12,449
29,40,63,0.474842767,167,151,1201,7,289
1185,325,53,0.49449397,1928,1886,2503,175,2629
1156,376,50,0.491724506,1904,1842,2294,198,2590
1223,394,55,0.49561753,1899,1866,5429,212,2542
1193,405,55,0.494212651,1879,1836,4182,214,2522
1289,471,54,0.496815287,1817,1794,4044,270,2322
1193,280,63,0.496171894,2040,2009,4106,169,2856
41,150,116,0.476374156,543,494,2338,10,996
9,115,45,0.558472554,185,234,2395,4,410
77,61,73,0.473372781,623,560,3647,15,1106
112,322,126,0.461100569,568,486,3391,15,942
102,331,101,0.520914668,859,934,210,9,1691
54,170,166,0.532237674,370,421,910,7,737
45,147,147,0.536690647,322,373,2667,6,650
69,181,167,0.484037075,501,470,2403,11,902
208,115,71,0.512893983,680,716,1221,2,1188
88,197,105,0.477189781,573,523,1386,10,1008
120,75,58,0.468996618,471,416,2655,5,767
171,86,66,0.472850679,699,627,2602,5,1155
40,157,113,0.472195122,541,484,2295,8,985
74,100,107,0.476074219,1073,975,1386,15,1974
75,83,110,0.475311721,1052,953,1159,12,1930
75,103,111,0.471876556,1061,948,460,13,1934
76,119,116,0.472809668,1047,939,3125,14,1910
76,119,116,0.472809668,1047,939,1562,14,1910
68,280,100,0.481002425,642,595,877,17,1169
41,87,78,0.521472393,312,340,1093,8,611
41,79,74,0.524486572,301,332,2305,8,592
40,75,73,0.518518519,299,322,1243,8,581
41,79,71,0.526315789,297,330,1889,10,586
95,642,99,0.499468085,941,939,1225,18,1785
93,550,105,0.500267809,933,934,1289,19,1774
102,491,106,0.493871297,991,967,644,20,1856
94,589,99,0.499201703,941,938,618,16,1785
94,473,108,0.498658078,934,929,581,19,1769
45,534,73,0.523735409,612,673,1374,10,1240
26,154,83,0.531830239,353,401,4644,6,728
29,160,89,0.540048544,379,445,951,6,795
59,266,96,0.524926686,648,716,2028,16,1305
53,213,96,0.536621824,620,718,501,12,1285
41,103,89,0.491456469,625,604,831,10,1188
146,94,59,0.505357143,554,566,2925,5,974
24,148,69,0.523255814,287,315,2320,11,578
22,163,63,0.501760563,283,285,1128,4,546
32,104,66,0.495807128,481,473,1050,7,922
184,24,58,0.393504532,803,521,2260,11,1140
184,24,58,0.393504532,803,521,8240,10,1140
184,24,58,0.393504532,803,521,10714,10,1140
184,24,58,0.393504532,803,521,24161,8,1140
184,24,58,0.393504532,803,521,1072,8,1140
155,23,41,0.402609506,641,432,830,10,918
184,24,58,0.393504532,803,521,14191,8,1140
184,24,58,0.393504532,803,521,3671,8,1140
184,24,58,0.393504532,803,521,16562,11,1140
184,24,58,0.393504532,803,521,4575,8,1140
184,24,58,0.393504532,803,521,10893,8,1140
184,24,58,0.393504532,803,521,2768,8,1140
184,24,58,0.393504532,803,521,691,8,1140
184,24,58,0.393504532,803,521,1377,9,1140
184,24,58,0.393504532,803,521,5348,9,1140
184,24,58,0.393504532,803,521,6802,8,1140
147,23,39,0.40106383,563,377,854,7,793
184,24,58,0.393504532,803,521,18847,8,1140
351,196,118,0.504504505,1100,1120,4945,14,1869
331,169,114,0.505169867,1005,1026,2829,11,1700
338,190,100,0.50776699,1014,1046,7143,11,1722
330,167,109,0.508121827,969,1001,632,11,1640
127,78,89,0.326605505,367,178,941,34,418
107,64,71,0.32594235,304,147,410,29,344
24,130,91,0.455772114,363,304,680,6,643
61,182,86,0.546853147,972,1173,1141,16,2084
87,148,95,0.555703803,666,833,821,10,1412
193,121,102,0.513888889,1225,1295,1653,14,2327
78,138,62,0.458532695,679,575,3894,9,1176
31,248,58,0.324863884,372,179,760,10,520
383,166,80,0.480304387,1161,1073,2162,25,1851
289,148,80,0.487948581,956,911,702,19,1578
359,160,80,0.480272772,1067,986,7758,20,1694
37,276,65,0.531725888,369,419,2439,5,751
34,259,63,0.53769559,325,378,1170,4,669
94,130,103,0.467196819,804,705,2527,20,1415
480,386,117,0.534859877,1361,1565,2950,67,2446
218,79,76,0.352462352,1591,866,4337,26,2239
218,79,76,0.352462352,1591,866,3117,26,2239
214,93,73,0.373278237,1365,813,1450,27,1964
40,139,54,0.538712306,566,661,5335,8,1187
46,143,56,0.557042254,629,791,1110,10,1374
13,56,44,0.493261456,188,183,4052,1,358
40,166,100,0.555401662,642,802,2049,11,1404
183,182,98,0.437679083,785,611,1221,34,1213
143,248,113,0.445736434,715,575,1968,36,1147
91,114,83,0.460405157,879,750,1185,21,1538
69,300,100,0.505898681,712,729,1252,17,1372
66,315,104,0.501779359,700,705,993,17,1339
59,207,89,0.530982906,878,994,2526,8,1813
41,130,60,0.524979525,580,641,531,3,1180
92,186,49,0.534762457,803,923,787,17,1634
83,167,48,0.533381192,650,743,874,11,1310
49,136,59,0.539215686,658,770,1711,10,1379
81,116,57,0.537142857,891,1034,1527,11,1844
131,244,86,0.533038147,1371,1565,2533,18,2805
103,189,85,0.542570281,1139,1351,4595,21,2387
116,212,96,0.53194397,1370,1557,680,22,2811
104,209,97,0.534671533,1275,1465,1550,23,2636
112,238,93,0.530881828,1314,1487,1115,19,2689
112,238,93,0.530881828,1314,1487,1359,20,2689
58,218,66,0.500840336,891,894,2785,11,1727
55,221,90,0.5351697,945,1088,1347,11,1978
75,80,124,0.474654378,1026,927,695,12,1878
45,144,96,0.495768688,715,703,2330,7,1373
34,151,97,0.500723589,690,692,625,10,1348
128,296,119,0.438183347,668,521,3615,11,1061
129,291,114,0.437707641,677,527,4331,13,1075
133,303,125,0.436018957,714,552,2085,17,1133
130,292,114,0.436573311,684,530,11176,11,1084
167,164,100,0.42503639,790,584,2285,11,1207
128,266,100,0.440649018,655,516,2662,10,1043
134,260,98,0.442822384,687,546,1981,10,1099
139,283,114,0.442277691,715,567,3879,12,1143
143,277,118,0.44495766,721,578,1403,27,1156
135,296,116,0.435064935,696,536,858,16,1097
143,277,118,0.44495766,721,578,553,19,1156
97,93,80,0.463299132,680,587,2719,17,1170
97,95,81,0.461478599,692,593,3245,14,1188
135,157,92,0.406218656,1184,810,1516,22,1859
69,291,96,0.511482255,702,735,526,15,1368
88,123,109,0.471733086,1140,1018,1012,15,2070
26,126,73,0.490740741,385,371,1339,6,730
769,268,68,0.512209302,1678,1762,13347,64,2671
740,202,67,0.51218769,1601,1681,7237,71,2542
750,205,67,0.51059322,1617,1687,6764,65,2554
740,317,69,0.515151515,1584,1683,8919,60,2527
42,203,86,0.513846154,474,501,751,10,933
7,46,57,0.45483871,169,141,1102,4,303
250,175,82,0.486503453,818,775,5756,10,1343
710,248,78,0.507582792,1591,1640,7278,145,2521
759,229,78,0.511353583,1657,1734,3483,128,2632
1028,401,94,0.510695187,2379,2483,14410,208,3834
1707,481,52,0.50533727,2178,2225,2829,283,2696
1685,491,54,0.503877737,2175,2209,3597,288,2699
1655,492,56,0.507172605,2130,2192,3943,296,2667
1728,495,49,0.507042254,2170,2232,3719,292,2674
1723,482,52,0.507144477,2173,2236,4783,284,2686
1716,465,52,0.501340483,2232,2244,8131,281,2760
1680,493,54,0.505815279,2167,2218,6154,294,2705
1694,483,53,0.503161698,2200,2228,3928,291,2734
178,117,87,0.513640239,1141,1205,3079,16,2168
152,105,87,0.511111111,1056,1104,5479,18,2008
164,109,84,0.508883827,1078,1117,1292,14,2031
152,105,87,0.511111111,1056,1104,1781,17,2008
147,92,96,0.493952588,1046,1021,1098,21,1920
164,109,83,0.507530808,1079,1112,1183,15,2027
178,118,89,0.51251591,1149,1208,1243,16,2179
152,105,87,0.511111111,1056,1104,5649,17,2008
141,98,91,0.506829268,1011,1039,3506,16,1909
163,106,96,0.505494505,1080,1104,2321,15,2021
159,110,84,0.510335324,1066,1111,2377,16,2018
173,116,95,0.505715592,1081,1106,904,15,2014
155,101,87,0.498822421,1064,1059,4324,13,1968
170,119,87,0.513070447,1099,1158,633,16,2087
172,118,97,0.503410641,1092,1107,890,14,2027
163,110,84,0.505779011,1069,1094,904,14,2000
175,114,87,0.515652174,1114,1186,933,16,2125
33,288,55,0.522762951,304,333,7303,4,604
33,325,57,0.524922118,305,337,1811,4,609
241,255,58,0.477571364,1153,1054,1517,26,1966
250,263,60,0.475551709,1212,1099,4554,25,2061
253,279,60,0.478914405,1248,1147,1301,27,2142
252,261,64,0.477624785,1214,1110,3104,26,2072
202,288,59,0.470505618,1131,1005,1301,18,1934
243,256,64,0.478105451,1168,1070,3036,25,1995
251,256,61,0.475251862,1198,1085,1814,25,2032
254,270,62,0.475578406,1224,1110,15385,25,2080
247,262,59,0.474813841,1199,1084,4178,26,2036
183,226,67,0.469646799,961,851,4800,26,1629
247,262,59,0.474813841,1199,1084,3821,26,2036
171,211,66,0.465714286,935,815,4455,23,1579
237,240,61,0.474149977,1129,1018,7203,25,1910
254,270,62,0.475578406,1224,1110,5268,25,2080
50,177,59,0.558766859,687,870,2864,10,1507
47,156,58,0.554545455,637,793,1005,10,1383
52,271,81,0.532963989,843,962,926,10,1753
120,114,48,0.594979079,484,711,809,7,1075
121,114,48,0.595,486,714,715,5,1079
120,117,50,0.595317726,484,712,840,6,1076
127,133,59,0.589171975,516,740,1711,6,1129
123,132,57,0.590652699,508,733,1026,9,1118
136,134,62,0.586074981,541,766,1714,7,1171
134,134,61,0.583143508,549,768,1645,7,1183
123,133,54,0.592084006,505,733,1960,7,1115
130,138,57,0.588143526,528,754,3608,5,1152
122,125,53,0.59551495,487,717,1058,6,1082
123,131,52,0.592956593,497,724,1442,5,1098
122,125,54,0.591433278,496,718,1400,7,1092
123,134,51,0.593137255,498,726,4663,6,1101
121,120,50,0.591326105,490,709,715,5,1078
69,190,59,0.49930459,720,718,1550,10,1369
71,228,73,0.509833585,648,674,2064,12,1251
73,204,65,0.497597804,732,725,2503,9,1384
74,142,46,0.497893258,715,709,3612,8,1350
149,62,96,0.2998713,544,233,5845,56,628
157,58,104,0.281431335,743,291,4388,42,877
157,58,104,0.281431335,743,291,3459,40,877
161,60,104,0.285033365,750,299,3610,41,888
1588,352,50,0.498122947,2139,2123,5344,216,2674
1588,352,50,0.498122947,2139,2123,9008,216,2674
1121,190,69,0.495495495,1680,1650,3364,85,2209
1084,191,66,0.498321636,1644,1633,3303,83,2193
1355,220,66,0.49346761,1861,1813,343,104,2319
1355,220,66,0.49346761,1861,1813,347,103,2319
1367,247,63,0.50436989,1758,1789,5460,116,2180
1355,220,66,0.49346761,1861,1813,353,105,2319
1357,239,65,0.500824629,1816,1822,2531,107,2281
1380,249,65,0.50639108,1815,1862,3350,106,2297
1399,242,66,0.502689618,1849,1869,3716,104,2319
1300,243,63,0.50647821,1676,1720,5573,111,2096
1149,235,60,0.512753434,1490,1568,4053,80,1909
201,110,110,0.318670577,697,326,6658,99,822
251,115,122,0.32095901,878,415,2886,101,1042
220,110,111,0.315789474,806,372,2151,97,958
231,110,112,0.316889632,817,379,2263,100,965
164,106,107,0.31678487,578,268,1076,97,682
523,42,135,0.368838028,2151,1257,2825,67,2885
471,40,136,0.36732852,2103,1221,4460,45,2853
482,121,143,0.353212638,1822,995,7556,131,2335
496,121,142,0.356573014,1855,1028,28627,132,2387
496,121,142,0.356573014,1855,1028,6182,132,2387
199,224,125,0.518251681,1003,1079,2229,12,1883
23,156,66,0.47788873,366,335,1729,9,678
972,429,81,0.491763134,2283,2209,5246,142,3520
1013,486,95,0.501919795,2335,2353,1294,166,3675
1037,458,87,0.492209178,2379,2306,6654,153,3648
980,418,86,0.491835834,2303,2229,11551,141,3552
1012,418,81,0.492886846,2317,2252,5730,155,3557
1037,458,87,0.492209178,2379,2306,785,155,3648
1037,458,87,0.492209178,2379,2306,666,153,3648
1012,418,81,0.492886846,2317,2252,1514,155,3557
982,480,90,0.498886414,2250,2240,2058,150,3508
1037,458,87,0.492209178,2379,2306,1698,153,3648
1037,458,87,0.492209178,2379,2306,643,153,3648
1037,458,87,0.492209178,2379,2306,643,153,3648
196,84,75,0.351215423,774,419,872,16,997
199,85,75,0.350541216,780,421,2041,15,1002
196,86,77,0.365384615,792,456,1000,21,1052
72,239,68,0.321318229,659,312,633,13,899
72,241,68,0.320081549,667,314,1044,21,909
60,322,66,0.316410862,579,268,1139,13,787
78,225,63,0.324191969,690,331,2260,11,943
82,218,64,0.321195145,727,344,949,11,989
552,316,69,0.519970414,1298,1406,1237,114,2152
624,287,59,0.518096787,1185,1274,13346,99,1835
644,280,62,0.519401922,1350,1459,6063,107,2165
649,290,62,0.517279011,1327,1422,1732,99,2100
136,283,118,0.441712926,704,557,3485,19,1125
129,292,110,0.436666667,676,524,452,10,1071
56,189,87,0.321256039,562,266,1263,14,772
30,177,57,0.326047359,370,179,3661,9,519
57,182,95,0.49402823,466,455,1620,9,864
577,346,73,0.522135857,1414,1545,953,120,2382
568,371,84,0.521300813,1472,1603,4917,130,2507
548,341,78,0.525582902,1465,1623,3205,129,2540
314,147,71,0.491919192,1006,974,4361,24,1666
354,154,76,0.487155535,1098,1043,1047,25,1787
385,179,83,0.492089249,1252,1213,2479,25,2080
105,115,101,0.512747875,1204,1267,523,7,2366
108,113,101,0.514642718,1243,1318,1286,10,2453
29,140,61,0.620139581,381,622,3045,8,974
463,94,126,0.354044118,1757,963,5128,119,2257
504,97,122,0.354752343,1928,1060,2823,128,2484
555,106,128,0.358358663,2111,1179,30052,129,2735
504,97,122,0.354752343,1928,1060,2072,128,2484
504,97,122,0.354752343,1928,1060,2823,128,2484
504,97,122,0.354752343,1928,1060,3559,127,2484
463,94,126,0.354044118,1757,963,11916,117,2257
198,29,60,0.386721992,739,466,3161,12,1007
141,20,45,0.338461538,559,286,2933,11,704
153,23,51,0.343126967,626,327,2373,12,800
153,31,52,0.329485834,639,314,2053,13,800
158,27,59,0.34280303,694,362,1725,14,898
161,32,52,0.327235772,662,322,800,19,823
178,33,63,0.341549296,748,388,2052,12,958
86,129,47,0.466618808,743,650,2433,4,1307
97,164,56,0.482206406,873,813,4909,6,1589
97,164,56,0.482206406,873,813,1656,7,1589
86,129,47,0.466618808,743,650,1368,4,1307
86,129,47,0.466618808,743,650,2441,4,1307
86,129,47,0.466618808,743,650,1816,4,1307
921,543,111,0.518072289,2160,2322,16560,192,3561
740,587,116,0.523097113,1817,1993,15031,179,3070
878,497,104,0.514367134,2045,2166,1773,160,3333
934,544,112,0.521672504,2185,2383,13978,195,3634
882,549,109,0.518535574,2091,2252,18954,189,3461
911,543,110,0.517295597,2149,2303,6654,193,3541
930,541,110,0.516442286,2191,2340,6873,191,3601
893,504,109,0.513558123,2063,2178,13091,162,3348
817,510,105,0.533684968,1945,2226,13001,193,3354
808,513,105,0.534595776,1917,2202,4608,194,3311
882,523,106,0.527589326,2089,2333,6929,199,3540
816,465,105,0.536438224,1921,2223,8071,189,3328
896,537,111,0.520982143,2146,2334,10769,198,3584
887,521,110,0.525995949,2106,2337,8524,199,3556
907,523,107,0.52827678,2127,2382,4502,199,3602
897,537,111,0.521535372,2144,2337,22516,197,3584
891,530,110,0.520930233,2163,2352,8465,200,3624
884,548,110,0.522971429,2087,2288,9271,196,3491
895,529,110,0.523596511,2130,2341,4713,198,3576
895,539,110,0.523114901,2125,2331,4711,195,3561
897,537,111,0.521535372,2144,2337,13110,197,3584
887,521,110,0.525995949,2106,2337,7341,199,3556
797,476,104,0.536567348,1882,2179,18972,191,3264
907,540,111,0.522125862,2149,2348,4575,196,3590
899,529,111,0.527128363,2144,2390,7070,200,3635
898,522,108,0.527616927,2121,2369,8579,198,3592
