경쟁자 수,교육 수,교통 수,버퍼내폐업비율,인허가 영업,인허가 폐업,임대료,집객시설 수,타업종경쟁자
802,568,115,0.524850895,1912,2112,5275,201,3222
949,512,110,0.515761821,2212,2356,964,183,3619
925,532,111,0.525541126,2192,2428,3333,202,3695
946,505,110,0.506549232,2185,2243,2262,163,3482
1025,501,108,0.508853288,2330,2414,713,181,3719
978,514,114,0.50834065,2240,2316,2148,167,3578
978,514,114,0.50834065,2240,2316,2263,166,3578
963,513,107,0.511221407,2265,2369,163,193,3671
945,539,110,0.515164739,2222,2361,4543,202,3638
967,508,106,0.510190807,2259,2353,9074,190,3645
963,513,107,0.511221407,2265,2369,246,194,3671
1025,501,108,0.508853288,2330,2414,587,181,3719
958,516,111,0.517411866,2245,2407,818,199,3694
936,536,111,0.517150972,2210,2367,2983,196,3641
963,513,107,0.511221407,2265,2369,10950,193,3671
1024,487,96,0.504600899,2315,2358,24166,169,3649
804,465,65,0.484346225,1960,1841,1514,48,2997
201,113,120,0.322612086,695,331,4588,95,825
225,118,124,0.328413284,910,445,5152,87,1130
314,115,125,0.323062558,1450,692,3128,100,1828
271,115,123,0.325082508,1227,591,4920,91,1547
288,117,126,0.330897704,1282,634,5266,99,1628
291,117,126,0.33038961,1289,636,2649,99,1634
198,112,123,0.315323295,773,356,7819,87,931
264,117,123,0.331202789,1151,570,2308,89,1457
371,117,126,0.330906149,1654,818,556,110,2101
208,116,128,0.314623338,928,426,2290,84,1146
266,117,122,0.331034483,1164,576,26362,88,1474
249,118,123,0.334593573,1056,531,2088,89,1338
288,116,125,0.330178759,1274,628,5644,96,1614
569,381,74,0.503624733,1164,1181,4573,44,1776
632,541,75,0.500185254,1349,1350,21605,52,2067
569,381,74,0.503624733,1164,1181,10512,44,1776
569,381,74,0.503624733,1164,1181,58967,47,1776
569,381,74,0.503624733,1164,1181,492,46,1776
569,381,74,0.503624733,1164,1181,2389,45,1776
569,381,74,0.503624733,1164,1181,6305,44,1776
569,381,74,0.503624733,1164,1181,8950,45,1776
764,839,77,0.495381773,1639,1609,3974,54,2484
735,704,76,0.497747748,1561,1547,2241,54,2373
700,621,79,0.499317872,1468,1464,3388,55,2232
729,643,78,0.497522299,1521,1506,8274,53,2298
738,933,75,0.496221662,1600,1576,7815,53,2438
735,704,76,0.497747748,1561,1547,7530,54,2373
728,1296,77,0.493396226,1611,1569,945,53,2452
730,1217,76,0.492380952,1599,1551,7937,57,2420
773,1247,80,0.502818155,1676,1695,1749,54,2598
728,1296,77,0.493396226,1611,1569,750,61,2452
728,1296,77,0.493396226,1611,1569,742,53,2452
728,1296,77,0.493396226,1611,1569,1530,55,2452
773,1247,80,0.502818155,1676,1695,3684,55,2598
741,1328,78,0.492264851,1641,1591,19607,53,2491
592,1055,76,0.492881878,1318,1281,4240,53,2007
643,1249,81,0.493562232,1416,1380,9165,58,2153
624,980,80,0.494780015,1355,1327,11977,55,2058
705,1249,78,0.491819372,1553,1503,23431,64,2351
643,1249,81,0.493562232,1416,1380,721,57,2153
592,1055,76,0.492881878,1318,1281,8297,52,2007
643,1249,81,0.493562232,1416,1380,632,57,2153
672,1060,79,0.493488691,1478,1440,6701,58,2246
643,1249,81,0.493562232,1416,1380,1738,58,2153
643,1249,81,0.493562232,1416,1380,541,57,2153
698,1234,78,0.491625616,1548,1497,10381,59,2347
618,229,67,0.496305954,1159,1142,4580,74,1683
682,235,59,0.498963945,1209,1204,3789,69,1731
609,257,66,0.5,1260,1260,2186,66,1911
536,238,65,0.500478469,1044,1046,5621,65,1554
691,270,63,0.506502167,1480,1519,793,50,2308
659,189,67,0.504126547,1442,1466,6719,69,2249
663,258,64,0.50430589,1439,1464,16710,57,2240
851,405,51,0.502222222,1344,1356,652,121,1849
802,400,47,0.5037182,1268,1287,3608,115,1753
828,444,43,0.507742461,1208,1246,9550,211,1626
869,406,51,0.4994614,1394,1391,8060,120,1916
814,435,44,0.504526749,1204,1226,4409,190,1616
870,409,51,0.501087745,1376,1382,6332,128,1888
907,470,51,0.50036075,1385,1387,2535,206,1865
820,401,50,0.505339436,1297,1325,2642,116,1802
844,446,49,0.503167063,1255,1271,2100,179,1682
858,459,47,0.504303599,1267,1289,4689,212,1698
789,411,48,0.506477225,1181,1212,2740,157,1604
804,368,51,0.503182329,1327,1344,3710,104,1867
807,330,52,0.503267974,1368,1386,4021,101,1947
775,358,50,0.507445141,1257,1295,1076,98,1777
712,289,48,0.511543135,1206,1263,11468,88,1757
738,390,46,0.50631845,1172,1202,3549,105,1636
781,349,49,0.504424779,1288,1311,2837,104,1818
776,297,51,0.507205624,1402,1443,9102,97,2069
771,404,46,0.502055921,1211,1221,4612,116,1661
771,307,50,0.507317073,1313,1352,8562,92,1894
827,321,52,0.506307535,1448,1485,5523,106,2106
839,306,54,0.506055646,1509,1546,3099,109,2216
798,389,48,0.506407767,1271,1304,7798,108,1777
1029,443,52,0.496376812,1668,1644,7694,196,2283
993,426,51,0.50467581,1589,1619,5762,171,2215
923,369,51,0.503311258,1575,1596,10233,126,2248
1051,446,51,0.496318115,1710,1685,1305,199,2344
986,467,52,0.503117821,1514,1533,6655,207,2061
976,419,50,0.504410838,1573,1601,6679,166,2198
862,342,50,0.505040323,1473,1503,2042,110,2114
992,432,52,0.50315856,1573,1593,5844,183,2174
967,401,52,0.502522068,1578,1594,1999,158,2205
992,432,52,0.50315856,1573,1593,6239,187,2174
871,404,50,0.501579502,1420,1429,12110,117,1978
1050,439,51,0.497389791,1733,1715,3879,196,2398
959,383,51,0.503026634,1642,1662,5416,133,2345
874,371,50,0.505070994,1464,1494,1754,114,2084
898,425,54,0.499310345,1452,1448,2556,137,2002
1019,478,51,0.499022164,1537,1531,2957,227,2049
172,87,78,0.357664234,704,392,3314,15,924
167,80,78,0.349771689,712,383,1182,14,928
174,86,78,0.360475755,699,394,2760,15,919
165,94,83,0.365535248,729,420,1691,17,984
104,83,76,0.430785124,551,417,2844,9,864
143,231,98,0.508196721,540,558,3770,14,955
145,231,94,0.505050505,539,550,1092,12,944
142,210,96,0.49609375,516,508,2663,19,882
195,268,95,0.508158508,633,654,1386,12,1092
190,249,92,0.511986301,570,598,2509,12,978
207,270,100,0.515638963,542,577,7451,12,912
678,175,70,0.496693352,1446,1427,2026,72,2195
760,170,64,0.508378217,1643,1699,3815,72,2582
474,114,64,0.501121076,890,894,19962,38,1310
440,88,62,0.503848431,838,851,5060,38,1249
268,69,133,0.355223881,1512,833,2005,18,2077
268,69,133,0.355223881,1512,833,2005,18,2077
221,75,144,0.344722081,1285,676,2337,36,1740
41,212,88,0.470588235,423,376,1139,16,758
130,100,136,0.496168039,1775,1748,1578,11,3393
101,104,122,0.487209302,1764,1676,1004,11,3339
157,100,78,0.427184466,767,572,1890,8,1182
168,106,83,0.423897582,810,596,3397,8,1238
146,77,63,0.420916162,670,487,2235,8,1011
147,83,65,0.417089679,689,493,4505,7,1035
156,92,76,0.421221865,720,524,3464,7,1088
145,84,66,0.417508418,692,496,1721,7,1043
251,200,95,0.485699694,1007,951,898,30,1707
140,136,70,0.466222645,561,490,2032,14,911
246,194,96,0.479565442,1006,927,13364,30,1687
263,25,38,0.431226766,459,348,3762,20,544
311,32,46,0.436575053,533,413,1177,24,635
256,24,38,0.431077694,454,344,5006,22,542
289,31,46,0.437070938,492,382,8293,24,585
107,244,100,0.438614366,1102,861,1755,17,1856
98,234,111,0.419596542,1007,728,2194,15,1637
60,110,68,0.333333333,536,268,3124,17,744
59,163,85,0.332155477,567,282,1577,16,790
62,164,88,0.331381733,571,283,2365,14,792
61,164,91,0.330199765,570,281,6690,14,790
65,165,90,0.321902655,613,291,2784,23,839
268,148,77,0.478637771,842,773,1221,23,1347
243,174,76,0.467953136,772,679,25055,19,1208
243,146,79,0.477690289,796,728,4219,19,1281
191,167,81,0.47588717,576,523,5858,16,908
194,171,81,0.474801061,594,537,5440,15,937
783,270,58,0.512522908,1596,1678,5083,119,2491
696,297,61,0.516542156,1359,1452,3227,96,2115
769,273,59,0.515361446,1609,1711,104,124,2551
769,273,59,0.515361446,1609,1711,104,126,2551
769,273,59,0.515361446,1609,1711,104,125,2551
769,273,59,0.515361446,1609,1711,104,124,2551
724,264,79,0.520665742,1728,1877,3465,141,2881
863,296,51,0.510757717,1569,1638,4447,107,2344
783,244,74,0.509607578,1812,1883,2926,158,2912
955,247,62,0.511675648,1903,1994,5582,150,2942
878,299,50,0.510946654,1586,1657,8702,111,2365
1035,245,58,0.50854595,1984,2053,540,142,3002
913,290,51,0.503697131,1678,1703,1953,107,2468
786,231,75,0.511363636,1849,1935,770,164,2998
58,222,78,0.522380952,1003,1097,1185,12,2042
68,231,83,0.54140414,1019,1203,1975,12,2154
93,275,92,0.485679464,844,797,16173,19,1548
95,283,91,0.488262911,872,832,1218,18,1609
90,292,93,0.485331633,807,761,7904,18,1478
91,298,93,0.486040609,810,766,1117,18,1485
143,138,128,0.376632801,859,519,2302,13,1235
144,139,129,0.373737374,868,518,1585,13,1242
157,131,134,0.374597034,970,581,1383,14,1394
61,170,43,0.50928382,555,576,916,5,1070
41,112,68,0.456336179,828,695,1549,9,1482
203,108,126,0.34746307,1016,541,905,36,1354
203,108,126,0.34746307,1016,541,2050,32,1354
203,108,126,0.34746307,1016,541,2625,32,1354
32,590,67,0.52920354,266,299,1099,6,533
215,247,90,0.505475504,858,877,7604,38,1520
230,232,95,0.493288591,906,882,4230,39,1558
217,252,90,0.500884956,846,849,610,37,1478
217,252,90,0.500884956,846,849,488,37,1478
159,83,118,0.261354582,927,328,3338,38,1096
190,59,112,0.304063861,959,419,40831,34,1188
587,1377,74,0.496898466,1541,1522,3880,41,2476
668,1362,72,0.49552506,1691,1661,3394,41,2684
756,1297,71,0.497326203,1786,1767,3216,47,2797
785,1422,73,0.511080711,1787,1868,1764,47,2870
750,1315,71,0.497333708,1791,1772,11141,50,2813
736,1401,73,0.501707456,1751,1763,6639,47,2778
39,350,75,0.5782881,202,277,814,9,440
41,366,77,0.569672131,210,278,1628,10,447
229,89,71,0.421351864,916,667,2144,9,1354
441,48,101,0.373539519,1823,1087,8442,58,2469
467,45,105,0.373663102,1874,1118,47438,60,2525
467,45,105,0.373663102,1874,1118,16085,60,2525
427,43,93,0.375185736,1682,1010,1192,53,2265
626,294,75,0.521790691,1613,1760,1425,137,2747
542,380,89,0.531666125,1442,1637,3403,151,2537
512,456,84,0.5328662,1400,1597,4667,139,2485
523,483,95,0.532883642,1385,1580,3287,155,2442
623,289,76,0.522136954,1619,1769,1288,133,2765
610,301,74,0.523164862,1585,1739,3820,141,2714
422,458,85,0.535714286,1248,1440,1603,101,2266
633,291,76,0.521624007,1626,1773,3464,138,2766
534,121,138,0.353316327,2028,1108,2149,130,2602
534,121,138,0.353316327,2028,1108,1139,132,2602
511,112,137,0.353892821,1917,1050,17198,130,2456
557,123,140,0.353550296,2185,1195,8872,126,2823
511,112,137,0.353892821,1917,1050,6606,131,2456
532,120,139,0.354612193,2022,1111,8705,127,2601
511,112,137,0.353892821,1917,1050,7698,130,2456
579,115,132,0.354362035,2272,1247,9159,129,2940
559,121,140,0.353697749,2211,1210,14751,126,2862
555,124,135,0.355862474,2192,1211,6186,122,2848
577,124,138,0.356435644,2275,1260,16807,121,2958
83,261,122,0.5385494,808,943,1239,8,1668
150,132,103,0.446762277,1273,1028,4017,13,2151
812,1298,71,0.507927829,1800,1858,1259,49,2846
812,1298,71,0.507927829,1800,1858,776,49,2846
820,1354,72,0.508974016,1833,1900,10759,47,2913
793,733,76,0.490899212,1874,1807,2570,46,2888
793,733,76,0.490899212,1874,1807,1514,46,2888
802,656,75,0.497027027,1861,1839,688,49,2898
787,965,75,0.49229476,1812,1757,16508,44,2782
811,1010,75,0.491479578,1880,1817,4045,44,2886
197,35,103,0.338763776,1380,707,11050,30,1890
197,35,103,0.338763776,1380,707,9696,31,1890
172,48,91,0.348924228,1392,746,22071,27,1966
197,35,103,0.338763776,1380,707,11419,31,1890
197,35,103,0.338763776,1380,707,11419,29,1890
200,51,98,0.346507353,1422,754,7796,34,1976
181,126,93,0.392672414,1409,911,7646,22,2139
867,372,36,0.519317612,958,1035,1366,266,1126
1236,437,44,0.513550136,1436,1516,9453,281,1716
465,677,71,0.502306509,971,980,38064,44,1486
96,182,81,0.540215054,1069,1256,1198,21,2229
104,191,91,0.539348172,1159,1357,8484,22,2412
90,187,81,0.544349392,1012,1209,463,20,2131
104,189,91,0.539719626,1182,1386,2262,29,2464
94,173,76,0.532042416,1015,1154,2388,17,2075
93,161,68,0.525512637,995,1102,957,12,2004
94,173,76,0.532042416,1015,1154,2654,18,2075
166,238,70,0.457159624,925,779,7937,23,1538
163,244,69,0.447223917,906,733,7811,23,1476
163,246,69,0.4511323,921,757,2662,24,1515
145,247,66,0.445280438,811,651,1850,19,1317
128,93,76,0.471127901,980,873,8665,15,1725
136,112,70,0.453466287,1151,955,5529,18,1970
53,412,59,0.542270531,379,449,5269,5,775
619,92,129,0.353646354,2588,1416,25459,92,3385
628,116,127,0.355403349,2541,1401,13366,105,3314
548,94,89,0.352425322,2363,1286,1412,74,3101
437,130,65,0.507720815,797,822,6239,40,1182
259,53,53,0.52085354,494,537,16717,31,772
352,122,61,0.511950655,633,664,2801,46,945
1584,507,56,0.507524272,2029,2091,1521,308,2536
1475,479,63,0.504950495,1850,1887,5764,310,2262
1594,469,52,0.508695652,2034,2106,5831,280,2546
1538,491,60,0.506734435,1941,1994,8653,306,2397
1578,488,56,0.507778318,2025,2089,9334,294,2536
1473,477,63,0.503487124,1851,1877,3955,311,2255
1555,508,59,0.507639231,1998,2060,5089,301,2503
1561,481,57,0.507311029,1988,2047,13651,292,2474
1569,490,57,0.506490326,2015,2068,4830,294,2514
1553,492,60,0.507992008,1970,2034,3956,306,2451
1580,480,56,0.506611166,2015,2069,10852,288,2504
1473,477,63,0.503487124,1851,1877,3874,311,2255
1554,492,60,0.505964215,1988,2036,10580,304,2470
1585,451,57,0.506915797,2032,2089,8086,278,2536
1496,480,63,0.503547963,1889,1916,11234,306,2309
1398,466,58,0.51150748,1698,1778,11784,304,2078
1441,455,61,0.507334625,1780,1833,2922,310,2172
1491,508,56,0.513125846,1799,1896,17581,306,2204
1414,453,58,0.508527572,1729,1789,7233,307,2104
1623,519,55,0.511177347,1968,2058,4710,306,2403
1414,453,58,0.508527572,1729,1789,3269,307,2104
1445,470,60,0.508223684,1794,1854,3845,310,2203
120,323,126,0.47801636,1021,935,2066,21,1836
636,348,94,0.524624005,1612,1779,9156,184,2755
689,375,95,0.52316765,1698,1863,5054,189,2872
686,402,101,0.52464986,1697,1873,3177,190,2884
674,375,94,0.52622577,1662,1846,2426,189,2834
585,433,106,0.531190325,1473,1669,2914,182,2557
712,414,104,0.524003255,1755,1932,1982,188,2975
771,428,107,0.523366899,1846,2027,826,194,3102
627,297,76,0.518650089,1626,1752,3123,141,2751
591,323,76,0.526589242,1549,1723,2310,157,2681
620,347,88,0.522522523,1590,1740,2503,174,2710
687,331,78,0.517734396,1754,1883,1155,168,2950
686,339,86,0.518354954,1745,1878,5346,182,2937
735,302,75,0.519319103,1779,1922,1146,167,2966
668,323,79,0.517624202,1738,1865,3196,168,2935
688,336,91,0.518272425,1740,1872,1017,185,2924
705,332,84,0.517560577,1772,1901,1309,185,2968
774,349,90,0.517528373,1913,2052,1271,194,3191
699,309,78,0.518498067,1744,1878,739,169,2923
709,356,95,0.519912711,1760,1906,1964,194,2957
733,395,100,0.524731183,1768,1952,808,199,2987
772,385,96,0.517397882,1914,2052,2118,200,3194
485,34,124,0.370799881,2116,1247,1751,52,2878
464,40,130,0.367881892,2098,1221,16232,44,2855
305,49,109,0.367890278,1567,912,7908,25,2174
471,42,110,0.3744,1955,1170,2439,53,2654
453,43,106,0.373421927,1886,1124,3751,43,2557
485,34,124,0.370799881,2116,1247,1607,52,2878
479,101,94,0.339189994,2219,1139,2325,73,2879
480,101,93,0.339517079,2243,1153,6817,74,2916
295,22,54,0.334700574,1622,816,4514,37,2143
455,79,84,0.341927563,2144,1114,3038,64,2803
398,29,60,0.34730743,1915,1019,1056,59,2536
420,31,59,0.35313977,1916,1046,3019,59,2542
472,88,84,0.339861404,2191,1128,2688,77,2847
247,22,55,0.327639071,1535,748,2398,31,2036
393,24,50,0.358938053,1811,1014,1033,54,2432
368,63,88,0.329533679,1941,954,4816,60,2527
302,64,98,0.312807882,1953,889,4328,42,2540
370,66,89,0.328429696,1963,960,2664,68,2553
32,161,45,0.536485098,451,522,8084,8,941
28,166,48,0.539936102,432,507,16043,14,911
110,123,77,0.522333158,909,994,860,12,1793
48,116,98,0.53724605,820,952,6826,16,1724
48,116,98,0.53724605,820,952,4230,15,1724
144,70,68,0.37,504,296,6756,45,656
138,91,90,0.405339806,490,334,2282,43,686
134,81,77,0.398757764,484,321,2226,44,671
134,81,77,0.398757764,484,321,8082,44,671
600,42,139,0.372018226,2343,1388,15654,79,3131
600,42,139,0.372018226,2343,1388,9326,80,3131
600,42,139,0.372018226,2343,1388,11902,79,3131
555,79,144,0.369499699,2092,1226,10320,101,2763
772,298,150,0.55792014,2015,2543,2211,25,3786
784,332,154,0.530375874,2149,2427,2547,33,3792
650,281,138,0.521818182,1841,2009,1631,25,3200
777,293,145,0.551762359,2022,2489,6609,20,3734
715,250,132,0.56207463,1866,2395,3793,22,3546
753,275,151,0.557757262,1964,2477,6407,22,3688
770,314,155,0.557344064,1980,2493,3942,20,3703
705,255,139,0.565114068,1830,2378,4840,24,3503
673,302,145,0.52853598,1900,2130,2806,27,3357
783,321,148,0.551393534,2012,2473,1631,21,3702
673,302,145,0.52853598,1900,2130,2884,25,3357
792,305,157,0.552761659,2081,2572,3485,26,3861
645,278,141,0.521991046,1815,1982,2605,24,3152
693,211,113,0.554959786,1826,2277,4368,18,3410
637,296,132,0.530973451,1802,2040,4129,23,3205
715,245,123,0.561386844,1847,2364,3290,18,3496
784,294,142,0.549058693,2036,2479,38913,20,3731
673,278,145,0.527072107,1843,2054,2364,22,3224
779,296,154,0.556981296,2037,2561,1568,23,3819
717,263,149,0.562645012,1885,2425,7250,21,3593
721,224,114,0.556563246,1858,2332,2719,18,3469
675,194,109,0.560294491,1732,2207,5713,19,3264
680,201,105,0.560312264,1746,2225,11739,18,3291
869,327,151,0.549887778,2206,2695,4385,28,4032
1238,374,49,0.510088496,1384,1441,956,295,1587
1165,323,45,0.511127596,1318,1378,1265,209,1531
1165,323,45,0.511127596,1318,1378,783,209,1531
1238,374,49,0.510088496,1384,1441,1116,303,1587
1256,382,50,0.509919944,1408,1465,5130,302,1617
1240,379,44,0.510720562,1392,1453,13211,295,1605
1243,378,43,0.511983328,1405,1474,2610,293,1636
1165,323,45,0.511127596,1318,1378,2624,209,1531
916,479,49,0.495167286,1358,1332,979,239,1774
1002,484,51,0.493045897,1458,1418,1974,263,1874
1004,476,52,0.499502157,1508,1505,3119,232,2009
846,446,45,0.503617363,1235,1253,2854,215,1642
865,482,42,0.492152918,1262,1223,7565,241,1620
900,462,48,0.493757094,1338,1305,10532,238,1743
944,491,49,0.495283019,1391,1365,2018,247,1812
989,475,52,0.498655914,1492,1484,5328,233,1987
930,454,53,0.500857633,1455,1460,7385,185,1985
885,485,43,0.487474333,1248,1187,2564,244,1550
1003,501,49,0.492639138,1413,1372,489,260,1782
892,448,51,0.501878287,1326,1336,3792,222,1770
886,436,47,0.501714286,1308,1317,2940,226,1739
930,454,53,0.500857633,1455,1460,7385,187,1985
867,452,49,0.502711077,1284,1298,3850,217,1715
879,439,45,0.499806875,1295,1294,5859,233,1710
860,458,41,0.498384491,1242,1234,4303,233,1616
867,452,49,0.502711077,1284,1298,4413,217,1715
920,443,54,0.500862366,1447,1452,2936,173,1979
901,458,50,0.502397639,1349,1362,2149,221,1810
973,492,50,0.490119972,1445,1389,2334,248,1861
956,469,52,0.498953975,1437,1431,3992,230,1912
926,456,53,0.497878359,1420,1408,2365,211,1902
875,463,44,0.497447978,1280,1267,10070,238,1672
875,289,77,0.497902465,1915,1899,4253,172,2939
1070,470,95,0.497367355,2482,2456,8042,165,3868
1116,405,100,0.505168986,2489,2541,5324,211,3914
1075,480,104,0.500609261,2459,2465,7399,187,3849
1040,424,96,0.495266148,2399,2354,2312,171,3713
1007,391,89,0.496779924,2266,2237,1835,171,3496
796,237,68,0.498602571,1794,1784,8189,65,2782
1116,431,104,0.502472799,2515,2540,4589,198,3939
1006,387,92,0.494224789,2277,2225,780,178,3496
1070,481,98,0.504587156,2430,2475,17542,172,3835
819,297,65,0.498790648,1865,1856,1726,79,2902
1129,411,101,0.502837018,2541,2570,2008,201,3982
1023,401,95,0.495094833,2316,2271,1514,177,3564
1120,470,101,0.510428965,2488,2594,4240,198,3962
1015,364,92,0.496306246,2250,2217,692,179,3452
1092,472,100,0.501898861,2492,2511,1932,178,3911
1068,398,96,0.504647233,2345,2389,7530,210,3666
1032,382,93,0.49692037,2287,2259,11105,189,3514
1098,467,100,0.505234051,2505,2558,2716,185,3965
838,290,66,0.496115725,1881,1852,1606,120,2895
1015,366,90,0.495206243,2264,2221,688,180,3470
1000,366,89,0.497871387,2241,2222,2419,172,3463
1081,439,103,0.498173701,2473,2455,4724,181,3847
1082,471,96,0.498179612,2481,2463,3670,166,3862
799,248,67,0.4966759,1817,1793,2995,67,2811
1056,431,98,0.495224252,2431,2385,719,175,3760
834,320,68,0.499354839,1940,1935,5870,70,3041
844,332,59,0.497545854,1945,1926,8450,110,3027
882,358,71,0.497275879,2030,2008,5983,128,3156
826,302,72,0.497492742,1904,1885,17906,70,2963
841,339,73,0.49030256,1971,1896,6402,63,3026
841,339,73,0.49030256,1971,1896,5952,64,3026
841,339,73,0.49030256,1971,1896,3754,63,3026
854,357,66,0.496576211,1985,1958,7326,119,3089
842,294,67,0.502083333,1912,1928,1363,78,2998
841,339,73,0.49030256,1971,1896,28449,64,3026
833,333,70,0.497697032,1963,1945,13958,68,3075
94,134,80,0.43986014,801,629,1161,13,1336
84,129,81,0.441007194,777,613,434,14,1306
74,132,91,0.436123348,768,594,558,15,1288
297,95,149,0.347874103,1181,630,6296,49,1514
295,88,135,0.335942596,1018,515,1566,63,1238
266,83,126,0.341543514,802,416,2053,59,952
281,98,137,0.342544987,1023,533,2016,54,1275
295,88,135,0.335942596,1018,515,2052,65,1238
286,80,138,0.33833116,1015,519,3056,61,1248
281,98,137,0.342544987,1023,533,1095,53,1275
389,110,126,0.343104277,1367,714,5392,113,1692
229,83,109,0.38337469,994,618,847,17,1383
194,82,105,0.404208999,821,557,2459,19,1184
228,81,108,0.386757426,991,625,870,18,1388
110,105,91,0.436681223,645,500,1372,11,1035
264,61,96,0.379451255,1063,650,2142,19,1449
120,103,108,0.43175736,637,484,2197,16,1001
739,1482,80,0.500592768,1685,1689,8961,55,2635
732,1478,78,0.500893389,1676,1682,161,51,2626
785,1485,70,0.50264403,1787,1806,2455,51,2808
732,1482,81,0.501793186,1667,1679,2919,51,2614
644,1362,72,0.490374519,1456,1401,1818,51,2213
644,1362,72,0.490374519,1456,1401,1559,51,2213
642,1376,76,0.489020565,1466,1403,2898,48,2227
610,1287,69,0.492098493,1382,1339,11395,48,2111
134,229,90,0.460147354,806,687,820,17,1359
134,229,90,0.460147354,806,687,2712,13,1359
133,303,69,0.458937198,784,665,1410,15,1316
133,293,72,0.45836201,787,666,1095,13,1320
130,289,74,0.468157182,785,691,984,14,1346
101,219,57,0.494845361,588,576,2157,10,1063
106,233,65,0.491150442,575,555,2693,16,1024
72,84,49,0.439541041,635,498,4231,3,1061
192,27,50,0.385057471,749,469,2131,9,1026
191,28,50,0.385072095,725,454,2458,11,988
191,29,71,0.408565602,870,601,146322,11,1280
192,27,50,0.385057471,749,469,2454,12,1026
207,40,80,0.389973958,937,599,856,12,1329
204,27,54,0.387869114,767,486,4150,10,1049
187,29,56,0.388540734,683,434,8085,11,930
193,23,51,0.379146919,786,480,3117,8,1073
165,84,98,0.421209858,775,564,4562,14,1174
202,42,80,0.394037589,935,608,11822,12,1341
193,23,51,0.379146919,786,480,1595,8,1073
193,23,51,0.379146919,786,480,1445,8,1073
204,27,57,0.388535032,768,488,2735,10,1052
194,35,61,0.382602002,802,497,1258,10,1105
190,28,60,0.390223695,736,471,1994,12,1017
206,28,55,0.385277995,785,492,1673,13,1071
106,82,99,0.452223273,579,478,597,10,951
190,28,60,0.390223695,736,471,1141,17,1017
207,40,80,0.389973958,937,599,1129,12,1329
201,31,69,0.395036888,902,589,1496,12,1290
193,23,51,0.379146919,786,480,1882,9,1073
206,28,55,0.385277995,785,492,1673,11,1071
196,29,58,0.386677498,755,476,3114,12,1035
193,23,51,0.379146919,786,480,2330,8,1073
191,29,71,0.408565602,870,601,912,10,1280
191,27,58,0.387341772,726,459,2176,9,994
184,27,52,0.380826737,704,433,1805,12,953
189,26,56,0.393514461,692,449,3194,12,952
187,28,57,0.390517241,707,453,2367,12,973
509,100,92,0.352974504,2284,1246,3492,73,3021
509,100,92,0.352974504,2284,1246,3873,74,3021
502,61,71,0.355542624,2215,1222,3033,68,2935
524,91,93,0.349679576,2334,1255,2353,73,3065
479,49,59,0.353411186,2104,1150,2538,65,2775
499,101,94,0.347763348,2260,1205,1432,74,2966
503,54,71,0.356040757,2212,1223,4065,68,2932
509,108,98,0.348830657,2311,1238,8773,74,3040
514,103,94,0.350857464,2309,1248,4008,73,3043
540,107,102,0.351049332,2381,1288,4213,74,3129
540,107,102,0.351049332,2381,1288,3115,74,3129
501,112,101,0.342743085,2305,1202,1840,76,3006
545,112,105,0.350617947,2417,1305,728,84,3177
454,89,99,0.337670384,2138,1090,1791,75,2774
549,114,111,0.345377258,2464,1300,3329,85,3215
73,117,113,0.47529976,1094,991,1594,13,2012
85,105,108,0.468648398,1144,1009,3095,14,2068
76,114,116,0.475825754,1095,994,1094,16,2013
82,131,109,0.475576037,1138,1032,658,14,2088
73,115,111,0.474487363,1102,995,4600,11,2024
73,127,115,0.478852698,1072,985,1990,14,1984
74,123,116,0.475071908,1095,991,2377,12,2012
74,123,117,0.475680934,1078,978,2454,12,1982
77,134,104,0.462254395,1040,894,1184,16,1857
123,302,122,0.438961039,648,507,1716,13,1032
269,163,89,0.483983692,886,831,3489,18,1448
270,163,83,0.487120778,896,851,8286,13,1477
231,170,81,0.48070413,767,710,4273,20,1246
231,170,81,0.48070413,767,710,5846,20,1246
247,166,82,0.482041588,822,765,4019,12,1340
244,164,80,0.480128205,811,749,8634,12,1316
243,158,82,0.474553866,795,718,4214,15,1270
540,1394,80,0.497099966,1474,1457,1929,37,2391
460,1399,70,0.497865735,1294,1283,5244,29,2117
677,385,97,0.505266154,1738,1775,2659,73,2836
709,394,100,0.505257333,1788,1826,1879,101,2905
772,460,100,0.508566978,1893,1959,27876,130,3080
802,484,100,0.512269939,1908,2004,5788,145,3110
802,484,100,0.512269939,1908,2004,6503,145,3110
479,351,83,0.49497319,1507,1477,3720,44,2505
556,381,88,0.501243008,1605,1613,1669,54,2662
823,495,102,0.512256128,1950,2048,1681,153,3175
425,291,84,0.51529052,1268,1348,3577,46,2191
823,495,102,0.512256128,1950,2048,1701,155,3175
677,385,97,0.505266154,1738,1775,2038,73,2836
776,443,98,0.505567338,1865,1907,4381,120,2996
706,399,92,0.495044053,1834,1798,1377,74,2926
49,112,96,0.445667125,806,648,615,11,1405
751,24,71,0.454376164,879,732,1956,20,860
768,33,65,0.437274135,1090,847,3914,23,1169
769,32,74,0.440042827,1046,822,37355,21,1099
686,17,58,0.454481793,779,649,3238,11,742
178,153,78,0.369153675,1133,663,20519,15,1618
167,158,73,0.352654057,1061,578,886,17,1472
175,170,75,0.363943662,1129,646,2884,13,1600
178,153,78,0.369153675,1133,663,1000,15,1618
