경쟁자 수,교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자,타업종비율
455,394,51,0.495767559,2555,1271,52943.28146,248,3916,0.895904827
445,493,54,0.505815279,4360,6870,52943.28146,292,3940,0.898517674
132,100,89,0.502360718,3143,4212,30211.60385,13,1986,0.937677054
136,105,87,0.511111111,3248,1072,30211.60385,16,2024,0.937037037
136,105,87,0.511111111,3248,734,30211.60385,17,2024,0.937037037
122,103,80,0.510131712,3079,1225,30211.60385,15,1852,0.938196555
122,103,80,0.510131712,3079,1265,30211.60385,14,1852,0.938196555
142,125,90,0.506533101,2978,1026,30211.60385,15,2154,0.93815331
135,96,93,0.497560976,3143,2810,30211.60385,14,1915,0.934146341
134,110,84,0.512482978,2972,2770,30211.60385,16,2069,0.939173854
122,103,80,0.510131712,3079,984,30211.60385,17,1852,0.938196555
180,244,63,0.476277372,3296,2700,30883.73348,25,2012,0.917883212
136,256,70,0.468856172,3900,4628,30883.73348,23,1630,0.922989807
139,216,66,0.470124014,3900,7737,30883.73348,19,1635,0.921645998
186,268,61,0.475903614,3648,1183,30883.73348,25,2138,0.919965577
192,284,58,0.478206725,3491,1072,30883.73348,22,2217,0.920298879
142,304,61,0.473083197,3899,9806,30883.73348,17,1697,0.922784122
167,210,63,0.473835814,3780,14448,30883.73348,26,1916,0.919827172
136,243,60,0.472067039,4790,1200,30883.73348,17,1654,0.924022346
164,264,70,0.475579674,3900,7735,30883.73348,26,1863,0.919092255
136,243,60,0.472067039,4790,1485,30883.73348,17,1654,0.924022346
158,276,59,0.468390805,3869,1628,30883.73348,18,1930,0.924329502
158,276,59,0.468390805,3869,1628,30883.73348,18,1930,0.924329502
184,255,59,0.474956063,3296,3254,30883.73348,28,2092,0.919156415
186,270,62,0.475578406,2803,4551,30883.73348,25,2148,0.920308483
184,255,59,0.474956063,3296,3254,30883.73348,25,2092,0.919156415
192,279,60,0.478914405,3491,1062,30883.73348,25,2203,0.919832985
141,172,94,0.462662338,18962,1284,42649.78768,13,1707,0.923701299
145,175,95,0.461825948,17867,835,42649.78768,10,1728,0.92258409
141,173,96,0.459299191,17867,1806,42649.78768,12,1714,0.923989218
84,155,88,0.42468773,17881,1607,42649.78768,9,1277,0.938280676
84,155,88,0.42468773,17881,1825,42649.78768,10,1277,0.938280676
84,155,88,0.42468773,17881,2419,42649.78768,8,1277,0.938280676
55,158,58,0.541595925,6375,6461,44202.78123,8,1123,0.953310696
86,282,78,0.52173913,8590,1182,24113.64599,14,1662,0.950800915
93,223,80,0.512642538,11064,204,26737.12397,19,1924,0.953891919
93,223,80,0.512642538,11064,1528,26737.12397,12,1924,0.953891919
28,116,86,0.547742413,5322,2371,27908.211,6,1323,0.979274611
53,131,52,0.592956593,4137,1334,33820.49488,7,1168,0.956592957
52,125,52,0.59551495,4137,871,33820.49488,6,1152,0.956810631
55,134,64,0.583648751,3659,1848,33820.49488,7,1266,0.958364875
52,122,51,0.595477387,4137,3577,33820.49488,5,1142,0.956448911
53,117,52,0.595317726,2655,2717,33820.49488,13,1143,0.955685619
53,117,52,0.595317726,2655,933,33820.49488,7,1143,0.955685619
53,124,57,0.587996756,3659,1328,33820.49488,8,1180,0.95701541
54,127,55,0.586395622,3659,1232,33820.49488,7,1225,0.957779515
53,129,54,0.590429846,3659,1872,33820.49488,6,1180,0.95701541
55,134,64,0.583648751,3659,1593,33820.49488,7,1266,0.958364875
129,212,61,0.499654457,12614,2659,37997.64822,8,1318,0.910850035
129,208,63,0.493844049,12857,1362,37997.64822,9,1333,0.911764706
62,233,67,0.515004055,14553,3199,37997.64822,8,1171,0.949716139
128,196,61,0.498611111,11820,5057,37997.64822,8,1312,0.911111111
130,189,59,0.500672043,11820,1238,37997.64822,7,1358,0.912634409
131,196,64,0.494158076,14310,2322,37997.64822,11,1324,0.909965636
63,229,70,0.515390687,13793,1703,37997.64822,9,1204,0.950276243
138,21,97,0.319693095,1330,5556,27829.2449,25,2208,0.941176471
67,328,132,0.472687546,25615,1620,19015.55315,11,1306,0.951201748
448,315,49,0.498345154,4983,1579,52943.28146,185,3782,0.894089835
317,188,68,0.500617284,5323,897,52943.28146,82,2923,0.902160494
376,220,66,0.49346761,4983,493,52943.28146,103,3298,0.897659227
356,241,60,0.50853038,10311,3338,52943.28146,104,2985,0.893445076
376,220,66,0.49346761,4983,869,52943.28146,103,3298,0.897659227
343,40,137,0.369430344,2607,2973,40268.92265,75,3203,0.903271292
323,40,133,0.3671875,3665,11384,40268.92265,58,3133,0.906539352
193,118,136,0.348859316,441,9237,86021.11043,119,1911,0.908269962
271,122,141,0.358081705,291,2659,86021.11043,134,2544,0.903730018
187,110,130,0.335086042,441,16368,86021.11043,112,1905,0.910611855
162,117,137,0.341188525,291,5323,86021.11043,106,1790,0.917008197
254,114,131,0.357915058,441,2175,86021.11043,122,2336,0.901930502
278,121,142,0.356573014,291,2839,51885.59884,132,2605,0.903572667
77,427,85,0.537552156,8707,2045,16804.03666,14,1361,0.946453408
77,407,85,0.533738192,8707,2419,15402.92528,13,1405,0.948043185
56,371,89,0.544701987,7353,722,15402.92528,13,1152,0.953642384
310,388,85,0.486515071,10890,3033,134994.9088,94,3472,0.918032787
389,418,81,0.492886846,9309,3736,134994.9088,155,4180,0.91486102
323,407,85,0.485032978,10695,3675,134994.9088,106,3619,0.918061898
391,486,95,0.501919795,9756,2292,134994.9088,166,4297,0.916595563
307,403,77,0.488912637,12849,5232,134994.9088,81,3436,0.91798023
371,408,85,0.49197861,10232,546,134994.9088,136,4117,0.917335116
305,384,62,0.482938265,14317,2580,58126.24751,51,3534,0.920552227
305,384,62,0.482938265,14317,2546,58126.24751,47,3534,0.920552227
41,266,107,0.484478936,17216,1575,19114.97627,6,861,0.954545455
42,250,115,0.486457205,17149,1348,19114.97627,6,881,0.954496208
90,228,69,0.321572581,5120,5563,23158.27997,13,902,0.909274194
97,210,61,0.326848249,5556,1253,23722.84324,10,931,0.905642023
102,212,63,0.322460391,5151,1152,19131.085,11,971,0.904939422
101,207,63,0.325,5556,2089,19131.085,12,979,0.906481481
236,280,62,0.519401922,16843,3819,34659.66472,106,2573,0.915984336
77,282,107,0.440033784,12674,1249,26470.52405,11,1107,0.934966216
80,283,118,0.441712926,12131,371,26470.52405,12,1181,0.936558287
80,283,118,0.441712926,12131,964,26470.52405,11,1181,0.936558287
78,292,111,0.436877076,12470,869,26470.52405,12,1126,0.935215947
79,275,107,0.438582028,11876,3693,26470.52405,10,1134,0.934872218
92,182,88,0.3156708,0,1635,16595.98649,16,795,0.896279594
76,164,74,0.322033898,0,3153,15798.86142,14,691,0.900912647
54,166,60,0.338409475,1096,3893,19795.33566,11,537,0.908629442
52,167,61,0.33619211,1096,1863,19795.33566,12,531,0.910806175
45,206,56,0.32688588,2031,1044,19795.33566,9,472,0.912959381
45,225,55,0.330783939,2468,6011,19795.33566,8,478,0.913957935
96,120,68,0.454798331,10948,5806,60114.13685,16,1342,0.933240612
34,181,98,0.495166488,13210,913,9391.72846,9,897,0.963480129
269,303,77,0.519657578,13951,2021,34163.0791,139,2885,0.914711477
258,327,80,0.521252059,14018,2726,34163.0791,126,2777,0.914991763
152,154,76,0.487155535,4550,2180,57490.43826,24,1989,0.929005138
121,126,68,0.490939977,2968,5831,57490.43826,20,1645,0.931483579
128,136,65,0.49171566,3487,998,57490.43826,21,1743,0.931587386
75,581,60,0.51695692,17419,10921,54430.05005,15,1016,0.931255729
78,528,68,0.512396694,19492,4684,12830.53078,15,1011,0.928374656
77,527,69,0.50877193,19796,1649,12830.53078,11,1006,0.9289012
31,127,39,0.457725948,10493,2864,60829.6861,4,312,0.909620991
31,127,39,0.457725948,10493,350,60829.6861,4,312,0.909620991
29,122,36,0.457680251,10916,1437,60829.6861,3,290,0.909090909
283,53,146,0.357565789,2925,743,40268.92265,41,2757,0.906907895
283,53,146,0.357565789,2925,1104,40268.92265,40,2757,0.906907895
283,53,146,0.357565789,2925,892,40268.92265,40,2757,0.906907895
100,103,107,0.51895535,4352,1522,20675.0014,8,2274,0.957877001
304,97,122,0.354752343,915,661,51885.59884,129,2684,0.898259705
304,97,122,0.354752343,915,1938,51885.59884,130,2684,0.898259705
304,97,122,0.354752343,915,1914,51885.59884,128,2684,0.898259705
304,97,122,0.354752343,915,1938,51885.59884,128,2684,0.898259705
304,97,122,0.354752343,915,4969,51885.59884,129,2684,0.898259705
279,94,126,0.354044118,446,7018,51885.59884,116,2441,0.897426471
59,262,69,0.528257457,18071,517,27888.34453,9,1215,0.953689168
81,33,63,0.341549296,6570,1647,63564.3509,12,1055,0.928697183
120,175,71,0.487507617,13667,4249,20092.47001,8,1521,0.926873857
125,176,73,0.484287318,12468,773,20092.47001,9,1657,0.929854097
106,129,47,0.466618808,11041,1816,46896.40678,6,1287,0.92390524
123,164,56,0.482206406,8249,4601,46896.40678,6,1563,0.927046263
106,129,47,0.466618808,11041,4523,46896.40678,4,1287,0.92390524
106,129,47,0.466618808,11041,3823,46896.40678,4,1287,0.92390524
106,129,47,0.466618808,11041,2318,46896.40678,7,1287,0.92390524
125,185,68,0.486409966,10774,2107,46896.40678,9,1641,0.929218573
106,129,47,0.466618808,11041,2202,46896.40678,4,1287,0.92390524
106,129,47,0.466618808,11041,1769,46896.40678,4,1287,0.92390524
106,129,47,0.466618808,11041,2411,46896.40678,4,1287,0.92390524
106,129,47,0.466618808,11041,2791,46896.40678,4,1287,0.92390524
116,162,60,0.476221929,12825,5532,46896.40678,7,1398,0.92338177
362,521,112,0.513140009,12757,2358,53812.22095,169,4052,0.917988219
362,521,112,0.513140009,12757,13870,53812.22095,170,4052,0.917988219
362,521,112,0.513140009,12757,1922,53812.22095,167,4052,0.917988219
352,510,111,0.515151515,11051,1932,53812.22095,165,3971,0.918575064
342,497,104,0.514367134,11366,1785,53812.22095,158,3869,0.918784137
362,521,112,0.513140009,12757,367,53812.22095,168,4052,0.917988219
335,498,99,0.512764406,10952,909,53812.22095,160,3778,0.918550936
335,498,99,0.512764406,10952,886,53812.22095,159,3778,0.918550936
352,510,111,0.515151515,11051,1534,53812.22095,166,3971,0.918575064
335,498,99,0.512764406,10952,872,53812.22095,159,3778,0.918550936
384,536,112,0.521854305,13951,7609,53812.22095,195,4146,0.915231788
362,521,112,0.513140009,12757,2891,53812.22095,169,4052,0.917988219
362,521,112,0.513140009,12757,2011,53812.22095,167,4052,0.917988219
384,532,113,0.521092896,13652,12209,53812.22095,194,4191,0.916065574
367,510,106,0.531308411,11345,4243,49722.93653,205,3913,0.914252336
367,510,106,0.531308411,11345,606,49722.93653,199,3913,0.914252336
387,528,111,0.526727801,11566,3611,49722.93653,201,4084,0.913442183
319,444,100,0.528044467,10268,8618,49722.93653,189,3639,0.919403739
382,537,111,0.520982143,15008,22880,49722.93653,198,4098,0.914732143
348,573,122,0.523673997,15642,1272,49722.93653,195,3517,0.90996119
387,528,111,0.526727801,11566,3337,49722.93653,200,4084,0.913442183
375,519,104,0.528036322,11345,8513,49722.93653,200,4030,0.914869467
422,498,102,0.504462475,6756,6369,134994.9088,183,4508,0.914401623
387,493,99,0.503352801,9847,1842,134994.9088,160,4236,0.916288125
349,498,108,0.514027359,11766,1365,134994.9088,160,3964,0.919081846
341,496,101,0.510704091,10672,3029,134994.9088,159,3863,0.918886775
419,493,109,0.507414178,7943,3559,134994.9088,194,4504,0.914889295
349,497,106,0.513853318,10776,3786,134994.9088,156,3946,0.918742724
391,513,107,0.511221407,11965,492,134994.9088,193,4243,0.915623651
412,501,108,0.508853288,8648,606,134994.9088,181,4332,0.913153457
412,501,108,0.508853288,8648,578,134994.9088,181,4332,0.913153457
422,498,102,0.504462475,6756,4786,134994.9088,183,4508,0.914401623
412,501,108,0.508853288,8648,560,134994.9088,182,4332,0.913153457
98,167,86,0.426111908,11508,2281,60114.13685,18,1296,0.929698709
309,465,65,0.484346225,14317,500,58126.24751,48,3492,0.918705604
189,119,121,0.321349148,1328,445,86021.11043,102,2509,0.92994811
122,115,125,0.325194229,589,1987,86021.11043,90,1680,0.932297447
157,116,126,0.327852516,589,5892,86021.11043,97,1850,0.921773792
155,115,126,0.327806727,769,1703,86021.11043,98,1956,0.926575083
155,114,125,0.322535863,769,4354,86021.11043,99,2006,0.928273947
180,117,117,0.334065934,769,2393,86021.11043,106,2095,0.920879121
242,381,74,0.503624733,3800,2437,58982.69862,46,2103,0.896801706
242,381,74,0.503624733,3800,8935,58982.69862,44,2103,0.896801706
242,381,74,0.503624733,3800,8023,58982.69862,44,2103,0.896801706
302,725,77,0.499672775,3897,4323,42858.54149,63,2754,0.90117801
313,709,76,0.496817314,5108,2105,42858.54149,54,2829,0.900381922
297,910,76,0.494838495,4076,3289,42858.54149,58,2706,0.901098901
308,1267,77,0.493726474,6113,2890,49884.88825,54,2880,0.903387704
330,1247,80,0.502818155,9490,2742,49884.88825,54,3041,0.9021062
330,1181,80,0.50044287,9046,8045,49884.88825,62,3057,0.902568645
279,1249,81,0.493562232,4593,451,58872.21116,57,2517,0.900214592
260,1055,76,0.492881878,2539,4613,58872.21116,60,2339,0.899961524
260,1055,76,0.492881878,2539,3954,58872.21116,54,2339,0.899961524
260,1055,76,0.492881878,2539,3863,58872.21116,52,2339,0.899961524
260,1055,76,0.492881878,2539,5846,58872.21116,53,2339,0.899961524
279,1249,81,0.493562232,4593,813,58872.21116,59,2517,0.900214592
279,1249,81,0.493562232,4593,542,58872.21116,57,2517,0.900214592
279,1249,81,0.493562232,4593,542,58872.21116,65,2517,0.900214592
260,1055,76,0.492881878,2539,4065,58872.21116,54,2339,0.899961524
279,1249,81,0.493562232,4593,8491,58872.21116,58,2517,0.900214592
231,220,66,0.5,8491,7126,52943.28146,77,2363,0.910948342
229,224,68,0.502650602,10012,3273,42858.54149,61,1846,0.889638554
236,214,64,0.505855686,9125,7886,134994.9088,70,2411,0.910842463
241,408,50,0.504367641,11243,3711,18597.21201,120,2392,0.908469427
239,416,52,0.50402453,11243,2279,18597.21201,125,2370,0.908394021
231,411,49,0.503996803,11243,3645,18597.21201,136,2271,0.907673861
242,381,51,0.502066892,11129,3901,18597.21201,112,2419,0.909056746
247,468,56,0.5,9258,2955,18597.21201,182,2479,0.909391049
236,459,48,0.503537736,9654,5002,18597.21201,206,2308,0.907232704
236,459,48,0.503537736,9654,4975,18597.21201,209,2308,0.907232704
247,310,52,0.507826087,14886,3287,34659.66472,101,2628,0.914086957
250,330,51,0.504765267,11129,2954,34659.66472,105,2583,0.911754324
204,278,57,0.512978986,16920,5132,34659.66472,93,2223,0.915945612
221,285,54,0.51044436,15915,1852,34659.66472,101,2412,0.916065325
221,285,54,0.51044436,15915,1237,34659.66472,93,2412,0.916065325
219,359,47,0.510964005,11476,2961,34659.66472,93,2198,0.909391808
246,301,52,0.506882312,14966,3874,34659.66472,98,2660,0.915347557
244,310,55,0.508638563,13975,2732,34659.66472,99,2650,0.91568763
206,283,48,0.509363296,15915,921,34659.66472,87,2197,0.914273824
304,482,53,0.49247774,5280,3611,49387.2863,227,2953,0.906662573
280,385,52,0.502096098,9901,1957,49387.2863,129,2821,0.909706546
250,378,50,0.500715308,11129,6012,49387.2863,112,2546,0.910586552
273,445,52,0.499162479,7583,12926,49387.2863,171,2712,0.908542714
258,422,55,0.50106082,10705,3715,49387.2863,138,2570,0.908769448
263,419,54,0.500687758,10383,1813,49387.2863,128,2645,0.909559835
289,480,52,0.498198493,8369,3870,49387.2863,234,2764,0.905339011
264,333,50,0.504612231,11378,2977,49387.2863,104,2663,0.909805261
288,450,52,0.502730485,7043,4056,49387.2863,192,2825,0.907484741
301,409,52,0.505983431,6721,5080,49387.2863,168,2958,0.90764038
289,477,51,0.498021108,8967,1328,49387.2863,228,2743,0.904683377
274,339,51,0.50615285,11170,4710,49387.2863,108,2814,0.91126943
261,411,50,0.500855871,10779,2557,49387.2863,123,2660,0.910647039
294,423,51,0.503764115,6721,2698,49387.2863,170,2894,0.907779172
292,460,53,0.505180534,6721,7555,49387.2863,200,2893,0.908320251
250,378,50,0.500715308,11129,3887,49387.2863,112,2546,0.910586552
298,443,52,0.496376812,6123,4037,49387.2863,196,3014,0.910024155
94,273,104,0.507505361,4317,2426,27406.91783,15,1305,0.932809149
88,271,98,0.506434519,4798,1970,27406.91783,14,1233,0.9333838
82,270,100,0.515638963,5148,6136,27406.91783,11,1037,0.926720286
172,121,62,0.505016722,4058,1803,58982.69862,39,1622,0.904124861
178,60,140,0.34904402,5739,976,10053.93561,26,2071,0.920853713
178,60,140,0.34904402,5739,922,10053.93561,26,2071,0.920853713
50,210,86,0.468005019,23871,786,19830.94336,18,747,0.937264743
129,104,122,0.487209302,8365,995,48294.13887,11,3311,0.9625
129,104,122,0.487209302,8365,815,48294.13887,12,3311,0.9625
125,100,117,0.477730496,6923,2434,48294.13887,13,3400,0.964539007
136,89,133,0.503939394,6793,2763,48294.13887,14,3164,0.958787879
124,93,117,0.494039735,6773,544,48294.13887,13,2896,0.958940397
124,93,117,0.494039735,6773,476,48294.13887,13,2896,0.958940397
136,89,133,0.503939394,6793,3537,48294.13887,13,3164,0.958787879
125,95,119,0.49009901,7005,1646,48294.13887,12,3107,0.961324257
92,100,78,0.427184466,5949,1890,41819.70572,9,1247,0.931292009
100,97,86,0.426198083,6724,2704,41819.70572,8,1465,0.936102236
129,207,99,0.483822042,4730,2950,75810.43776,33,1849,0.934782609
83,34,46,0.433544304,2002,2030,35491.54168,24,865,0.912447257
144,244,101,0.429460581,16509,2435,26371.33594,17,1784,0.925311203
136,236,106,0.427578835,15499,635,26371.33594,16,1735,0.927311598
139,244,101,0.440162272,16099,1042,26371.33594,17,1833,0.929513185
110,165,87,0.43836478,17182,4339,26371.33594,12,1480,0.93081761
122,172,98,0.426651736,15782,3738,26371.33594,16,1664,0.931690929
81,106,66,0.334567901,1207,1374,19677.17733,14,729,0.9
80,138,79,0.331730769,804,1911,15798.86142,18,752,0.903846154
238,290,53,0.515097691,15725,3950,34659.66472,96,2577,0.915452931
245,285,59,0.518722089,16433,1877,34659.66472,106,2666,0.915836482
301,259,73,0.51377899,11142,3177,34163.0791,149,3364,0.91787176
297,264,79,0.520665742,12052,2041,34163.0791,141,3308,0.917614424
101,264,86,0.544582167,9097,2873,25722.93911,14,2400,0.959616154
107,223,91,0.530228758,9769,901,55277.9273,13,2341,0.95629085
41,159,117,0.486158329,10349,1030,18843.2556,17,2018,0.980087421
112,283,91,0.488262911,32241,1395,32208.65205,18,1592,0.9342723
106,288,95,0.486043689,30297,1081,32208.65205,19,1542,0.935679612
131,321,105,0.490059642,32646,3061,32208.65205,19,1881,0.934890656
105,296,92,0.48404908,31530,819,47945.47016,19,1525,0.935582822
106,271,94,0.489094514,26973,2075,47945.47016,18,1407,0.929940516
104,287,95,0.486924035,30297,1259,47945.47016,18,1502,0.935242839
183,113,137,0.339824732,441,2600,86021.11043,111,1871,0.91090555
91,175,110,0.476261128,17287,1598,41420.82633,9,1257,0.932492582
117,53,38,0.489361702,12385,671,24590.48557,3,1105,0.904255319
96,170,43,0.50928382,16581,3207,24590.48557,7,1035,0.915119363
117,53,38,0.489361702,12385,712,24590.48557,3,1105,0.904255319
117,53,38,0.489361702,12385,693,24590.48557,5,1105,0.904255319
117,53,38,0.489361702,12385,1342,24590.48557,5,1105,0.904255319
117,53,38,0.489361702,12385,8511,24590.48557,5,1105,0.904255319
117,53,38,0.489361702,12385,8602,24590.48557,3,1105,0.904255319
117,53,38,0.489361702,12385,12778,24590.48557,3,1105,0.904255319
96,170,43,0.50928382,16581,1543,24590.48557,13,1035,0.915119363
117,53,38,0.489361702,12385,671,24590.48557,5,1105,0.904255319
117,53,38,0.489361702,12385,335,24590.48557,3,1105,0.904255319
117,53,38,0.489361702,12385,518,24590.48557,3,1105,0.904255319
117,53,38,0.489361702,12385,335,24590.48557,4,1105,0.904255319
135,107,142,0.34115409,7936,2434,7188.208504,33,1442,0.91439442
27,587,66,0.537284895,27294,1191,20558.81827,6,496,0.948374761
195,154,97,0.44371134,9695,976,26371.33594,20,2230,0.919587629
168,165,96,0.445283019,10934,1651,26371.33594,25,1952,0.920754717
164,166,96,0.439012585,11501,1365,26371.33594,17,1902,0.920619555
128,236,96,0.494137353,5607,4187,75810.43776,38,1663,0.928531547
123,252,90,0.500884956,5602,610,75810.43776,37,1572,0.927433628
131,230,91,0.495500562,6026,2219,75810.43776,39,1647,0.92632171
129,226,86,0.494574529,3817,6451,75810.43776,35,1622,0.926327813
58,84,121,0.266875981,1092,1323,86021.11043,45,1216,0.954474097
327,1285,73,0.49520316,17918,7001,49884.88825,38,3217,0.907731377
320,1383,74,0.498992806,18157,3196,49884.88825,42,3155,0.907913669
344,1422,73,0.511080711,14991,1764,49884.88825,55,3311,0.905882353
320,1383,74,0.498992806,18157,2866,49884.88825,41,3155,0.907913669
307,1289,69,0.494528875,18098,8589,49884.88825,42,2983,0.90668693
319,1401,73,0.501707456,15155,11879,49884.88825,47,3195,0.909220262
327,1285,73,0.49520316,17918,5238,49884.88825,38,3217,0.907731377
26,377,76,0.573412698,24874,1492,16218.85574,11,478,0.948412698
26,377,76,0.573412698,24874,891,16218.85574,12,478,0.948412698
84,295,66,0.525998493,14968,1464,37997.64822,9,1243,0.936699322
273,291,76,0.521624007,10292,6803,34163.0791,140,3126,0.919682259
250,401,87,0.531699346,13670,2244,34163.0791,145,2810,0.918300654
295,112,137,0.353892821,150,3480,51885.59884,130,2672,0.900572969
284,120,140,0.357279693,527,16142,51885.59884,124,2848,0.909323116
167,162,108,0.451937984,9585,880,42649.78768,14,2413,0.935271318
163,132,103,0.446762277,12637,2142,42649.78768,13,2138,0.929161234
163,132,103,0.446762277,12637,1803,42649.78768,13,2138,0.929161234
343,1298,71,0.507927829,13647,3388,49884.88825,49,3315,0.906232914
350,1252,74,0.507281553,13647,1601,49884.88825,48,3358,0.905609493
337,1299,70,0.503680634,12715,13023,49884.88825,47,3195,0.904586636
350,1252,74,0.507281553,13647,974,49884.88825,47,3358,0.905609493
336,1192,77,0.504412183,11358,1084,49884.88825,50,3177,0.904355252
329,633,75,0.500409724,10694,7694,58126.24751,49,3332,0.910133843
142,86,77,0.352515091,5942,2300,14060.3669,26,2343,0.942857143
128,55,86,0.351908732,2051,6854,14060.3669,27,2151,0.943835015
109,35,103,0.338763776,1309,11397,27829.2449,29,1978,0.947771921
109,35,103,0.338763776,1309,3996,27829.2449,29,1978,0.947771921
100,32,105,0.337780149,1717,6298,27829.2449,26,1774,0.946638207
118,42,105,0.339495041,1143,1720,27829.2449,32,2100,0.946798918
109,35,103,0.338763776,1309,8364,27829.2449,29,1978,0.947771921
126,125,101,0.387340576,15655,547,9454.241349,19,1991,0.940481814
127,134,100,0.383451537,15655,948,9454.241349,19,1988,0.939952719
143,126,93,0.392672414,11212,5806,9454.241349,22,2177,0.938362069
104,182,81,0.540215054,8854,1699,23624.75283,20,2221,0.955268817
100,179,83,0.53917478,8854,2477,23624.75283,20,2057,0.953639314
101,185,80,0.541259982,8854,1699,23624.75283,20,2153,0.955190772
102,187,81,0.544349392,9562,463,23624.75283,21,2119,0.954074741
115,192,91,0.541715629,7744,756,23624.75283,21,2438,0.954954955
98,139,62,0.531840796,7582,803,44202.78123,12,1912,0.951243781
106,223,59,0.434558824,9370,1750,38110.8177,17,1254,0.922058824
121,244,69,0.456521739,2763,7853,38110.8177,24,1489,0.92484472
157,131,95,0.464788732,9421,3675,60114.13685,14,2044,0.928668787
158,119,70,0.454200285,8453,2809,60114.13685,18,1949,0.925011865
158,119,70,0.454200285,8453,1046,60114.13685,19,1949,0.925011865
163,129,93,0.458021978,9421,4082,60114.13685,15,2112,0.928351648
179,134,87,0.454394002,9413,5068,60114.13685,15,2222,0.92544773
158,119,70,0.454200285,8453,2328,60114.13685,18,1949,0.925011865
158,119,70,0.454200285,8453,2048,60114.13685,18,1949,0.925011865
158,119,70,0.454200285,8453,1285,60114.13685,18,1949,0.925011865
363,90,129,0.355883878,1288,2340,40268.92265,89,3495,0.905909798
342,116,127,0.355403349,855,985,51885.59884,105,3600,0.913242009
342,116,127,0.355403349,855,8849,51885.59884,105,3600,0.913242009
350,109,128,0.357993413,855,4936,51885.59884,99,3597,0.911325057
350,109,128,0.357993413,855,7761,51885.59884,99,3597,0.911325057
356,39,109,0.360415085,992,4315,51885.59884,77,3595,0.909896229
353,74,119,0.356714928,992,5157,51885.59884,86,3653,0.911882177
342,116,127,0.355403349,855,6134,51885.59884,104,3600,0.913242009
109,102,101,0.494113179,4380,9056,48294.13887,10,2524,0.958602355
440,501,56,0.506405608,3110,3376,52943.28146,307,3697,0.893642736
439,507,56,0.507524272,3110,3558,52943.28146,311,3681,0.893446602
412,476,63,0.506812717,5771,3821,52943.28146,314,3331,0.889927865
440,501,56,0.506405608,3110,4362,52943.28146,308,3697,0.893642736
441,481,57,0.507311029,4357,17805,52943.28146,292,3594,0.89070632
430,508,59,0.507639231,3110,4060,52943.28146,302,3628,0.894036471
440,471,59,0.506832298,5110,4049,52943.28146,284,3585,0.89068323
436,484,59,0.507869098,3713,15170,52943.28146,303,3567,0.891081689
438,490,57,0.505867665,4617,5037,52943.28146,294,3567,0.890636704
432,492,60,0.505311077,4357,6147,52943.28146,298,3522,0.890743551
444,490,57,0.506490326,4426,4328,52943.28146,294,3639,0.891256429
366,494,52,0.511008111,3725,14277,53069.27567,295,3086,0.893974508
412,474,63,0.505390836,5771,9955,53069.27567,310,3298,0.888948787
358,504,53,0.514269242,4491,3976,53069.27567,296,3111,0.896800231
161,323,126,0.47801636,25040,857,32364.83017,19,1795,0.917689162
161,323,126,0.47801636,25040,1945,32364.83017,19,1795,0.917689162
148,270,111,0.479019074,20352,2970,17389.64383,19,1687,0.919346049
142,243,102,0.483190883,17873,2248,17389.64383,14,1613,0.919088319
142,243,102,0.483190883,17873,2248,17389.64383,15,1613,0.919088319
148,270,111,0.479019074,20352,1928,17389.64383,18,1687,0.919346049
96,71,62,0.386690647,2190,699,19677.17733,14,1016,0.913669065
283,394,97,0.527309122,10856,3812,49722.93653,182,3214,0.919073492
290,402,101,0.52464986,10181,3897,49722.93653,190,3280,0.918767507
312,428,107,0.523366899,9468,635,49722.93653,196,3561,0.919442293
312,428,107,0.523366899,9468,677,49722.93653,195,3561,0.919442293
277,326,82,0.525255562,12833,13887,34163.0791,157,3049,0.916716777
284,329,87,0.517561684,10443,3850,34163.0791,179,3161,0.917561684
267,336,91,0.520060332,12833,4423,34163.0791,181,3048,0.919457014
283,320,84,0.522401171,10807,693,34163.0791,160,3132,0.917130307
265,344,82,0.5221843,12841,7992,34163.0791,174,2958,0.917778467
282,340,90,0.52446528,12833,3505,34163.0791,179,3131,0.917374744
264,345,84,0.519171305,12673,2541,34163.0791,177,2970,0.918367347
285,284,79,0.520446097,9412,1525,34163.0791,127,3212,0.918501573
307,301,76,0.521374459,5043,691,49387.2863,169,3389,0.916937229
310,298,74,0.514772425,4119,1925,49387.2863,153,3447,0.917487357
343,363,96,0.516846046,5634,2476,134994.9088,207,3931,0.919747309
310,391,96,0.522505923,8472,816,134994.9088,194,3489,0.918399579
267,36,125,0.370382586,5006,7415,35105.88129,36,2765,0.911939314
296,34,124,0.370799881,3665,1657,35105.88129,54,3067,0.911983348
199,56,113,0.371576022,4770,4690,35105.88129,25,2320,0.921000397
296,34,124,0.370799881,3665,1699,35105.88129,54,3067,0.911983348
283,34,112,0.369884411,3310,4768,35105.88129,60,2918,0.911590128
296,34,124,0.370799881,3665,2819,35105.88129,52,3067,0.911983348
298,37,130,0.367531684,3665,4352,35105.88129,45,3016,0.910078455
221,48,104,0.368341519,5006,15313,35105.88129,30,2426,0.916509256
175,65,102,0.373483146,4048,15965,20821.24615,23,2050,0.921348315
