경쟁자 수,교육 수,교통 수,버퍼내폐업비율,아파트 세대수,임대료,점심저녁시간대 생활인구수,집객시설 수,타업종경쟁자,타업종비율
298,256,123,0.527444566,2345,2185,92063.85439,17,2453,0.891675754
332,271,124,0.53237858,2584,1971,92063.85439,20,2880,0.896637609
352,300,125,0.533247671,3322,3154,92063.85439,21,2761,0.886925795
341,277,125,0.531040779,2584,2835,92063.85439,22,2945,0.896226415
339,268,130,0.52016129,3224,3384,92063.85439,21,3133,0.902361751
348,269,135,0.521520402,3224,1218,92063.85439,22,3230,0.90273896
355,302,127,0.537090099,3110,1553,92063.85439,18,2786,0.886978669
335,272,124,0.532531607,2584,1272,92063.85439,22,2908,0.896700586
386,297,131,0.533494754,4137,1949,92063.85439,24,3331,0.896152811
174,150,95,0.502642396,2080,1132,18817.68998,9,1529,0.897827363
144,349,105,0.536394724,14690,10219,33136.1241,38,1903,0.929653151
126,250,94,0.497187852,6800,803,75810.43776,40,1652,0.929133858
113,338,94,0.50797546,11238,3762,75810.43776,35,1517,0.930674847
109,384,90,0.521904762,12177,2820,75810.43776,34,1466,0.930793651
126,241,96,0.495736214,6800,14767,75810.43776,37,1633,0.928368391
116,298,92,0.50869826,11238,3577,75810.43776,34,1551,0.930413917
128,316,50,0.49767682,16932,1301,27768.72215,10,1809,0.933918431
103,314,48,0.52622577,18200,789,24590.48557,11,1651,0.941277081
131,130,85,0.492872807,2291,1843,57490.43826,18,1693,0.928179825
123,144,84,0.490449438,843,1834,57490.43826,15,1657,0.930898876
105,73,123,0.302584896,1482,456,24090.92045,37,1868,0.946781551
405,201,117,0.552611847,3631,2944,92063.85439,17,3596,0.898775306
455,250,122,0.551067248,3504,1643,92063.85439,19,3902,0.895570347
385,188,115,0.551956465,3631,1314,92063.85439,15,3474,0.900233221
385,149,97,0.555646705,3386,2025,26465.70576,14,3272,0.89472245
383,149,96,0.554606142,3504,1042,26465.70576,14,3362,0.897730307
385,149,97,0.555646705,3386,1724,26465.70576,14,3272,0.89472245
383,151,96,0.55516872,3504,4273,26465.70576,17,3351,0.897429031
304,397,77,0.49063772,12849,3801,134994.9088,66,3381,0.917503392
278,353,80,0.485714286,11636,642,134994.9088,59,3152,0.918950437
278,353,80,0.485714286,11636,642,134994.9088,59,3152,0.918950437
118,196,89,0.55154415,10140,1648,64012.98508,29,2181,0.948673336
118,196,89,0.55154415,10140,1359,64012.98508,30,2181,0.948673336
115,233,94,0.553050398,17464,947,23689.09175,28,2147,0.949160035
119,310,93,0.486161252,13133,1397,31575.54927,15,1543,0.928399519
115,309,93,0.488502175,14107,2015,31575.54927,11,1494,0.928527035
119,310,93,0.484197973,13133,2328,31575.54927,17,1558,0.929039952
118,321,99,0.47884058,11333,1529,22618.54494,16,1607,0.931594203
142,276,97,0.453366584,9080,1170,22618.54494,19,1863,0.929177057
275,193,76,0.510093402,2157,1540,49387.2863,107,3044,0.917143718
248,167,64,0.497084048,2215,2310,52943.28146,91,2667,0.914922813
240,175,64,0.504476584,2215,2695,52943.28146,92,2664,0.917355372
255,166,65,0.504225352,2378,2445,52943.28146,86,2940,0.920187793
308,255,80,0.501844046,2541,2221,134994.9088,180,3488,0.91886196
287,263,82,0.504109589,2157,186,134994.9088,151,3363,0.921369863
295,218,80,0.505586592,2541,958,134994.9088,132,3285,0.917597765
269,203,69,0.50699613,2378,1779,134994.9088,100,3090,0.919916642
49,318,77,0.537848606,11909,1607,17509.8567,12,704,0.934926959
134,305,84,0.445589182,10400,1325,42257.62962,9,1419,0.91371539
137,353,77,0.444942382,13208,3379,42257.62962,10,1425,0.912291933
138,357,72,0.437301082,13002,1370,55247.40565,10,1433,0.912157861
137,360,81,0.409431138,10984,2281,35286.78995,8,1199,0.89745509
132,360,80,0.422555318,10297,1848,35286.78995,9,1269,0.905781585
132,360,80,0.422555318,10297,1976,35286.78995,8,1269,0.905781585
137,360,78,0.413121846,10297,6149,35286.78995,16,1250,0.901225667
130,368,76,0.43001443,10297,5749,35286.78995,9,1256,0.906204906
137,360,81,0.409431138,10984,5431,35286.78995,11,1199,0.89745509
133,364,76,0.42462845,10297,1705,35286.78995,9,1280,0.905874027
141,127,94,0.498799039,2824,2053,21672.99278,13,2357,0.943554844
144,110,90,0.498612763,2824,1928,21672.99278,13,2379,0.942925089
153,124,89,0.505162828,1622,1400,21672.99278,13,2365,0.93923749
152,130,103,0.498587,3241,685,30211.60385,16,2325,0.938635446
140,124,99,0.50416484,2978,442,30211.60385,13,2141,0.938623411
69,483,76,0.557783019,21471,1168,50716.61358,17,779,0.918632075
146,1520,68,0.494803695,18310,5516,31139.66985,25,1586,0.915704388
62,52,51,0.5125,390,1141,42482.92615,2,1058,0.944642857
59,51,53,0.515291937,390,2344,42482.92615,3,1020,0.945319741
139,232,120,0.550369506,10666,816,64012.98508,32,2432,0.945935434
152,263,135,0.550909091,10384,3790,23689.09175,36,2598,0.944727273
162,289,143,0.552797203,11211,4166,23689.09175,35,2698,0.943356643
285,283,137,0.532284768,7544,2039,92063.85439,38,3339,0.921357616
227,279,140,0.543137857,8282,3136,92063.85439,36,3030,0.930303961
291,288,136,0.529380199,5738,1153,92063.85439,37,3436,0.921921116
265,279,136,0.538461538,8474,2172,92063.85439,37,3180,0.923076923
234,284,138,0.546766917,8474,6229,92063.85439,37,3091,0.92962406
91,91,76,0.410917362,7254,1341,41819.70572,9,1228,0.93100834
69,334,132,0.482222222,22978,1837,34991.12653,11,1281,0.948888889
65,284,120,0.488628026,22685,1576,34991.12653,9,1298,0.952311079
194,830,63,0.503482587,9293,9170,58872.21116,46,1816,0.903482587
253,1215,63,0.495190458,10317,4767,58872.21116,38,2346,0.902654867
370,222,69,0.503054511,2193,1386,49387.2863,149,3886,0.91306391
377,328,53,0.492568449,2469,1512,49387.2863,218,3458,0.901694915
323,205,63,0.504145937,2999,3485,49387.2863,132,3295,0.910724157
359,212,68,0.504973946,2561,1562,49387.2863,149,3863,0.914969209
372,221,70,0.503258845,1990,2037,49387.2863,147,3924,0.913407821
328,220,62,0.504151159,3110,1752,52943.28146,135,3165,0.90609791
389,317,50,0.493224239,2555,3764,52943.28146,225,3522,0.900536947
449,353,50,0.495042656,2555,2156,52943.28146,240,3888,0.896472216
307,198,61,0.507440024,3110,3053,52943.28146,97,2986,0.90677194
365,37,112,0.363246786,1288,2364,35105.88129,80,3602,0.907990925
32,24,48,0.464285714,2210,601,27407.09329,6,668,0.954285714
32,24,48,0.464285714,2210,5049,27407.09329,6,668,0.954285714
32,24,48,0.464285714,2210,5358,27407.09329,5,668,0.954285714
32,24,48,0.464285714,2210,11110,27407.09329,5,668,0.954285714
100,39,143,0.518440905,2258,5217,72929.04225,13,2286,0.958088852
100,36,123,0.492243187,1495,4005,72929.04225,9,2285,0.958071279
125,41,139,0.504968715,2099,2352,72929.04225,11,2592,0.953993375
58,21,72,0.473647712,454,1780,72929.04225,5,1384,0.959778086
78,22,99,0.493846154,454,3255,72929.04225,6,1872,0.96
46,24,80,0.457142857,1283,4733,72929.04225,5,1354,0.967142857
157,60,146,0.501928021,3849,525,72929.04225,14,2955,0.949550129
83,30,108,0.486676017,0,6161,72929.04225,6,2056,0.961196821
88,34,120,0.500689655,1859,3158,72929.04225,12,2087,0.95954023
129,55,150,0.52211127,3299,3161,72929.04225,13,2675,0.953994294
62,22,79,0.472396487,454,1503,72929.04225,5,1532,0.961104141
103,39,119,0.502209723,1556,716,72929.04225,12,2386,0.958617919
100,39,143,0.518440905,2258,2464,72929.04225,14,2286,0.958088852
116,45,154,0.52182385,2744,6023,72929.04225,12,2450,0.954793453
83,30,108,0.486676017,0,2514,72929.04225,6,2056,0.961196821
139,57,148,0.5173576,3299,1058,72929.04225,11,2828,0.953151331
62,22,79,0.472396487,454,1271,72929.04225,7,1532,0.961104141
122,304,45,0.543904959,12838,6863,27768.72215,12,1814,0.936983471
295,119,120,0.35229992,1594,4819,51885.59884,93,3466,0.921563414
70,118,86,0.382623225,16636,4445,14549.63085,19,1127,0.941520468
79,133,99,0.376868607,19003,3592,14361.50336,22,1192,0.937844217
66,119,90,0.389372822,16885,5193,14361.50336,19,1082,0.942508711
104,156,38,0.492941176,11385,7086,49970.30897,52,746,0.877647059
151,200,60,0.453585325,10653,12190,54974.84818,27,1648,0.91606448
151,200,60,0.453585325,10653,9445,54974.84818,24,1648,0.91606448
72,126,41,0.486238532,23695,3237,54974.84818,20,800,0.917431193
123,150,52,0.441595442,17124,4608,54974.84818,21,1281,0.912393162
72,126,41,0.486238532,23695,3821,54974.84818,20,800,0.917431193
123,150,52,0.441595442,17124,3099,54974.84818,21,1281,0.912393162
72,126,41,0.486238532,23695,2266,54974.84818,20,800,0.917431193
72,126,41,0.486238532,23695,2266,54974.84818,22,800,0.917431193
147,231,52,0.465243902,16634,50474,53885.90844,22,1493,0.910365854
36,117,88,0.544224766,7682,722,34321.39937,13,1886,0.981269511
37,118,94,0.548288196,8948,1582,34321.39937,9,1920,0.98109351
54,169,54,0.545914069,6459,945,24113.64599,8,1133,0.954507161
127,203,73,0.515910899,5306,3075,23320.92604,16,2387,0.949482896
42,53,74,0.344405594,2521,2266,32112.02428,39,530,0.926573427
301,124,137,0.356410256,1035,7816,51885.59884,122,3209,0.914245014
137,212,91,0.532945031,8656,694,23624.75283,21,2610,0.950127412
120,195,88,0.544220326,8006,1927,23624.75283,21,2458,0.953452289
20,131,104,0.4481409,11807,2144,14397.35925,4,491,0.960861057
20,166,106,0.452241715,13544,2139,16170.0943,5,493,0.961013645
70,473,67,0.561965812,26644,763,50716.61358,16,866,0.925213675
57,146,106,0.503030303,6521,1201,15470.6481,15,1098,0.950649351
102,353,104,0.501146789,33443,743,32208.65205,18,1642,0.941513761
89,358,44,0.545391545,22445,1611,34426.55575,18,1354,0.938322938
92,380,43,0.549277267,22445,5150,34426.55575,20,1430,0.939553219
92,389,42,0.554131967,20603,2168,34426.55575,19,1469,0.941063421
116,374,41,0.548571429,24533,1670,34426.55575,22,1634,0.933714286
136,38,89,0.560235889,6360,1744,52514.0342,9,1051,0.885425442
94,45,89,0.356562137,3571,4119,8553.058892,27,1628,0.945412311
458,315,151,0.556577086,5897,3992,92063.85439,20,3784,0.89203206
489,307,152,0.553880266,5897,2450,92063.85439,23,4021,0.891574279
398,312,146,0.531548757,4685,1042,92063.85439,23,3786,0.904875717
398,297,142,0.525439848,4825,1722,92063.85439,28,3808,0.905373276
397,296,139,0.526367188,3978,4381,92063.85439,26,3699,0.903076172
131,161,93,0.433604336,12656,706,26371.33594,16,1714,0.92899729
74,570,71,0.506375228,18620,5733,12830.53078,8,1024,0.932604736
125,253,160,0.455964326,28312,1275,13403.46526,15,1669,0.9303233
124,245,122,0.46240814,22644,2013,13403.46526,16,1645,0.929903901
146,115,92,0.508460919,2775,2867,14743.22995,14,2336,0.941176471
147,223,112,0.47289823,20154,1056,17389.64383,16,1661,0.91869469
167,154,95,0.452892562,9817,960,42649.78768,17,2253,0.930991736
169,155,98,0.451012146,9908,910,42649.78768,18,2301,0.931578947
78,116,56,0.474522293,2166,3210,13384.80088,6,1806,0.958598726
120,155,64,0.35282392,7648,711,28056.87549,11,1385,0.920265781
112,210,164,0.460660661,27199,3260,22681.831,14,1553,0.932732733
108,203,151,0.458358298,26052,1326,22681.831,14,1561,0.935290593
131,299,98,0.525188188,18379,562,20626.42224,15,1596,0.924145918
126,160,97,0.397198599,21762,878,9397.051812,19,1873,0.936968484
133,149,97,0.399116348,18229,961,9397.051812,20,1904,0.934707904
140,136,100,0.396200185,14345,1511,9397.051812,21,2018,0.935125116
141,138,90,0.4,13226,4471,9397.051812,21,2069,0.936199095
29,201,123,0.466854725,15385,2655,17973.59103,10,680,0.95909732
150,241,91,0.515096066,10398,915,36338.43718,15,2036,0.931381519
136,196,74,0.444043321,3176,2099,25603.0493,17,1803,0.929860753
36,119,67,0.497231451,10910,1209,25308.72175,4,867,0.96013289
42,150,93,0.560053086,5939,1120,28933.52476,10,1465,0.97213006
86,39,99,0.346105528,1346,1048,27829.2449,31,1506,0.945979899
34,188,114,0.501642935,13100,882,14497.79317,8,879,0.962760131
85,59,121,0.311315336,1482,3581,86021.11043,34,1656,0.951177484
85,59,121,0.311315336,1482,4094,86021.11043,34,1656,0.951177484
80,234,60,0.493987049,13309,6326,16583.60086,12,1001,0.92599445
79,239,60,0.496212121,13030,9634,16583.60086,15,977,0.925189394
56,287,91,0.540653814,5565,722,15402.92528,9,1137,0.953059514
55,286,94,0.536462699,7153,2062,15402.92528,9,1138,0.953897737
56,287,91,0.540653814,5565,1471,15402.92528,8,1137,0.953059514
56,287,91,0.540653814,5565,1471,15402.92528,8,1137,0.953059514
54,351,92,0.546069315,7353,1115,15402.92528,12,1129,0.954353339
54,351,92,0.546069315,7353,1115,15402.92528,11,1129,0.954353339
49,156,91,0.38807947,2922,1433,14380.88502,9,706,0.935099338
52,161,93,0.406991261,2922,1577,14380.88502,10,749,0.935081149
282,40,115,0.374016986,1973,5418,35105.88129,69,2897,0.911292859
39,191,70,0.528282828,21463,821,19726.04428,17,951,0.960606061
136,309,95,0.525543478,20353,822,15225.36949,16,1704,0.926086957
64,281,87,0.522144522,25254,3868,17767.94461,10,1223,0.95027195
117,155,90,0.402525253,20918,1284,9454.241349,14,1863,0.940909091
115,152,93,0.398884947,20710,743,9454.241349,16,1858,0.941713127
115,170,95,0.402583979,21762,1896,9397.051812,15,1820,0.940568475
154,111,90,0.505494505,2775,809,21672.99278,13,2394,0.93956044
154,117,90,0.504927079,2618,1733,21672.99278,13,2383,0.939298384
79,155,65,0.548635824,8390,658,14552.56796,18,1607,0.953143535
117,107,72,0.352138872,4716,1909,40993.88901,12,1496,0.927464352
51,173,102,0.445772059,8767,989,16881.08351,13,1037,0.953125
81,222,129,0.547918044,9253,1527,23417.87961,10,1432,0.946463979
77,225,96,0.530054645,6897,1321,39161.33257,15,1570,0.95324833
360,130,79,0.555049787,3265,5132,26465.70576,11,3155,0.897581792
134,232,64,0.326037736,8818,1153,23722.84324,17,1191,0.898867925
95,240,51,0.332659252,8112,1191,23722.84324,15,894,0.903943377
95,240,51,0.332659252,8112,2261,23722.84324,14,894,0.903943377
61,112,70,0.453002611,8251,5485,17751.98874,9,1471,0.960182768
48,129,70,0.459599703,10263,852,17751.98874,5,1301,0.964418087
49,151,75,0.472929936,8610,5382,38398.03374,10,1207,0.960987261
144,130,106,0.448214286,12029,1679,19006.12565,18,2096,0.935714286
139,128,94,0.468720822,7381,1823,19006.12565,17,2003,0.935107376
139,128,94,0.468720822,7381,3238,19006.12565,17,2003,0.935107376
139,128,94,0.468720822,7381,1684,19006.12565,17,2003,0.935107376
133,127,90,0.469476744,7857,1022,19006.12565,18,1931,0.935562016
59,149,113,0.416831683,19117,2266,14361.50336,16,951,0.941584158
76,173,98,0.43637621,1542,1918,25464.58186,5,1370,0.947441217
77,175,94,0.450103235,1757,2481,25464.58186,6,1376,0.947006194
44,85,87,0.509752926,13583,664,20746.05601,14,1494,0.971391417
42,108,93,0.475862069,16479,552,20746.05601,14,1408,0.971034483
69,165,116,0.471590909,17927,1007,41420.82633,9,987,0.934659091
367,66,116,0.358068615,1288,2293,40268.92265,87,3568,0.906734435
367,66,116,0.358068615,1288,8497,40268.92265,84,3568,0.906734435
367,66,116,0.358068615,1288,5794,40268.92265,85,3568,0.906734435
367,66,116,0.358068615,1288,6809,40268.92265,85,3568,0.906734435
313,112,101,0.352287413,1594,984,51885.59884,76,3556,0.919100543
313,112,101,0.352287413,1594,5644,51885.59884,76,3556,0.919100543
316,116,110,0.353136155,1594,1547,51885.59884,87,3606,0.919428863
338,96,110,0.350751787,1321,6732,51885.59884,80,3719,0.916687207
313,112,101,0.352287413,1594,984,51885.59884,77,3556,0.919100543
329,93,136,0.361442006,1606,7866,51885.59884,113,2861,0.896865204
338,95,110,0.350851221,1321,909,51885.59884,80,3715,0.916604984
88,34,102,0.34004603,1461,4837,27829.2449,28,1650,0.949367089
77,165,57,0.509647372,4790,1311,19881.79333,13,1426,0.948769128
172,258,63,0.472332016,9929,4182,54974.84818,27,1852,0.915019763
165,201,60,0.467862481,2580,7505,54974.84818,24,1842,0.917787743
165,201,60,0.467862481,2580,16270,54974.84818,26,1842,0.917787743
165,201,60,0.467862481,2580,21890,54974.84818,24,1842,0.917787743
165,201,60,0.467862481,2580,6629,54974.84818,25,1842,0.917787743
125,206,68,0.449293178,3156,3328,54974.84818,24,1502,0.923171481
165,201,60,0.467862481,2580,5134,54974.84818,24,1842,0.917787743
172,258,63,0.472332016,9929,18004,54974.84818,25,1852,0.915019763
83,128,133,0.316568047,8350,2519,32112.02428,43,931,0.918145957
182,83,143,0.3298573,3591,1935,32112.02428,53,1640,0.900109769
36,106,96,0.321637427,5995,1696,32112.02428,31,477,0.929824561
83,128,133,0.316568047,8350,293,32112.02428,42,931,0.918145957
115,118,143,0.329905063,7633,1790,32112.02428,42,1149,0.909018987
71,95,122,0.313518696,441,3167,6177.561535,95,972,0.931927133
8,13,60,0.375,0,6676,6177.561535,30,128,0.941176471
48,78,111,0.326947637,441,7685,6177.561535,96,735,0.938697318
36,64,77,0.349177331,727,685,86021.11043,54,511,0.934186472
43,104,105,0.309492848,291,14814,86021.11043,89,726,0.944083225
55,61,80,0.36900369,2390,4239,29101.06209,43,758,0.932349323
53,74,73,0.369863014,2469,8780,29101.06209,44,750,0.933997509
37,64,72,0.337614679,879,4314,29101.06209,49,508,0.932110092
40,56,77,0.355450237,1177,2398,29101.06209,50,593,0.936808847
36,63,69,0.326164875,1177,2778,29101.06209,51,522,0.935483871
33,84,83,0.419466976,10277,1228,7901.059313,11,830,0.961761298
73,150,95,0.418,4093,5391,32026.19779,43,927,0.927
73,150,95,0.418,4093,3411,32026.19779,38,927,0.927
68,143,94,0.411829135,2994,834,32026.19779,38,845,0.925520263
73,150,94,0.417582418,4093,1958,32026.19779,40,928,0.927072927
220,92,143,0.333333333,3728,2303,40268.92265,61,1889,0.895685159
223,89,140,0.335727969,3728,796,40268.92265,65,1865,0.893199234
331,78,146,0.364427861,1606,6380,40268.92265,90,2885,0.897077114
193,88,143,0.337719298,3591,1705,40268.92265,60,1631,0.894188596
271,46,138,0.354903943,4266,610,40268.92265,38,2696,0.908661948
193,88,143,0.337719298,3591,4306,40268.92265,59,1631,0.894188596
331,78,146,0.364427861,1606,6396,40268.92265,89,2885,0.897077114
263,45,138,0.355140187,4544,2703,40268.92265,35,2626,0.90896504
247,79,152,0.328589368,4547,8808,40268.92265,44,2142,0.89660946
155,20,39,0.332745703,1032,2047,13854.49042,35,2114,0.931687968
160,22,48,0.339975093,1268,3000,13854.49042,41,2249,0.933582399
156,20,44,0.336188437,1032,1440,13854.49042,39,2179,0.933190578
189,24,50,0.348819783,1268,3764,13854.49042,48,2480,0.929186961
215,33,61,0.355258765,1887,3340,13854.49042,60,2780,0.928213689
139,22,54,0.321573948,1032,4353,13854.49042,26,2072,0.937132519
175,23,45,0.345525292,1268,5422,13854.49042,47,2395,0.931906615
126,62,65,0.360710855,1032,981,14060.3669,28,1956,0.939481268
126,159,93,0.395926478,20606,1446,9454.241349,16,1887,0.937406855
143,251,125,0.421298459,26465,4214,9454.241349,20,1998,0.933208781
248,49,142,0.349366145,4797,6434,10053.93561,31,2434,0.907531693
248,49,142,0.349366145,4797,3805,10053.93561,31,2434,0.907531693
208,51,141,0.350469196,5005,4575,10053.93561,28,2243,0.915136679
138,112,117,0.417926003,12175,1432,10053.93561,14,1781,0.928087546
140,102,92,0.374525517,5805,1511,22107.5451,27,2231,0.940953184
47,114,94,0.43083004,17641,916,14361.50336,17,712,0.938076416
107,145,115,0.385259631,20926,1978,10456.62387,22,1684,0.94025684
144,132,101,0.386383731,13822,1360,9397.051812,24,2118,0.936339523
139,141,108,0.391640164,13822,3525,9397.051812,23,2062,0.936846888
111,151,105,0.387959866,18229,2450,9397.051812,18,1683,0.93812709
149,49,95,0.362716763,1640,1514,12294.54395,21,1927,0.92822736
109,66,82,0.369892473,504,1115,12294.54395,19,1286,0.921863799
68,17,53,0.441588785,400,1028,12247.28031,10,1216,0.947040498
49,36,55,0.438596491,400,1377,12247.28031,10,692,0.933873144
68,17,54,0.438087774,400,2184,12247.28031,12,1208,0.946708464
49,41,56,0.438280166,400,3203,12247.28031,15,672,0.932038835
49,40,57,0.438263229,400,1450,12247.28031,9,688,0.933514247
50,31,61,0.442988204,400,2644,12247.28031,7,713,0.934469201
62,21,60,0.428721174,400,1922,12247.28031,11,892,0.935010482
75,17,49,0.453113815,578,607,12247.28031,9,1322,0.946313529
73,24,49,0.450104676,750,2298,12247.28031,17,1360,0.94905792
76,19,50,0.452565004,978,4097,12247.28031,9,1347,0.946591708
67,59,73,0.340095465,400,765,12247.28031,11,771,0.920047733
49,36,55,0.438596491,400,1153,12247.28031,9,692,0.933873144
113,94,95,0.385185185,3107,9271,20821.24615,18,1642,0.935612536
113,94,95,0.385185185,3107,5166,20821.24615,18,1642,0.935612536
87,62,76,0.356151711,1843,4123,20821.24615,11,994,0.919518964
121,91,88,0.38489426,1443,2497,20821.24615,20,1534,0.926888218
111,151,129,0.432160804,15429,475,13865.29669,20,1481,0.930276382
48,35,28,0.363076923,10141,3032,25473.53184,7,277,0.852307692
44,35,29,0.36,9512,1750,25473.53184,7,231,0.84
31,35,30,0.405940594,8564,1195,25473.53184,9,171,0.846534653
95,38,36,0.351282051,11432,1748,25473.53184,8,685,0.878205128
69,37,30,0.387096774,10141,1184,25473.53184,6,396,0.851612903
48,35,28,0.35483871,9933,2183,25473.53184,9,262,0.84516129
32,31,28,0.412621359,8564,4204,25473.53184,7,174,0.844660194
48,35,28,0.356687898,9933,3266,25473.53184,9,266,0.847133758
57,76,59,0.454354669,9806,1425,6303.728407,5,896,0.940188877
100,31,58,0.448235975,1259,5898,14473.70103,18,1629,0.9421631
100,31,58,0.450434783,1259,2005,14473.70103,18,1625,0.942028986
70,19,57,0.439846743,400,12411,10481.63028,11,1235,0.946360153
54,37,48,0.437080537,1218,9472,16070.87946,9,1138,0.954697987
60,32,36,0.429737081,1501,2809,9558.739677,4,1043,0.945602901
84,99,111,0.391591096,7527,2486,21621.5139,15,1129,0.930750206
84,88,107,0.386513158,7527,1377,21621.5139,15,1132,0.930921053
86,81,84,0.366432337,3989,752,20984.2943,16,1052,0.924428822
97,70,98,0.360958904,5772,3933,20984.2943,18,1363,0.933561644
74,69,67,0.339500463,4876,1888,63564.3509,12,1007,0.931544866
109,25,55,0.380804954,9574,1331,63564.3509,10,1183,0.915634675
109,25,55,0.380804954,9574,2318,63564.3509,9,1183,0.915634675
97,29,52,0.392951542,8559,2797,63564.3509,12,1038,0.914537445
109,25,55,0.380804954,9574,2335,63564.3509,9,1183,0.915634675
77,72,76,0.343490305,4876,5727,63564.3509,15,1006,0.9289012
99,28,56,0.387208297,9357,3445,63564.3509,10,1058,0.914433881
102,27,53,0.391517129,8839,7906,63564.3509,11,1124,0.91680261
95,26,44,0.403746098,9964,1782,63564.3509,8,866,0.901144641
107,29,46,0.379837067,10238,4685,63564.3509,10,875,0.891038697
80,76,72,0.347708895,3790,2753,63564.3509,12,1033,0.928122192
107,29,46,0.379837067,10238,433,63564.3509,9,875,0.891038697
77,23,36,0.408783784,2002,1546,35491.54168,14,811,0.913288288
88,35,54,0.439368771,2580,3950,35491.54168,31,1116,0.926910299
85,28,45,0.428979981,2002,731,35491.54168,26,964,0.918970448
84,26,42,0.439273553,1760,3414,35491.54168,24,797,0.904653802
88,35,52,0.436909871,2580,3382,35491.54168,38,1077,0.924463519
90,36,63,0.443946188,1760,1591,35491.54168,32,1025,0.919282511
90,36,63,0.443946188,1760,3993,35491.54168,32,1025,0.919282511
90,36,63,0.443946188,1760,1277,35491.54168,39,1025,0.919282511
88,33,49,0.434102142,2580,1757,35491.54168,32,1126,0.927512356
88,34,51,0.437606838,2580,8932,35491.54168,34,1082,0.924786325
90,36,63,0.443946188,1760,1431,35491.54168,32,1025,0.919282511
85,28,45,0.428979981,2002,1028,35491.54168,25,964,0.918970448
90,36,63,0.443946188,1760,1648,35491.54168,33,1025,0.919282511
88,36,52,0.436810857,2580,3534,35491.54168,30,1091,0.925360475
139,246,115,0.434068512,26901,1361,13403.46526,15,1992,0.934772407
139,246,115,0.434068512,26901,2272,13403.46526,15,1992,0.934772407
86,138,123,0.442203258,13259,548,24563.25841,14,1203,0.933281614
87,166,121,0.446808511,12420,3147,22681.831,16,1229,0.933890578
91,169,127,0.454479243,12169,2690,22681.831,15,1282,0.933721777
90,178,128,0.445955619,12440,1681,22681.831,16,1307,0.935576235
91,167,125,0.45248538,12420,2218,22681.831,16,1277,0.933479532
96,218,149,0.487341772,21452,1344,8920.939141,10,1168,0.924050633
70,224,165,0.532480315,29047,590,13768.56088,12,946,0.931102362
68,241,172,0.4544,33670,1873,13768.56088,10,1182,0.9456
56,153,124,0.519119351,24738,1994,11866.66398,5,807,0.935110081
50,154,135,0.528009535,22451,1745,11866.66398,6,789,0.940405244
39,127,134,0.542042042,19369,810,11866.66398,5,627,0.941441441
46,145,136,0.544474394,24160,444,11866.66398,5,696,0.938005391
78,77,64,0.411962932,5994,1003,21111.77682,7,1109,0.934288121
85,84,69,0.414378029,6598,1226,21111.77682,8,1153,0.931340872
45,67,49,0.439299124,5994,1818,21111.77682,5,754,0.943679599
55,67,53,0.420490928,5994,5142,21111.77682,7,882,0.941302028
81,49,50,0.423785595,6598,798,21111.77682,7,1113,0.932160804
80,49,56,0.413821815,4111,1470,21111.77682,7,1121,0.933388843
85,59,57,0.412559618,4584,2261,21111.77682,7,1173,0.932432432
54,67,53,0.422535211,5994,1997,21111.77682,8,869,0.941495125
56,75,59,0.418326693,5994,760,21111.77682,7,948,0.944223108
84,83,68,0.416189697,6598,1675,21111.77682,8,1139,0.931316435
85,84,70,0.414355628,6598,3289,21111.77682,9,1141,0.930668842
54,67,51,0.420540541,5994,3000,21111.77682,5,871,0.941621622
93,78,66,0.416017009,5865,2128,21111.77682,8,1318,0.934089298
56,76,60,0.443064182,7403,1254,22998.26623,9,910,0.942028986
54,76,57,0.426829268,6369,2995,22998.26623,8,930,0.945121951
104,87,77,0.438997214,6024,1844,20560.19923,8,1691,0.942061281
105,85,83,0.440914158,6304,2257,20560.19923,6,1689,0.941471572
70,47,45,0.425758819,2831,1003,20560.19923,6,1149,0.942575882
106,85,82,0.436103152,6304,3510,20560.19923,7,1639,0.939255014
105,86,83,0.438170525,6304,3352,20560.19923,7,1666,0.940711462
104,87,77,0.434399118,5768,2973,20560.19923,14,1710,0.942668137
74,59,46,0.443478261,4003,1188,20560.19923,4,1076,0.935652174
107,89,86,0.441421433,6304,1267,20560.19923,9,1694,0.940588562
105,81,83,0.438426454,6304,1528,20560.19923,7,1649,0.94013683
71,48,44,0.424390244,2831,2620,20560.19923,3,1159,0.942276423
104,87,77,0.44,6024,2547,20560.19923,9,1696,0.942222222
56,134,83,0.530730897,15333,338,19674.05146,11,1148,0.953488372
56,134,83,0.530730897,15333,411,19674.05146,11,1148,0.953488372
39,24,60,0.525581395,2408,1518,19674.05146,14,821,0.954651163
54,119,81,0.520114943,13975,1786,19674.05146,15,1338,0.961206897
54,123,99,0.521319389,14535,842,19674.05146,13,1189,0.956556718
40,36,62,0.535714286,2843,802,19674.05146,13,856,0.955357143
112,131,91,0.408235892,18135,1042,28878.15314,18,1855,0.943060498
112,131,91,0.408235892,18135,1042,28878.15314,17,1855,0.943060498
112,131,91,0.408235892,18135,1277,28878.15314,19,1855,0.943060498
112,131,91,0.408235892,18135,1320,28878.15314,18,1855,0.943060498
112,131,91,0.408235892,18135,1382,28878.15314,17,1855,0.943060498
112,131,91,0.408235892,18135,985,28878.15314,17,1855,0.943060498
