인허가일자,영업상태구분코드,영업상태명,폐업일자,구,법정동,도로명전체주소,사업장명,업태구분명,좌표정보(x),좌표정보(y),행정동명,행정동코드,소재지면적,교통 수,집객시설 수,교육 수,경쟁자 수,인허가 영업,인허가 폐업,인허가 영업+폐업,타업종비율,타업종경쟁자,버퍼내폐업비율,영업기간,아파트 세대수,제곱미터 당 임대료,임대료,총생활인구수,점심저녁시간대 생활인구수,골목상권,발달상권,구분불가,전통시장,관광특구,생존확률,생존예측
20220310,0,영업/정상,,금천구,시흥동,"서울특별시 금천구 금하로24길 21, 102호 (시흥동)",미초밥,일식,191841.5146,438657.3452,시흥5동,11545710,29,90,10,151,26,540,690,1230,0.978861789,1204,0.56097561,144,8886,30987.5555,899,11670.19361,10936.29824,1,0,0,0,0,0.065798886,0
20200527,0,영업/정상,,관악구,신림동,"서울특별시 관악구 조원로 181, 1층 (신림동)",아리칼국수,일식,193054.9397,442702.5773,신사동,11620685,30,100,15,127,151,1238,1356,2594,0.941788743,2443,0.522744796,796,1981,31104.7,933,20944.66626,18597.21201,1,0,0,0,0,0.065798886,0
20201210,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림동길 23-1, 1층 (신림동)",김종민 스시,일식,193402.4888,442745.4607,신사동,11620685,26,92,15,117,142,1164,1215,2379,0.940311055,2237,0.510718789,599,2112,31104.7,809,20944.66626,18597.21201,1,0,0,0,0,0.065798886,0
20210209,0,영업/정상,,도봉구,방학동,서울특별시 도봉구 도당로15길 13 (방학동),돈까스짱방학동도깨비시장점,일식,203146.2656,462637.8944,방학1동,11320690,16,96,12,227,77,643,678,1321,0.941710825,1244,0.51324754,538,16334,25046.59667,401,23494.2753,24802.59456,1,0,0,0,0,0.065798886,0
20220429,0,영업/정상,,도봉구,방학동,"서울특별시 도봉구 도당로 91, 2층 (방학동)",봉,일식,203189.3168,462589.0467,방학1동,11320690,76,98,14,250,81,658,692,1350,0.94,1269,0.512592593,94,16536,25046.59667,1894,23494.2753,24802.59456,1,0,0,0,0,0.065798886,0
20180220,0,영업/정상,,영등포구,양평동5가,"서울특별시 영등포구 양평로22나길 3-2, 1층 (양평동5가)",후미꼬(선유도점),일식,190561.4659,448513.0892,양평2동,11560620,69,67,6,173,39,424,304,728,0.946428571,689,0.417582418,1623,13414,30374.63,2088,28329.05959,29842.30973,1,0,0,0,0,0.06933341,0
20191004,0,영업/정상,,용산구,한남동,"서울특별시 용산구 이태원로 230-1, 지1층 (한남동)",하타나카라멘,일식,199871.4947,448141.0981,한남동,11170685,66,74,29,38,129,1055,788,1843,0.930005426,1714,0.427563755,1032,1980,40597.92,2679,31344.24743,35491.54168,1,0,0,0,0,0.06933341,0
20191218,0,영업/정상,,용산구,한남동,"서울특별시 용산구 이태원로54길 62-4, 지1층 (한남동)",라신반,일식,200006.5422,448154.0957,한남동,11170685,45,73,35,37,114,943,698,1641,0.930530165,1527,0.425350396,957,2580,40597.92,1844,31344.24743,35491.54168,1,0,0,0,0,0.06933341,0
20200326,0,영업/정상,,용산구,한남동,"서울특별시 용산구 이태원로54가길 23, 지1층 (한남동)",레베르(REVERRE),일식,200059.6695,448272.8773,한남동,11170685,48,75,36,33,111,912,669,1581,0.929791271,1470,0.423149905,858,2338,40597.92,1962,31344.24743,35491.54168,1,0,0,0,0,0.06933341,0
20210609,0,영업/정상,,용산구,한남동,"서울특별시 용산구 이태원로54길 58-4, 2층 (한남동)",쿡투게더한남,일식,200006.3695,448193.6929,한남동,11170685,133,75,34,37,114,939,697,1636,0.930317848,1522,0.42603912,418,2580,40597.92,5392,31344.24743,35491.54168,1,0,0,0,0,0.06933341,0
20210118,0,영업/정상,,용산구,한남동,"서울특별시 용산구 이태원로 230, 지1층 (한남동)",기다스시,일식,199866.2959,448136.6482,한남동,11170685,48,74,29,38,131,1061,792,1853,0.929303832,1722,0.427415003,560,1980,40597.92,1943,31344.24743,35491.54168,1,0,0,0,0,0.06933341,0
20190308,0,영업/정상,,송파구,오금동,"서울특별시 송파구 위례성대로22나길 23, 1층 (오금동)",큐 스시,일식,211410.5109,445184.9516,오금동,11710570,97,60,4,352,55,383,436,819,0.932844933,764,0.532356532,1242,10523,37735.3625,3654,36312.00739,35001.36518,1,0,0,0,0,0.097927384,0
20210802,0,영업/정상,,중구,무학동,"서울특별시 중구 다산로35길 14, 1층 (무학동)",키친430,일식,201251.5449,451274.4386,신당동,11140615,29,96,29,103,137,1415,845,2260,0.939380531,2123,0.373893805,364,11488,111778.2875,3227,21376.05003,22107.5451,1,0,0,0,0,0.06933341,0
20211222,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 논현로76길 34, 지상1층 102호 (역삼동)",토끼회관,일식,203603.694,443947.9362,역삼2동,11680650,50,57,44,300,259,1810,1692,3502,0.926042262,3243,0.483152484,222,16079,45886.5275,2294,54870.38526,58126.24751,1,0,0,0,0,0.06933341,0
20171101,0,영업/정상,,서초구,방배동,"서울특별시 서초구 효령로 20, 1층 (방배동)",스시강,일식,198801.7513,441679.9475,방배3동,11650620,36,60,10,122,87,714,532,1246,0.930176565,1159,0.426966292,1734,2318,34658.0905,1258,17361.32703,15187.01226,1,0,0,0,0,0.06933341,0
20210811,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 지하1층 B101호 내 CA10호 (역삼동)",미친라멘,일식,203519.2709,444294.8425,역삼2동,11680650,15,56,77,342,311,1962,1882,3844,0.919094693,3533,0.489594173,355,14152,45886.5275,707,54870.38526,58126.24751,1,0,0,0,0,0.06933341,0
20210819,0,영업/정상,,구로구,가리봉동,"서울특별시 구로구 디지털로 227, 1층 103호 (가리봉동)",스시마와리,일식,190283.5393,442039.745,가산동,11545510,37,154,15,53,162,1598,1612,3210,0.94953271,3048,0.502180685,347,3346,29167.655,1079,60057.69875,72929.04225,1,0,0,0,0,0.06933341,0
20210128,0,영업/정상,,구로구,가리봉동,"서울특별시 구로구 남부순환로105가길 7, 1층 105호 (가리봉동)",올바른푸드,일식,190396.6924,441922.2735,가산동,11545510,28,148,13,55,159,1589,1648,3237,0.950880445,3078,0.509113377,550,2931,29167.655,817,60057.69875,72929.04225,1,0,0,0,0,0.065798886,0
20190516,0,영업/정상,,강남구,자곡동,"서울특별시 강남구 자곡로 180, 강남유탑유블레스 지상1층 103-2호 (자곡동)",하루엔소쿠,일식,209044.6526,441272.314,세곡동,11680700,26,52,4,75,10,94,50,144,0.930555556,134,0.347222222,1173,6843,45722.5725,1189,44859.93354,41311.48915,1,0,0,0,0,0.10299749,0
20180601,0,영업/정상,,용산구,이태원동,"서울특별시 용산구 이태원로27가길 18, 지하1층 (이태원동)",(주)팀아울 만남의광장,일식,199424.603,448097.699,이태원1동,11170650,77,64,19,34,95,933,763,1696,0.943985849,1601,0.449882075,1522,578,45967.5975,3517,13273.29821,14473.70103,1,0,0,0,0,0.06933341,0
20200428,0,영업/정상,,용산구,이태원동,"서울특별시 용산구 이태원로27가길 46, 1층 (이태원동)",마스본,일식,199286.9095,448087.5692,이태원1동,11170650,75,62,18,33,96,906,741,1647,0.941712204,1551,0.449908925,825,978,45967.5975,3433,13273.29821,14473.70103,1,0,0,0,0,0.06933341,0
20170828,0,영업/정상,,중랑구,상봉동,"서울특별시 중랑구 망우로 316, 1층 104호 (상봉동, 이지팰리스)",코소코소 상봉역점,일식,207660.8837,454911.1103,상봉2동,11260590,54,98,10,99,66,932,729,1661,0.960264901,1595,0.438892234,1799,5579,24825.57,1351,26164.3007,27016.92851,1,0,0,0,0,0.06933341,0
20190315,0,영업/정상,,송파구,석촌동,"서울특별시 송파구 석촌호수로 234, 라품미빌딩 1층 (석촌동)",수작나베 석촌점,일식,209011.7012,445052.8364,석촌동,11710600,74,48,24,313,173,1232,1219,2451,0.929416565,2278,0.497348021,1235,14012,47661.9,3525,28978.71938,27768.72215,1,0,0,0,0,0.06933341,0
20180109,0,영업/정상,,송파구,송파동,"서울특별시 송파구 백제고분로41길 43-11, 1층 (송파동)",정양집 송리단길점,일식,209233.0532,445195.9116,석촌동,11710600,83,67,27,287,183,1288,1213,2501,0.926829268,2318,0.485005998,1665,11569,39428.7575,3253,28978.71938,27768.72215,1,0,0,0,0,0.06933341,0
20180704,0,영업/정상,,송파구,송파동,"서울특별시 송파구 백제고분로41길 33, 1층 102호 (송파동)",소요리,일식,209331.0857,445156.5841,석촌동,11710600,36,63,25,285,184,1296,1217,2513,0.92678074,2329,0.484281735,1489,11913,39428.7575,1408,28978.71938,27768.72215,1,0,0,0,0,0.06933341,0
20201030,0,영업/정상,,강서구,등촌동,"서울특별시 강서구 공항대로 423, 신성빌딩 1층 (등촌동)",무제,일식,187062.1799,450374.1045,화곡6동,11500591,32,75,16,105,111,834,768,1602,0.93071161,1491,0.479400749,640,7399,33793.1825,1081,20316.36037,19040.65528,1,0,0,0,0,0.06933341,0
20190904,0,영업/정상,,송파구,잠실동,"서울특별시 송파구 백제고분로11길 6-7, 1층 (잠실동)",ICHIGO(이치고),일식,207012.5161,445034.0195,잠실본동,11710650,93,37,16,215,82,633,728,1361,0.939750184,1279,0.534900808,1062,4665,67757.98333,6281,34506.17534,34426.55575,1,0,0,0,0,0.065798886,0
20220314,0,영업/정상,,송파구,잠실동,"서울특별시 송파구 백제고분로18길 6, 지하1층 (잠실동)",구름카츠 잠실점,일식,207417.9954,444717.8166,잠실본동,11710650,115,28,5,246,96,736,883,1619,0.940704138,1523,0.545398394,140,6155,67757.98333,7759,34506.17534,34426.55575,1,0,0,0,0,0.09847813,0
20200309,0,영업/정상,,송파구,잠실동,"서울특별시 송파구 백제고분로13길 9, 1층 (잠실동)",김영태 스시&사시미마을 잠실점,일식,207180.4222,445030.5154,잠실본동,11710650,56,38,16,309,90,668,799,1467,0.938650307,1377,0.544648943,875,7785,67757.98333,3794,34506.17534,34426.55575,1,0,0,0,0,0.065798886,0
20200612,0,영업/정상,,송파구,잠실동,"서울특별시 송파구 삼전로7길 15, 팍스빌딩 1층 102호 (잠실동)",코스모,일식,207615.2222,444807.9668,잠실본동,11710650,56,33,7,299,103,821,997,1818,0.943344334,1715,0.54840484,780,8621,67757.98333,3794,34506.17534,34426.55575,1,0,0,0,0,0.065798886,0
20190122,0,영업/정상,,마포구,서교동,"서울특별시 마포구 와우산로29라길 7, 1층 (서교동)",스아게 K(Suage K),일식,193515.2652,450352.9273,서강동,11440655,99,155,36,338,453,2222,2741,4963,0.908724562,4510,0.552286923,1287,7688,45314.8025,4485,26396.79843,25660.57992,1,0,0,0,0,0.065798886,0
20220513,0,영업/정상,,마포구,서교동,"서울특별시 마포구 와우산로29길 30, 1층 일부호 (서교동)",돈까스집이야 마포점,일식,193604.7013,450347.0079,서강동,11440655,7,148,34,344,423,2200,2656,4856,0.912891269,4433,0.546952224,80,7880,45314.8025,331,26396.79843,25660.57992,1,0,0,0,0,0.065798886,0
20220429,0,영업/정상,,광진구,군자동,"서울특별시 광진구 능동로31길 14, 수정 1층 (군자동)",만게츠,일식,206802.9672,450403.5646,군자동,11215730,86,60,15,103,73,508,256,764,0.904450262,691,0.335078534,94,1207,31767.0375,2733,19077.5725,19677.17733,1,0,0,0,0,0.06933341,0
20171106,0,영업/정상,,성동구,하왕십리동,"서울특별시 성동구 왕십리로 410, L동 139호 (하왕십리동, 센트라스)",쿄다이 키친,일식,202310.0242,451594.7072,신당5동,11140650,57,104,17,231,133,1231,899,2130,0.937558685,1997,0.422065728,1729,26800,37420.46,2124,9047.278021,9454.241349,1,0,0,0,0,0.06933341,0
20210803,0,영업/정상,,중구,의주로1가,"서울특별시 중구 통일로 114, 바비엥-2 1층 105-2호 (의주로1가)",브이아이피참치 서대문역점,일식,197098.7106,451445.394,충현동,11410565,291,142,31,68,188,1371,704,2075,0.90939759,1887,0.339277108,363,8338,45051.325,13130,40163.13908,44978.79125,1,0,0,0,0,0.06933341,0
20200928,0,영업/정상,,강동구,천호동,"서울특별시 강동구 구천면로42길 28, 1층 102호 (천호동)",더원 참치&연어,일식,211914.5317,449307.5984,천호1동,11740600,33,87,12,190,97,1099,1267,2366,0.959002536,2269,0.535502959,672,6634,30875.16667,1005,29820.76978,26698.17565,1,0,0,0,0,0.065798886,0
20190624,0,영업/정상,,성북구,안암동2가,"서울특별시 성북구 고려대로 35, 1층 (안암동2가)",오월키친,일식,201977.8004,453809.7391,안암동,11290600,34,90,8,115,83,811,623,1434,0.942119944,1351,0.434449093,1134,7281,33654.0325,1127,23137.83344,25115.11668,1,0,0,0,0,0.06933341,0
20210707,0,영업/정상,,은평구,응암동,"서울특별시 은평구 가좌로7나길 19, 혜성교회 1층 (응암동)",엠소마 & 엠단테 응암점,일식,192783.6421,453603.1938,북가좌2동,11410720,12,117,6,314,95,777,844,1621,0.941394201,1526,0.520666255,390,15431,33404.87333,408,36014.52826,32931.6198,1,0,0,0,0,0.065798886,0
20181018,0,영업/정상,,은평구,응암동,"서울특별시 은평구 가좌로7나길 11, 1층층 (응암동)",참치홀릭,일식,192771.7235,453656.568,북가좌2동,11410720,25,123,6,310,97,794,883,1677,0.942158617,1580,0.52653548,1383,11131,33404.87333,835,36014.52826,32931.6198,1,0,0,0,0,0.065798886,0
20211216,0,영업/정상,,광진구,중곡동,"서울특별시 광진구 동일로68길 28, 1층 (중곡동)",카츠와이찌,일식,206761.3605,451124.7197,중곡1동,11215740,23,73,15,146,96,706,415,1121,0.914362177,1025,0.370205174,228,1362,47773.14438,1118,15004.51502,14380.88502,1,0,0,0,0,0.06933341,0
20200519,0,영업/정상,,광진구,중곡동,"서울특별시 광진구 긴고랑로 16, 1층 (중곡동)",3번지포차카야,일식,206823.1031,451261.0259,중곡1동,11215740,41,87,15,166,99,716,470,1186,0.916526138,1087,0.396290051,804,1198,47773.14438,1966,15004.51502,14380.88502,1,0,0,0,0,0.06933341,0
20170908,0,영업/정상,,송파구,문정동,"서울특별시 송파구 동남로6길 11, 1층 (문정동)",심야식당 추엌,일식,210958.4255,443024.506,문정1동,11710641,39,76,13,176,127,928,877,1805,0.929639889,1678,0.485872576,1788,12689,42916.78417,1674,20633.36379,20092.47001,1,0,0,0,0,0.06933341,0
20180416,0,영업/정상,,송파구,문정동,"서울특별시 송파구 동남로6길 9, 1층 (문정동)",류,일식,210948.3047,443038.9066,문정1동,11710641,50,74,8,176,126,922,871,1793,0.929726715,1667,0.485778026,1568,12689,42916.78417,2146,20633.36379,20092.47001,1,0,0,0,0,0.06933341,0
20190404,0,영업/정상,,송파구,문정동,"서울특별시 송파구 동남로6길 14, 1층 (문정동)",혜화동돈까스극장 문정점,일식,210956.3536,442989.3465,문정1동,11710641,33,73,9,173,129,946,911,1857,0.930533118,1728,0.490576198,1215,12929,42916.78417,1416,20633.36379,20092.47001,1,0,0,0,0,0.06933341,0
20210928,0,영업/정상,,서초구,서초동,"서울특별시 서초구 반포대로27길 13, 1층 107호 (서초동, 서초꽃마을 주얼리)",스시 한손,일식,200601.3527,443052.5738,서초3동,11650530,88,91,34,208,112,847,813,1660,0.93253012,1548,0.489759036,307,4889,40638.83313,3589,64549.36189,75810.43776,1,0,0,0,0,0.06933341,0
20200818,0,영업/정상,,서초구,방배동,"서울특별시 서초구 동광로19길 1, 1층 101호 (방배동)",신비초밥,일식,198997.2331,443377.9503,방배4동,11650621,68,103,12,293,95,674,677,1351,0.929681717,1256,0.501110289,713,5940,34658.0905,2371,27331.1617,27406.91783,1,0,0,0,0,0.06933341,0
20210826,0,영업/정상,,관악구,신림동,"서울특별시 관악구 조원로 15, 2층 (신림동)",(주) 은행골,일식,191444.0242,442389.2052,조원동,11620725,76,96,11,112,106,1282,1310,2592,0.959104938,2486,0.505401235,340,4756,31104.7,2351,27853.46842,28933.52476,1,0,0,0,0,0.065798886,0
20211015,0,영업/정상,,서초구,방배동,"서울특별시 서초구 방배로15길 7, 1층 102호 (방배동)",기절초밥,일식,199522.0928,442438.2989,방배1동,11650600,45,109,13,217,40,392,412,804,0.950248756,764,0.512437811,290,5190,34658.0905,1553,20313.38109,22488.12742,1,0,0,0,0,0.065798886,0
20210416,0,영업/정상,,중랑구,면목동,"서울특별시 중랑구 봉우재로 66, 천년빌딩 1층 (면목동)",유초밥,일식,207035.5867,454326.0003,면목2동,11260520,39,87,6,112,65,942,749,1691,0.961561206,1626,0.442933176,472,9791,25811.97208,1007,20584.11156,18428.03924,1,0,0,0,0,0.06933341,0
20190327,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로 1589, 3층 (신림동)",미남참치,일식,193491.109,442451.0999,신원동,11620655,76,90,16,109,146,1228,1267,2495,0.941482966,2349,0.507815631,1223,2775,31104.7,2364,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20190304,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신원로5길 19, 1층 (신림동)",가마족발,일식,193529.614,442206.6536,신원동,11620655,15,79,12,113,117,1060,1084,2144,0.945429104,2027,0.505597015,1246,2602,31104.7,467,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20191106,0,영업/정상,,관악구,신림동,"서울특별시 관악구 관천로 25, 1층 (신림동)",길초밥,일식,193551.5348,442210.0228,신원동,11620655,50,80,14,112,118,1064,1084,2148,0.945065177,2030,0.504655493,999,2602,31104.7,1555,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20180703,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로 1600-8, 2층 (신림동)",지구상사 신림점,일식,193632.3902,442385.3511,신원동,11620655,149,84,15,100,131,1208,1226,2434,0.946179129,2303,0.503697617,1490,2618,31104.7,4619,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20180427,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로 1600-7, 2층 (신림동)",발빠닭 신림역점,일식,193639.8251,442405.811,신원동,11620655,85,84,14,101,139,1225,1242,2467,0.943656263,2328,0.50344548,1557,2618,31104.7,2644,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20200821,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로176길 12, 2층 (신림동)",샵도쿄시장,일식,193598.5433,442355.0749,신원동,11620655,84,83,14,110,133,1197,1232,2429,0.945244957,2296,0.507204611,710,2618,31104.7,2603,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20200806,0,영업/정상,,관악구,신림동,"서울특별시 관악구 남부순환로176길 12, 3층 (신림동)",샵도쿄시장,일식,193598.5433,442355.0749,신원동,11620655,84,83,13,110,133,1197,1232,2429,0.945244957,2296,0.507204611,725,2618,31104.7,2603,16577.94618,14743.22995,1,0,0,0,0,0.065798886,0
20190308,0,영업/정상,,강남구,대치동,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상1층 103호 (대치동)",정참치,일식,204870.3579,444682.0145,대치4동,11680630,109,69,53,1490,344,1771,1805,3576,0.903803132,3232,0.504753915,1242,18968,48644.62167,5297,41194.8779,49884.88825,1,0,0,0,0,0.065798886,0
20220428,0,영업/정상,,강남구,대치동,"서울특별시 강남구 삼성로75길 26-8, 지상1층 (대치동)",고래향,일식,204870.6911,444599.1486,대치4동,11680630,109,73,52,1593,308,1647,1622,3269,0.905781585,2961,0.496176201,95,19432,48644.62167,5287,41194.8779,49884.88825,1,0,0,0,0,0.06933341,0
20200110,0,영업/정상,,서초구,방배동,"서울특별시 서초구 방배로43길 43, 1층 101호 (방배동)",혼키,일식,198702.5648,443672.0602,방배본동,11650590,33,90,15,291,71,499,544,1043,0.931927133,972,0.521572387,934,12653,34658.0905,1144,18367.29344,17509.8567,1,0,0,0,0,0.065798886,0
20220425,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로38길 1, 1층 (신림동)",초밥만,일식,194409.1246,441609.5878,서림동,11620665,29,66,8,149,96,952,1160,2112,0.954545455,2016,0.549242424,98,6824,31104.7,896,16509.79714,14042.38559,1,0,0,0,0,0.065798886,0
20220114,0,영업/정상,,관악구,신림동,"서울특별시 관악구 신림로 216-1, 2층 (신림동)",인생 샐러드,일식,194410.9851,441632.9803,서림동,11620665,64,64,10,152,98,981,1174,2155,0.954524362,2057,0.544779582,199,6597,31104.7,1996,16509.79714,14042.38559,1,0,0,0,0,0.065798886,0
20180709,0,영업/정상,,관악구,신림동,"서울특별시 관악구 서림길 22, 1층 (신림동)",최가네 수제냉면돈가스,일식,194422.8444,441439.7809,서림동,11620665,52,65,9,139,76,752,986,1738,0.956271577,1662,0.567318757,1484,6321,31104.7,1617,16509.79714,14042.38559,1,0,0,0,0,0.065798886,0
20210406,0,영업/정상,,서초구,서초동,"서울특별시 서초구 반포대로13길 33, 1층 101호 (서초동)",훈우영,일식,200726.9572,442477.0215,서초3동,11650530,72,87,19,170,82,742,658,1400,0.941428571,1318,0.47,482,6575,40638.83313,2920,64549.36189,75810.43776,1,0,0,0,0,0.06933341,0
20210607,0,영업/정상,,송파구,송파동,"서울특별시 송파구 송이로 12, 1층 103호 (송파동)",여미,일식,210131.7032,444615.3862,송파2동,11710590,22,59,13,310,108,891,952,1843,0.941399891,1735,0.516549105,420,9262,39428.7575,868,18895.45987,17838.4388,1,0,0,0,0,0.065798886,0
20210721,0,영업/정상,,강서구,마곡동,"서울특별시 강서구 강서로 455, 마곡경동미르웰 101동 1층 118호 (마곡동)",아우라카레,일식,185836,451561,등촌3동,11500535,60,86,8,240,112,706,558,1264,0.911392405,1152,0.441455696,376,9405,40166.2525,2412,39779.1394,42257.62962,1,0,0,0,0,0.06933341,0
20220328,0,영업/정상,,강서구,가양동,"서울특별시 강서구 양천로47가길 43, 1층 102호 (가양동)",쇼와,일식,185795.9282,452124.1118,가양1동,11500603,53,54,7,57,22,226,182,408,0.946078431,386,0.446078431,126,8793,37406.34333,1983,50116.53758,55247.40565,1,0,0,0,0,0.06933341,0
20210930,0,영업/정상,,강서구,마곡동,"서울특별시 강서구 강서로 471, 엠코지니어스타 B동 1층 106호 (마곡동)",독도초밥,일식,185830,451679,가양1동,11500603,34,84,8,218,94,578,434,1012,0.907114625,918,0.428853755,305,12679,40166.2525,1379,50116.53758,55247.40565,1,0,0,0,0,0.06933341,0
20210309,0,영업/정상,,강서구,마곡동,"서울특별시 강서구 양천로 344, 지하1층 B104호 (마곡동)",니니카츠,일식,185798,451778,가양1동,11500603,58,84,6,206,56,403,302,705,0.920567376,649,0.428368794,510,10321,40166.2525,2336,50116.53758,55247.40565,1,0,0,0,0,0.06933341,0
20210126,0,영업/정상,,강서구,마곡동,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 146-1호 (마곡동)",빛고을 닭강정 마곡점,일식,185798,451778,가양1동,11500603,24,84,6,206,56,403,302,705,0.920567376,649,0.428368794,552,10321,40166.2525,982,50116.53758,55247.40565,1,0,0,0,0,0.06933341,0
20220530,0,영업/정상,,강서구,마곡동,"서울특별시 강서구 강서로 471, 엠코지니어스타 B동 1층 110호 (마곡동)",프렌치코코,일식,185830,451679,가양1동,11500603,47,84,8,218,94,578,434,1012,0.907114625,918,0.428853755,63,12679,40166.2525,1906,50116.53758,55247.40565,1,0,0,0,0,0.06933341,0
20180427,0,영업/정상,,강남구,논현동,"서울특별시 강남구 논현로149길 53, 1층 101호 (논현동)",현 우동,일식,202077.3207,446086.7029,논현1동,11680521,86,49,135,301,314,1819,1826,3645,0.913854595,3331,0.500960219,1557,4875,38504.3175,3304,43998.42471,49387.2863,1,0,0,0,0,0.06933341,0
20180112,0,영업/정상,,은평구,갈현동,"서울특별시 은평구 연서로27길 13-1, 1층 (갈현동)",joumon(죠몬),일식,192679.6566,457294.3825,갈현2동,11380552,40,108,8,351,100,948,1045,1993,0.949824385,1893,0.524335173,1662,3937,28255.21417,1130,22631.65078,21351.53591,1,0,0,0,0,0.065798886,0
20190828,0,영업/정상,,은평구,불광동,"서울특별시 은평구 연서로 304-1, 1층 (불광동)",마루 참치,일식,193521.5698,457807.1795,불광1동,11380520,67,88,9,213,72,734,779,1513,0.952412426,1441,0.514871117,1069,5028,33366.0525,2222,29218.81896,27511.30988,1,0,0,0,0,0.065798886,0
20220106,0,영업/정상,,서초구,방배동,"서울특별시 서초구 방배중앙로 157, B동 1층 (방배동)",마츠루,일식,198710.6972,443442.268,방배4동,11650621,58,100,11,303,94,679,681,1360,0.930882353,1266,0.500735294,207,12814,34658.0905,2020,27331.1617,27406.91783,1,0,0,0,0,0.06933341,0
20190116,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙북로 85, 1층 (목동)",투다리 염창역점,일식,188688.4523,449367.5936,목2동,11470520,33,71,7,316,72,459,464,923,0.921993499,851,0.502708559,1293,13385,36652.715,1212,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20190329,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙북로 102, 1층 (목동)",쿠마식당,일식,188827.1879,449321.7356,목2동,11470520,30,65,6,621,59,373,396,769,0.923276983,710,0.514954486,1221,12923,36652.715,1100,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20190829,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙본로 115, 1층 2호 (목동)",기가스시2,일식,188545.4551,449305.8932,목2동,11470520,42,65,7,297,81,517,544,1061,0.923656927,980,0.512723845,1068,11351,36652.715,1545,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20180730,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙북로 102, 1층 (목동)",레코드피자 염창점,일식,188827.1879,449321.7356,목2동,11470520,85,65,6,621,59,373,396,769,0.923276983,710,0.514954486,1463,12923,36652.715,3115,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20220518,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙북로 81, 하쯔빌딩 2층 (목동)",유미카츠,일식,188635.8633,449373.1748,목2동,11470520,137,67,9,314,74,479,488,967,0.923474664,893,0.504653568,75,15261,36652.715,5019,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20220530,0,영업/정상,,양천구,목동,"서울특별시 양천구 목동중앙북로 81, 하쯔빌딩 1층 103호 (목동)",초이노미,일식,188635.8633,449373.1748,목2동,11470520,30,67,9,314,74,479,488,967,0.923474664,893,0.504653568,63,15261,36652.715,1100,22681.90504,19790.66068,1,0,0,0,0,0.065798886,0
20180102,0,영업/정상,,영등포구,신길동,"서울특별시 영등포구 신길로52길 5-2, 1층 (신길동)",혼술회참치,일식,192050.4191,445477.2369,신길3동,11560650,17,104,10,155,93,951,864,1815,0.948760331,1722,0.476033058,1672,17379,29959.42714,494,12816.08395,11445.25174,1,0,0,0,0,0.06933341,0
20181204,0,영업/정상,,서대문구,연희동,"서울특별시 서대문구 홍제천로2길 38, 1층 (연희동)",오사카,일식,192932.3482,451953.2099,연희동,11410615,42,101,2,139,100,724,774,1498,0.933244326,1398,0.516688919,1336,9135,31441.5475,1322,36081.92598,34418.83947,1,0,0,0,0,0.16753066,0
20200819,0,영업/정상,,은평구,녹번동,"서울특별시 은평구 은평로 197-2, 지하1층 (녹번동)",이부장 스시,일식,193714.1443,455522.323,응암1동,11380580,62,71,13,152,83,645,726,1371,0.939460248,1288,0.529540481,712,14264,29469.2475,1815,23922.55733,21672.20931,1,0,0,0,0,0.065798886,0
20200109,0,영업/정상,,동대문구,전농동,"서울특별시 동대문구 답십리로 61-1, 1층 1호 (전농동)",해운수산,일식,204191.7516,452650.1955,전농1동,11230560,43,96,15,149,75,838,926,1764,0.957482993,1689,0.524943311,935,13533,32047.00125,1378,29546.89944,30713.91024,1,0,0,0,0,0.065798886,0
