인허가일자,영업상태구분코드,영업상태명,폐업일자,구,법정동,도로명전체주소,사업장명,업태구분명,좌표정보(x),좌표정보(y),행정동명,행정동코드,소재지면적,교통 수,집객시설 수,교육 수,경쟁자 수,인허가 영업,인허가 폐업,인허가 영업+폐업,타업종비율,타업종경쟁자,버퍼내폐업비율,영업기간,아파트 세대수,제곱미터 당 임대료,임대료,총생활인구수,점심저녁시간대 생활인구수,골목상권,발달상권,구분불가,전통시장,관광특구,생존확률,생존예측
20220117,0,영업/정상,,서초구,서초동,"서울특별시 서초구 서초대로73길 42, 강남역리가스퀘어 1층 104호 (서초동)",나에코(Naeco),일식,202085.1126,444323.8051,서초4동,11650531,31,122,195,573,348,1841,2024,3865,0.90996119,3517,0.523673997,196,15642,40638.83313,1272,43201.88118,49722.93653,0,1,0,0,0,0.065798886,0
20210914,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 봉은사로4길 36, 운현빌딩 지상1층 2호 (역삼동)",호미호식,일식,202303.779,444476.2636,서초4동,11650531,73,111,200,528,387,2116,2355,4471,0.913442183,4084,0.526727801,321,11566,45886.5275,3337,43201.88118,49722.93653,0,1,0,0,0,0.065798886,0
20181029,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 강남대로110길 26, 1층 (역삼동)",정돈 강남점,일식,202314.7844,444599.4507,서초4동,11650531,186,104,200,519,375,2079,2326,4405,0.914869467,4030,0.528036322,1372,11345,45886.5275,8513,43201.88118,49722.93653,0,1,0,0,0,0.065798886,0
20190507,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로 129, 지하1층 (역삼동)",야마야 강남N타워점,일식,202769.76,444195.925,역삼1동,11680640,139,102,183,498,422,2443,2487,4930,0.914401623,4508,0.504462475,1182,6756,45886.5275,6369,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20180528,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로10길 25, 지상1층 106호 (역삼동, 뜨라네)",나이스샤워 역삼점,일식,202849.5416,443930.6528,역삼1동,11680640,40,99,160,493,387,2296,2327,4623,0.916288125,4236,0.503352801,1526,9847,45886.5275,1842,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20180723,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로4길 25, 지상1층 (역삼동)",동경에서먹었던규동(강남점),일식,202623.1698,443850.2973,역삼1동,11680640,30,108,160,498,349,2096,2217,4313,0.919081846,3964,0.514027359,1470,11766,45886.5275,1365,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20211013,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로4길 35, 지상1층 101호 (역삼동)",텐카라멘,일식,202644.3428,443773.6242,역삼1동,11680640,66,101,159,496,341,2057,2147,4204,0.918886775,3863,0.510704091,292,10672,45886.5275,3029,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20211122,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 강남대로94길 54, 지상2층 A호 (역삼동)",아오야마,일식,202731.8841,444237.1288,역삼1동,11680640,78,109,194,493,419,2425,2498,4923,0.914889295,4504,0.507414178,252,7943,45886.5275,3559,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20210907,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로4길 29, 정우씨티 지상1층 2호 (역삼동)",오므토토마토 강남본점,일식,202633.8317,443820.5946,역삼1동,11680640,83,106,156,497,349,2088,2207,4295,0.918742724,3946,0.513853318,328,10776,45886.5275,3786,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20210916,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 강남대로94길 28, 유니언타운 강남 지하2층 11호 (역삼동)",캘리롤리,일식,202546.8456,444157.6253,역삼1동,11680640,11,107,193,513,391,2265,2369,4634,0.915623651,4243,0.511221407,319,11965,45886.5275,492,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20210824,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로 123, 여삼빌딩 지하1층 3호 (역삼동)",믿음직화 먼슬리키친 강남점,일식,202716.535,444150.93,역삼1동,11680640,13,108,181,501,412,2330,2414,4744,0.913153457,4332,0.508853288,342,8648,45886.5275,606,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20210512,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로 123, 여삼빌딩 지하1층 주방9호 (역삼동)",퐈이어스시,일식,202716.535,444150.93,역삼1동,11680640,13,108,181,501,412,2330,2414,4744,0.913153457,4332,0.508853288,446,8648,45886.5275,578,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20181123,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로 129, 지하2층 (역삼동)",스시류 블랙 강남N타워점,일식,202769.76,444195.925,역삼1동,11680640,104,102,183,498,422,2443,2487,4930,0.914401623,4508,0.504462475,1347,6756,45886.5275,4786,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20201221,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로 123, 여삼빌딩 지하1층 주방22호 (역삼동)",카츠 노즈믹,일식,202716.535,444150.93,역삼1동,11680640,12,108,182,501,412,2330,2414,4744,0.913153457,4332,0.508853288,588,8648,45886.5275,560,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20170906,0,영업/정상,,영등포구,당산동,"서울특별시 영등포구 국회대로55길 35, 1층 (당산동)",센다이참치,일식,191727.5914,447341.1023,영등포동,11560535,58,86,18,167,98,800,594,1394,0.929698709,1296,0.426111908,1790,11508,39100.2425,2281,52539.22583,60114.13685,0,1,0,0,0,0.06933341,0
20220110,0,영업/정상,,강남구,역삼동,"서울특별시 강남구 테헤란로38길 29, 이원빌딩 지상1층 (역삼동)",통영 수산시장,일식,203711.5725,444265.1597,역삼2동,11680650,11,65,48,465,309,1960,1841,3801,0.918705604,3492,0.484346225,203,14317,45886.5275,500,54870.38526,58126.24751,0,1,0,0,0,0.06933341,0
20190129,0,영업/정상,,종로구,돈의동,"서울특별시 종로구 돈화문로5가길 1, 피카디리플러스 6층 12호 (돈의동)",행운돈까스지기,일식,199155.5427,452083.1231,종로1·2·3·4가동,11110615,8,121,102,119,189,1831,867,2698,0.92994811,2509,0.321349148,1280,1328,57241.1675,445,61823.07283,86021.11043,0,1,0,0,0,0.069966026,0
20190627,0,영업/정상,,종로구,익선동,서울특별시 종로구 돈화문로11나길 26-7 (익선동),짠수기,일식,199107.1576,452416.1162,종로1·2·3·4가동,11110615,35,125,90,115,122,1216,586,1802,0.932297447,1680,0.325194229,1131,589,57241.1675,1987,61823.07283,86021.11043,0,1,0,0,0,0.06933341,0
20220314,0,영업/정상,,종로구,익선동,"서울특별시 종로구 돈화문로11다길 41, 1층 (익선동)",배키욘방 익선,일식,199036.5537,452375.0271,종로1·2·3·4가동,11110615,103,126,97,116,157,1349,658,2007,0.921773792,1850,0.327852516,140,589,57241.1675,5892,61823.07283,86021.11043,0,1,0,0,0,0.06933341,0
20180816,0,영업/정상,,종로구,익선동,"서울특별시 종로구 돈화문로11다길 23, 1층 (익선동)",고래네,일식,199085.8006,452331.5095,종로1·2·3·4가동,11110615,30,126,98,115,155,1419,692,2111,0.926575083,1956,0.327806727,1446,769,57241.1675,1703,61823.07283,86021.11043,0,1,0,0,0,0.06933341,0
20180817,0,영업/정상,,종로구,돈의동,"서울특별시 종로구 수표로28길 30-6, 1층 (돈의동)",호호식당 익선,일식,199092.9925,452300.4028,종로1·2·3·4가동,11110615,76,125,99,114,155,1464,697,2161,0.928273947,2006,0.322535863,1445,769,57241.1675,4354,61823.07283,86021.11043,0,1,0,0,0,0.06933341,0
20220509,0,영업/정상,,종로구,낙원동,"서울특별시 종로구 수표로28길 11, 청자빌딩 1층 (낙원동)",해천어부,일식,198968.8339,452292.9001,종로1·2·3·4가동,11110615,42,117,106,117,180,1515,760,2275,0.920879121,2095,0.334065934,84,769,57241.1675,2393,61823.07283,86021.11043,0,1,0,0,0,0.06933341,0
20190305,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로87길 46, 지하2층 (삼성동)",에렉스쿠킹,일식,205130.5917,445590.0968,삼성1동,11680580,45,74,46,381,242,1164,1181,2345,0.896801706,2103,0.503624733,1245,3800,54649.3475,2437,43185.91226,58982.69862,0,1,0,0,0,0.06739235,0
20180430,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 J113호 (삼성동)",제주오전복,일식,205130.5917,445590.0968,삼성1동,11680580,164,74,44,381,242,1164,1181,2345,0.896801706,2103,0.503624733,1554,3800,54649.3475,8935,43185.91226,58982.69862,0,1,0,0,0,0.06739235,0
20210303,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 I113호 (삼성동)",시마스시,일식,205130.5917,445590.0968,삼성1동,11680580,147,74,44,381,242,1164,1181,2345,0.896801706,2103,0.503624733,516,3800,54649.3475,8023,43185.91226,58982.69862,0,1,0,0,0,0.06739235,0
20211021,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로81길 58-4, 지상2층 (삼성동)",스시 하쿠샤,일식,204898.3137,445352.0021,삼성2동,11680590,79,77,63,725,302,1529,1527,3056,0.90117801,2754,0.499672775,284,3897,54649.3475,4323,40525.72299,42858.54149,0,1,0,0,0,0.06933341,0
20181030,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로 546, 백영빌딩 지상1층 102호 (삼성동)",타다이마,일식,204806.4633,445355.5327,삼성2동,11680590,39,76,54,709,313,1581,1561,3142,0.900381922,2829,0.496817314,1371,5108,54649.3475,2105,40525.72299,42858.54149,0,1,0,0,0,0.06933341,0
20181212,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로83길 36, 지상2층 (삼성동)",스시유리,일식,204967.3726,445285.5471,삼성2동,11680590,60,76,58,910,297,1517,1486,3003,0.901098901,2706,0.494838495,1328,4076,54649.3475,3289,40525.72299,42858.54149,0,1,0,0,0,0.06933341,0
20190212,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 지상1층 1호 (삼성동)",동경규동 삼성점,일식,204986.8377,445134.1367,대치4동,11680630,53,77,54,1267,308,1614,1574,3188,0.903387704,2880,0.493726474,1266,6113,54649.3475,2890,41194.8779,49884.88825,0,1,0,0,0,0.06933341,0
20180102,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로 517, 1층 105호 (삼성동, 채널리저브)",장정정,일식,204828.1804,445089.6729,대치4동,11680630,50,80,54,1247,330,1676,1695,3371,0.9021062,3041,0.502818155,1672,9490,54649.3475,2742,41194.8779,49884.88825,0,1,0,0,0,0.065798886,0
20211125,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로 519, 원혜빌딩 지상2층 (삼성동)",청담이상블랙 삼성로점,일식,204826.7617,445130.7378,대치4동,11680630,147,80,62,1181,330,1692,1695,3387,0.902568645,3057,0.50044287,249,9046,54649.3475,8045,41194.8779,49884.88825,0,1,0,0,0,0.06933341,0
20200803,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",온기정,일식,205210.3588,445154.4223,대치2동,11680610,8,81,57,1249,279,1416,1380,2796,0.900214592,2517,0.493562232,728,4593,54649.3475,451,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20191025,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 521, 파르나스몰 지하1층 F-15호 (삼성동)",이나세 INASE,일식,205314.1599,445204.7093,대치2동,11680610,84,76,60,1055,260,1318,1281,2599,0.899961524,2339,0.492881878,1011,2539,54649.3475,4613,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20200622,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 521, 파르나스타워 지하1층 F-20호 (삼성동)",스시츠카무 파르나스몰점,일식,205314.1599,445204.7093,대치2동,11680610,72,76,54,1055,260,1318,1281,2599,0.899961524,2339,0.492881878,770,2539,54649.3475,3954,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20211007,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 521, 파르나스타워 지하1층 F-22호 (삼성동)",탄탄면공방,일식,205314.1599,445204.7093,대치2동,11680610,71,76,52,1055,260,1318,1281,2599,0.899961524,2339,0.492881878,298,2539,54649.3475,3863,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20210930,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 521, 파르나스타워 지하1층 F-21호 (삼성동)",카츠8 파르나스몰점,일식,205314.1599,445204.7093,대치2동,11680610,107,76,53,1055,260,1318,1281,2599,0.899961524,2339,0.492881878,305,2539,54649.3475,5846,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20210809,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",아야(AYA),일식,205210.3588,445154.4223,대치2동,11680610,15,81,59,1249,279,1416,1380,2796,0.900214592,2517,0.493562232,357,4593,54649.3475,813,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20210809,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",오규당 현대무역센터점,일식,205210.3588,445154.4223,대치2동,11680610,10,81,57,1249,279,1416,1380,2796,0.900214592,2517,0.493562232,357,4593,54649.3475,542,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20210809,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",롤썸 현대무역센터점,일식,205210.3588,445154.4223,대치2동,11680610,10,81,65,1249,279,1416,1380,2796,0.900214592,2517,0.493562232,357,4593,54649.3475,542,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20210607,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 521, 파르나스타워 지하1층 F7,8호 (삼성동)",열도미행 파르나스몰점,일식,205314.1599,445204.7093,대치2동,11680610,74,76,54,1055,260,1318,1281,2599,0.899961524,2339,0.492881878,420,2539,54649.3475,4065,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20171019,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 테헤란로 517, 지상10층 (삼성동, 현대백화점)",스시효 무역점,일식,205210.3588,445154.4223,대치2동,11680610,155,81,58,1249,279,1416,1380,2796,0.900214592,2517,0.493562232,1747,4593,54649.3475,8491,50216.49728,58872.21116,0,1,0,0,0,0.06933341,0
20200306,0,영업/정상,,강남구,논현동,"서울특별시 강남구 선릉로 629, 8층 (논현동)",석이테이블,일식,203691.2166,445630.9431,논현2동,11680531,185,66,77,220,231,1297,1297,2594,0.910948342,2363,0.5,878,8491,38504.3175,7126,44787.13118,52943.28146,0,1,0,0,0,0.06933341,0
20201013,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로119길 8, 2층 203호 (삼성동)",스시타,일식,204406.6748,446003.0731,삼성2동,11680590,60,68,61,224,229,1032,1043,2075,0.889638554,1846,0.502650602,657,10012,54649.3475,3273,40525.72299,42858.54149,0,1,0,0,0,0.06739235,0
20171018,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 선릉로 620, 1층 (삼성동)",최우영 식당 삼성점,일식,203776.2083,445541.7126,역삼1동,11680640,144,64,70,214,236,1308,1339,2647,0.910842463,2411,0.505855686,1748,9125,54649.3475,7886,108753.4728,134994.9088,0,1,0,0,0,0.065798886,0
20190304,0,영업/정상,,강남구,신사동,"서울특별시 강남구 압구정로2길 29, 1층 (신사동)",우오하나,일식,201736.2215,446406.5911,신사동,11620685,91,50,120,408,241,1305,1328,2633,0.908469427,2392,0.504367641,1246,11243,40775.4875,3711,20944.66626,18597.21201,0,1,0,0,0,0.065798886,0
20190830,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로162길 22, 1층 101호 (신사동)",당옥,일식,201738.0036,446430.7554,신사동,11620685,56,52,125,416,239,1294,1315,2609,0.908394021,2370,0.50402453,1067,11243,40775.4875,2279,20944.66626,18597.21201,0,1,0,0,0,0.065798886,0
20191209,0,영업/정상,,강남구,신사동,"서울특별시 강남구 압구정로2길 15, 지하1층 B102호 (신사동, 신사아이빌)",우니도,일식,201695.733,446500.1926,신사동,11620685,89,49,136,411,231,1241,1261,2502,0.907673861,2271,0.503996803,966,11243,40775.4875,3645,20944.66626,18597.21201,0,1,0,0,0,0.065798886,0
20171201,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로158길 17, 1층 (신사동)",우와,일식,201721.4508,446326.1374,신사동,11620685,96,51,112,381,242,1325,1336,2661,0.909056746,2419,0.502066892,1704,11129,40775.4875,3901,20944.66626,18597.21201,0,1,0,0,0,0.06933341,0
20180906,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로162길 40, 1층 (신사동)",신사치킨클럽,일식,201839.3026,446497.3714,신사동,11620685,72,56,182,468,247,1363,1363,2726,0.909391049,2479,0.5,1425,9258,40775.4875,2955,20944.66626,18597.21201,0,1,0,0,0,0.06933341,0
20210629,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로162길 41-15, 지하1층 (신사동)",카즈랩,일식,201789.9051,446608.2163,신사동,11620685,123,48,206,459,236,1263,1281,2544,0.907232704,2308,0.503537736,398,9654,40775.4875,5002,20944.66626,18597.21201,0,1,0,0,0,0.065798886,0
20210202,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로162길 41-15, 지상1층 (신사동)",곰리,일식,201789.9051,446608.2163,신사동,11620685,122,48,209,459,236,1263,1281,2544,0.907232704,2308,0.503537736,545,9654,40775.4875,4975,20944.66626,18597.21201,0,1,0,0,0,0.065798886,0
20190111,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로1길 10, 지하1층 (신사동)",미미면가,일식,201713.2801,446129.8936,잠원동,11650540,81,52,101,310,247,1415,1460,2875,0.914086957,2628,0.507826087,1298,14886,40775.4875,3287,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20190116,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로156길 16, 1층 (신사동)",신사의 바램,일식,201745.0791,446210.7086,잠원동,11650540,72,51,105,330,250,1403,1430,2833,0.911754324,2583,0.504765267,1293,11129,40775.4875,2954,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20190619,0,영업/정상,,서초구,잠원동,"서울특별시 서초구 나루터로 69, 샤르망에스 101호 (잠원동)",와우철판 신사역점,일식,201465.1197,445946.8998,잠원동,11650540,124,57,93,278,204,1182,1245,2427,0.915945612,2223,0.512978986,1139,16920,41246.32875,5132,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20200115,0,영업/정상,,서초구,잠원동,"서울특별시 서초구 나루터로 79, 1층 4호 (잠원동)",가와사끼 쉐맘,일식,201562.6903,445969.9518,잠원동,11650540,45,54,101,285,221,1289,1344,2633,0.916065325,2412,0.51044436,929,15915,41246.32875,1852,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20200115,0,영업/정상,,서초구,잠원동,"서울특별시 서초구 나루터로 79, 1층 (잠원동)",일일시호일,일식,201562.6903,445969.9518,잠원동,11650540,30,54,93,285,221,1289,1344,2633,0.916065325,2412,0.51044436,929,15915,41246.32875,1237,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20220104,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로 652, 지상2층 208호 (신사동)",레이호,일식,201620.4462,446358.5428,잠원동,11650540,73,47,93,359,219,1182,1235,2417,0.909391808,2198,0.510964005,209,11476,40775.4875,2961,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20180823,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로 107, 지상20층 (신사동)",호시,일식,201704.937,446060.3107,잠원동,11650540,95,52,98,301,246,1433,1473,2906,0.915347557,2660,0.506882312,1439,14966,40775.4875,3874,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20201112,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로1길 3, 지상1층 (신사동)",포토캔커피 신사역점,일식,201706.8473,446082.8286,잠원동,11650540,67,55,99,310,244,1422,1472,2894,0.91568763,2650,0.508638563,627,13975,40775.4875,2732,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20210405,0,영업/정상,,서초구,잠원동,"서울특별시 서초구 강남대로101길 18-16, 지하1층 01호 (잠원동)",새벽대게 서초본점,일식,201544.5658,446127.1649,잠원동,11650540,22,48,87,283,206,1179,1224,2403,0.914273824,2197,0.509363296,483,15915,41246.32875,921,33512.8329,34659.66472,0,1,0,0,0,0.065798886,0
20190507,0,영업/정상,,강남구,신사동,"서울특별시 강남구 논현로151길 33, 지상2층 (신사동)",무아,일식,202186.2372,446385.4124,논현1동,11680521,89,53,227,482,304,1653,1604,3257,0.906662573,2953,0.49247774,1182,5280,40775.4875,3611,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20190705,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로11길 15, 1층 101호 (신사동)",스시마이우 가로수길점,일식,201908.4854,446248.2965,논현1동,11680521,48,52,129,385,280,1544,1557,3101,0.909706546,2821,0.502096098,1123,9901,40775.4875,1957,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20200225,0,영업/정상,,강남구,신사동,"서울특별시 강남구 압구정로2길 46, 지상1층 제28,N13호 (신사동, 강남상가아파트)",강남실비 횟집,일식,201757.4941,446282.4545,논현1동,11680521,147,50,112,378,250,1396,1400,2796,0.910586552,2546,0.500715308,888,11129,40775.4875,6012,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20220118,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로11길 32, 한교빌딩 지상1층 (신사동)",에프터파티,일식,201923.8602,446369.317,논현1동,11680521,317,52,171,445,273,1495,1490,2985,0.908542714,2712,0.499162479,195,7583,40775.4875,12926,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20211216,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로11길 31-10, 지하1층 (신사동)",상진식감,일식,201843.879,446343.9343,논현1동,11680521,91,55,138,422,258,1411,1417,2828,0.908769448,2570,0.50106082,228,10705,40775.4875,3715,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20200512,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로156길 31-4, 지상1층 101호 (신사동, 축복하우스)",스시츠바사,일식,201852.5845,446311.208,논현1동,11680521,44,54,128,419,263,1452,1456,2908,0.909559835,2645,0.500687758,811,10383,40775.4875,1813,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20180731,0,영업/정상,,강남구,신사동,"서울특별시 강남구 논현로153길 43, 지하1층 (신사동)",코이에(KOIE),일식,202114.7609,446461.1082,논현1동,11680521,95,52,234,480,289,1532,1521,3053,0.905339011,2764,0.498198493,1462,8369,40775.4875,3870,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20210709,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로154길 21, K.I빌딩 지상2층 202호 (신사동)",스시사키,일식,201772.1582,446199.4416,논현1동,11680521,73,50,104,333,264,1450,1477,2927,0.909805261,2663,0.504612231,388,11378,40775.4875,2977,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20210729,0,영업/정상,,강남구,신사동,"서울특별시 강남구 논현로151길 55, 호경빌딩 지상1층 (신사동)",야키니쿠 킨세이,일식,202023.5861,446361.3081,논현1동,11680521,99,52,192,450,288,1548,1565,3113,0.907484741,2825,0.502730485,368,7043,40775.4875,4056,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20210727,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로15길 9, 지하1층 (신사동)",진도켄,일식,202033.7078,446296.8975,논현1동,11680521,125,52,168,409,301,1610,1649,3259,0.90764038,2958,0.505983431,370,6721,40775.4875,5080,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20210625,0,영업/정상,,강남구,신사동,"서울특별시 강남구 논현로153길 51, 지상1층 102호 (신사동)",키이로,일식,202064.8983,446452.7022,논현1동,11680521,33,51,228,477,289,1522,1510,3032,0.904683377,2743,0.498021108,402,8967,40775.4875,1328,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20210430,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로152길 23, 지하1층 101호 (신사동)",야키토리묵 신사,일식,201807.2379,446164.3992,논현1동,11680521,116,51,108,339,274,1525,1563,3088,0.91126943,2814,0.50615285,458,11170,40775.4875,4710,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20210607,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로156길 31-3, 지하1층 (신사동)",이자카야 화분,일식,201832.6293,446301.3122,논현1동,11680521,63,50,123,411,261,1458,1463,2921,0.910647039,2660,0.500855871,420,10779,40775.4875,2557,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20210325,0,영업/정상,,강남구,신사동,"서울특별시 강남구 가로수길 14-3, 지상1층 101호 (신사동)",필살기,일식,202014.2193,446313.7251,논현1동,11680521,66,51,170,423,294,1582,1606,3188,0.907779172,2894,0.503764115,494,6721,40775.4875,2698,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20170906,0,영업/정상,,강남구,신사동,"서울특별시 강남구 도산대로15길 18, 4층 (신사동)",네기,일식,202057.4912,446363.592,논현1동,11680521,185,53,200,460,292,1576,1609,3185,0.908320251,2893,0.505180534,1790,6721,40775.4875,7555,43998.42471,49387.2863,0,1,0,0,0,0.065798886,0
20171026,0,영업/정상,,강남구,신사동,"서울특별시 강남구 압구정로2길 46, 지상1층 16, 23호 (신사동)",이차돌(강남신사점),일식,201757.4941,446282.4545,논현1동,11680521,95,50,112,378,250,1396,1400,2796,0.910586552,2546,0.500715308,1740,11129,40775.4875,3887,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20181112,0,영업/정상,,강남구,신사동,"서울특별시 강남구 강남대로152길 69, 2층 (신사동)",장한우,일식,202118.1915,446321.7982,논현1동,11680521,99,52,196,443,298,1668,1644,3312,0.910024155,3014,0.496376812,1358,6123,40775.4875,4037,43998.42471,49387.2863,0,1,0,0,0,0.06933341,0
20170912,0,영업/정상,,서초구,방배동,"서울특별시 서초구 방배로27길 9, 1층 (방배동)",방배참치,일식,199190.697,443057.5459,방배4동,11650621,70,104,15,273,94,689,710,1399,0.932809149,1305,0.507505361,1784,4317,34658.0905,2426,27331.1617,27406.91783,0,1,0,0,0,0.065798886,0
20181207,0,영업/정상,,서초구,방배동,"서울특별시 서초구 방배로 196, 1층 107호 (방배동)",명가 손만두 김밥,일식,199212.3279,443210.7294,방배4동,11650621,57,98,14,271,88,652,669,1321,0.9333838,1233,0.506434519,1333,4798,34658.0905,1970,27331.1617,27406.91783,0,1,0,0,0,0.065798886,0
20210205,0,영업/정상,,서초구,방배동,"서울특별시 서초구 동광로 93, 테라스빌딩 3층 (방배동)",리윤 스시 우토,일식,199254.3791,443507.0977,방배4동,11650621,177,100,11,270,82,542,577,1119,0.926720286,1037,0.515638963,542,5148,34658.0905,6136,27331.1617,27406.91783,0,1,0,0,0,0.065798886,0
20210712,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 영동대로112길 9, 제일빌딩 지상1층 5호 (삼성동)",남도회집이어요,일식,205318.9965,445888.9428,삼성1동,11680580,33,62,39,121,172,888,906,1794,0.904124861,1622,0.505016722,385,4058,54649.3475,1803,43185.91226,58982.69862,0,1,0,0,0,0.065798886,0
