인허가일자,영업상태구분코드,영업상태명,폐업일자,구,법정동,도로명전체주소,사업장명,업태구분명,좌표정보(x),좌표정보(y),행정동명,행정동코드,소재지면적,교통 수,집객시설 수,교육 수,경쟁자 수,인허가 영업,인허가 폐업,인허가 영업+폐업,타업종비율,타업종경쟁자,버퍼내폐업비율,영업기간,아파트 세대수,제곱미터 당 임대료,임대료,총생활인구수,점심저녁시간대 생활인구수,골목상권,발달상권,구분불가,전통시장,관광특구,생존확률,생존여부
20210712,0,영업/정상,,금천구,독산동,"서울특별시 금천구 시흥대로151길 11-1, 1층 (독산동)",돼지게티 독산점,경양식,190815.7042,441441.6524,독산1동,11545610,17,131,16,78,82,1208,1425,2633,0.968856817,2551,0.541207748,385,3731,27333.5975,455,34299.96808,34321.39937,0,1,0,0,0,0.018188339,0
20201021,0,영업/정상,,금천구,독산동,"서울특별시 금천구 가산로 53, 원지구구빌딩 지상2층 201-A호 (독산동)",차군F&B,경양식,190804.0036,441018.62,독산1동,11545610,41,105,19,105,59,959,1160,2119,0.972156678,2060,0.547428032,649,8902,27333.5975,1129,34299.96808,34321.39937,0,1,0,0,0,0.018188339,0
20210226,0,영업/정상,,금천구,독산동,"서울특별시 금천구 시흥대로145길 17, 지상1층, 지하1층 (독산동)",피자엠소마,경양식,190692.8527,441267.1024,독산1동,11545610,125,114,13,95,74,1091,1323,2414,0.969345485,2340,0.548053024,521,4972,27333.5975,3429,34299.96808,34321.39937,0,1,0,0,0,0.018188339,0
20190201,0,영업/정상,,강남구,신사동,"서울특별시 강남구 논현로175길 11, 지상1층 (신사동)",컴스고스(comesgoes),경양식,202368.8854,447078.0534,신사동,11620685,26,43,275,496,1232,1488,1567,3055,0.596726678,1823,0.512929624,1277,5520,40775.4875,1076,20944.66626,18597.21201,0,1,0,0,0,0.018188339,0
20220127,0,영업/정상,,강남구,신사동,"서울특별시 강남구 압구정로30길 12, 지상1층 2호 (신사동)",청수미방델리,경양식,202500.1489,447160.6727,신사동,11620685,28,38,261,515,1264,1510,1591,3101,0.592389552,1837,0.513060303,186,4889,40775.4875,1142,20944.66626,18597.21201,0,1,0,0,0,0.018188339,0
20200821,0,영업/정상,,강남구,압구정동,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",슈퍼막셰,경양식,202358.5057,447232.9557,신사동,11620685,15,34,254,493,1056,1267,1309,2576,0.590062112,1520,0.508152174,710,7471,45544.0975,678,20944.66626,18597.21201,0,1,0,0,0,0.018188339,0
20181213,0,영업/정상,,강동구,성내동,"서울특별시 강동구 풍성로42길 15, 1층 101호 (성내동, 삼성 쉐르빌)",테이블디자이너,경양식,211171.4743,447606.3591,성내1동,11740640,28,67,16,204,129,1109,1210,2319,0.944372574,2190,0.521776628,1327,5690,29143.65667,825,23611.60072,23320.92604,0,1,0,0,0,0.018188339,0
20200320,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로108길 23, 지상1층 (삼성동)",더펍 비스트로,경양식,204877.6724,445569.3581,삼성1동,11680580,74,76,56,480,639,1327,1337,2664,0.760135135,2025,0.501876877,864,5184,54649.3475,4033,43185.91226,58982.69862,0,1,0,0,0,0.018188339,0
20211005,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로 571, 케이빌딩 지하1층 7호 (삼성동)",꾸덕꾸덕,경양식,204639.1348,445571.7953,삼성2동,11680590,15,72,55,427,699,1359,1392,2751,0.745910578,2052,0.505997819,300,7679,54649.3475,844,40525.72299,42858.54149,0,1,0,0,0,0.018188339,0
20200901,0,영업/정상,,강남구,삼성동,"서울특별시 강남구 삼성로 571, 케이빌딩 지하1층 5호 (삼성동)",(주)닥터로빈 삼성점,경양식,204639.1348,445571.7953,삼성2동,11680590,15,72,56,427,699,1359,1392,2751,0.745910578,2052,0.505997819,699,7679,54649.3475,844,40525.72299,42858.54149,0,1,0,0,0,0.018188339,0
